PDB,VINA,GlideSP,GlideXP,DSX,RFScore,HPS,HMS,HSS,XAvg ,MMGbsa,Experimental
1dif,-11.76146,-18.64,-18.86,-285.409,-11.0366555726,-13.33196769,-14.5201016,-12.79316278,-13.55301586,-194.0837638,-14.72733425
1y20,-5.16397,-7.19,-8,-61.412,-7.12371356054,-6.907755279,-7.515637744,-7.114987937,-7.17024998,-52.28745479,-7.349851617
1gzc,-4.48029,-5.53,-10.14,-81.285,-6.25673943809,-6.507105473,-6.728153642,-6.286057304,-6.507105473,-98.53771703,-4.821613185
1qb1,-8.23938,-10.08,-10.78,-145.214,-10.1880119095,-8.786664715,-9.712303922,-8.607063078,-9.035343905,-69.320296,-9.353100648
1n8v,-5.18457,-3.01,-6.57,-87.706,-6.95029583961,-7.888656529,-7.91628755,-7.101172427,-7.639977339,-88.7007051,-8.330752867
1oss,-4.68335,-8.44,-7.33,-67.881,-6.32795376067,-6.907755279,-6.838677726,-7.101172427,-6.949201811,-50.63780714,-6.617629557
1fq5,-14.13216,-16.69,-15.22,-271.421,-10.8561838929,-12.9589489,-15.27995468,-13.33196769,-13.85695709,-173.2424647,-11.60502887
1j01,-7.98526,-8.88,-10.64,-103.534,-7.33641482342,-7.750501423,-8.275490824,-7.66760836,-7.902472039,-62.11324975,-8.938635331
1ec9,-6.8403,-6.12,-11.19,-58.433,-6.97509303916,-6.963017321,-7.336036106,-6.811046705,-7.032094874,-28.38076093,-4.282808273
1we2,-6.0452,-8.3,-12.43,-70.244,-5.96104275854,-7.101172427,-7.322220596,-7.059725895,-7.156434469,-68.00750988,-6.023562603
1jmf,-7.30149,-9.1,-8.64,-84.827,-6.87909369473,-7.529453254,-7.971549592,-7.515637744,-7.68142387,-55.97261029,-7.971549592
1jmg,-6.55111,-10.33,-11.3,-85.053,-6.93881460421,-7.598530807,-8.247859803,-7.66760836,-7.833394486,-72.59143201,-8.386014909
1uxb,-3.65496,-8.17,-13.34,-63.034,-5.87567540173,-6.203164241,-6.286057304,-6.051193624,-6.175533219,-86.80855345,-2.97033477
1uxa,-3.67579,-7.45,-17.15,-67.709,-5.8415685903,-6.203164241,-6.286057304,-6.037378114,-6.175533219,-102.1279529,-3.177567428
1jmi,-7.75768,-9.68,-10.36,-90.886,-7.02694717359,-7.805763465,-8.441276951,-7.847209997,-8.026811634,-75.34528741,-8.372199398
1ugx,-5.66403,-6.34,-12.75,-92.627,-5.87507423978,-6.741969152,-6.976832832,-6.43802792,-6.714338131,-100.088155,-8.16496674
1jzs,-7.22996,-9.03,-10.81,-184.389,-7.70843873124,-9.076790437,-9.449809222,-9.339285137,-9.297838606,-121.5927219,-9.118236968
1t7j,-8.92553,-12.18,-12.11,-189.624,-12.2708218889,-10.0715072,-10.56886558,-10.18203128,-10.26492434,-132.1957164,-12.01949419
1ofz,-4.63576,-7.71,-11.73,-39.966,-6.28705005951,-6.465658941,-7.059725895,-6.659076089,-6.728153642,-72.25979132,-6.382765878
2bt9,-5.88339,-7.33,-6.63,-73.885,-6.07836580565,-6.907755279,-7.515637744,-7.059725895,-7.156434469,-62.12390024,-8.551801035
1hih,-9.5765,-13.85,-14.64,-226.258,-10.3273120882,-11.03859294,-12.11620276,-11.52213581,-11.56358234,-159.4337698,-11.121486
2arm,-5.23462,-5.42,-4.55,-63.892,-7.60989432348,-6.907755279,-7.239327532,-7.045910385,-7.059725895,-42.4520732,-11.23201008
2bvd,-7.46013,-5.88,-11.04,-118.054,-7.16828459558,-7.557084275,-7.791947955,-7.280774064,-7.543268765,-58.38513232,-8.289306335
1sgu,-10.63274,-13.98,-13.86,-219.222,-10.6847588821,-11.31490315,-12.30961991,-11.43924274,-11.68792193,-148.1221901,-7.41892917
2j34,-9.21829,-9.06,-7.3,-154.462,-11.322954366,-8.91100431,-9.049159415,-9.256392074,-9.062974926,-86.51134655,-10.80372926
1msn,-12.10673,-15.07,-14.3,-227.72,-12.0989789623,-12.04712521,-12.71026971,-12.28198889,-12.35106644,-151.4942304,-12.5582991
2aac,-6.71349,-7.92,-10.31,-64.924,-6.71594495554,-7.156434469,-7.639977339,-7.266958553,-7.349851617,-72.28844274,-3.067043344
1h1h,-3.77627,-7.73,-13.1,-41.884,-6.48990827613,-6.092640156,-6.382765878,-5.899223008,-6.120271177,-32.16040907,-7.211696511
1g46,-5.49424,-7.19,-6.21,-75.752,-10.2976473024,-7.460375701,-8.358383888,-7.446560191,-7.750501423,-50.09179199,-12.15764929
1gcz,-8.71325,-7.79,-8.34,-84.794,-8.37760095122,-8.745218183,-9.007712884,-8.123520208,-8.634694099,-78.02611949,-7.087356916
1xhy,-7.26915,-10.05,-5.87,-105.145,-8.95212960828,-7.833394486,-8.41364593,-7.791947955,-8.012996124,-64.67839264,-8.537985525
5er2,-8.99897,-15.12,-15.6,-280.689,-11.229722406,-12.22672684,-13.33196769,-12.22672684,-12.59974563,-134.6401737,-9.076790437
2ans,-8.4716,-7.76,-7.02,-82.162,-9.38708680371,-9.132052479,-9.933352091,-9.021528394,-9.366916158,-76.41891561,-8.17878225
1pfu,-3.72467,-8.02,-6.37,-55.677,-7.56732018698,-6.396581388,-6.576183026,-6.175533219,-6.382765878,-52.1745367,-3.757818872
1tvo,-10.0229,-11.88,-9.9,-113.557,-11.0022111326,-9.256392074,-9.187314521,-8.966266352,-9.132052479,-93.47583139,-9.463624732
1o0n,-6.15684,-9.43,-12.1,-100.217,-5.35947950914,-7.114987937,-7.557084275,-7.018279363,-7.225512022,-69.97667334,-5.650543818
1o0o,-4.05557,-8.83,-17.42,-59.055,-6.28691952331,-6.368950367,-6.659076089,-6.175533219,-6.396581388,-66.63454315,-7.045910385
1z3t,-7.57823,-6.28,-12.85,-88.496,-6.857694975,-7.791947955,-8.123520208,-7.612346317,-7.847209997,-54.07639488,-5.44331116
1z3v,-7.34889,-6.59,-14.3,-85.581,-7.16709977221,-7.736685912,-8.206413271,-7.626161828,-7.861025507,-67.03172014,-5.678174839
1o0f,-5.51555,-9.7,-15.77,-83.722,-6.68884781361,-7.280774064,-7.750501423,-7.18406549,-7.405113659,-66.43301809,-7.322220596
1kmy,-7.44021,-8.82,-9.76,-63.799,-8.06874905407,-8.275490824,-8.993897373,-8.137335719,-8.468907972,-68.3698606,-7.045910385
2a31,-4.74878,-6.79,-7.86,-55.838,-7.21570448955,-6.327503836,-6.520920983,-6.216979751,-6.355134857,-64.37367586,-1.395366566
1h6h,-4.95985,-7.29,-17.46,-113.505,-7.01146854137,-6.797231195,-7.543268765,-6.410396899,-6.907755279,-67.65462345,-7.322220596
1hi3,-5.30721,-8.41,-14.27,-55.45,-7.11498885839,-6.728153642,-7.032094874,-6.548552004,-6.769600173,-69.86132609,-5.788698924
2fxv,-9.64766,-10.16,-6.67,-152.415,-7.09809940978,-8.441276951,-8.91100431,-8.344568377,-8.565616546,-75.83912154,-7.391298149
1rd4,-10.36315,-9.98,-8.14,-138.678,-10.1477300658,-10.61031211,-10.80372926,-10.03006067,-10.48597251,-107.7051182,-10.69320517
1lee,-8.93625,-10.74,-10.82,-180.25,-10.0526463505,-10.88662232,-11.88133908,-10.84517579,-11.20437906,-115.1742807,-10.69320517
1j4r,-7.3229,-8.38,-9.42,-137.694,-9.67725197639,-9.021528394,-10.23729332,-7.819578976,-9.021528394,-110.4823742,-10.66557415
1sw2,-4.91143,-9.23,-13.07,-69.255,-7.81313251906,-6.327503836,-6.589998536,-6.18934873,-6.368950367,-48.64593332,-9.974798623
7abp,-6.74819,-8.28,-9.46,-50.115,-6.39398122389,-7.114987937,-7.764316934,-7.336036106,-7.405113659,-66.97715225,-8.92481982
1afk,-6.34178,-8.12,-10.84,-94.651,-8.01592566974,-7.529453254,-7.888656529,-7.322220596,-7.584715296,-86.37692259,-9.145867989
1nc3,-9.28425,-10.6,-11.8,-120.653,-7.02914442876,-8.234044293,-8.634694099,-8.137335719,-8.330752866,-93.8557623,-6.907755279
2fx6,-5.95605,-7.83,-5.43,-70.029,-6.76030417687,-7.018279363,-7.087356916,-7.294589575,-7.128803448,-7.834147627,-5.111738906
1dud,-7.2702,-10.97,-13.56,-112.916,-6.75169097356,-7.93010306,-8.537985525,-7.971549592,-8.151151229,-70.23088681,-6.659076089
1r1j,-7.8449,-8.52,-9.33,-140.381,-10.053044609,-9.339285137,-10.36163292,-8.966266352,-9.546517796,10.78841867,-11.93660112
1r1h,-8.81655,-11.41,-14.4,-148.086,-9.89094630255,-10.80372926,-11.60502887,-10.23729332,-10.88662232,-53.67300916,-12.32343542
1af6,-6.86908,-6.19,-15.04,-93.656,-7.3570512703,-7.41892917,-7.91628755,-7.294589575,-7.543268765,-85.27800922,-2.514422922
3aid,-4.33383,-9.63,-9.98,-186.359,-10.2722504706,-10.49978802,-12.00567867,-11.19056355,-11.23201008,-141.0656384,-9.477440243
1drj,-6.55034,-6.95,-9.55,-69.594,-6.33494465921,-7.349851617,-8.16496674,-7.446560191,-7.653792849,-65.91608054,-10.22347781
2bmz,-4.62666,-6.24,-11.22,-71.903,-5.03170917695,-6.341319346,-6.589998536,-6.134086688,-6.355134857,-78.6573952,-5.111738906
1bcd,-3.07557,-4.65,-2.46,-41.933,-8.84318535011,-6.258426283,-6.672891599,-6.203164241,-6.382765878,-27.78848774,-12.01949419
1jak,-7.10546,-8.36,-8.55,-79.757,-7.09098619788,-7.695239381,-7.971549592,-7.736685912,-7.805763465,-60.72555238,-7.695239381
1jao,-5.85461,-7.61,-5.27,-134.313,-8.53750244247,-8.17878225,-8.289306335,-8.137335719,-8.206413271,-13.9571446,-8.17878225
1rdi,-4.5305,-6.36,-7.31,-33.597,-5.90537815208,-5.899223008,-6.631445068,-5.843960966,-6.120271177,-28.62632205,-2.845995175
1u1w,-7.25661,-9.84,-7.49,-81.819,-7.45676929906,-7.639977339,-8.261675314,-7.626161828,-7.847209997,-54.77335232,-8.082073676
1rdj,-4.33041,-6.47,-9.99,-23.822,-5.62449654602,-5.899223008,-6.659076089,-5.871591987,-6.147902198,-18.00988829,-2.293374753
1rdl,-4.06251,-6.03,-8.12,-23.19,-5.64583782569,-5.830145455,-6.230795262,-5.747252392,-5.94066954,-33.24412028,-3.094674365
1rdn,-4.60456,-4.96,-5.21,-26.912,-5.89917363425,-5.95448505,-6.147902198,-6.023562603,-6.037378114,-2.484703612,-2.542053943
2c80,-6.24032,-13.29,-20.6,-143.194,-8.56227167539,-7.861025507,-8.316937356,-7.695239381,-7.957734081,-132.5214082,-7.363667127
3gst,-9.17422,-14.07,-15.41,-171.148,-9.35181666051,-9.89190556,-10.87280681,-9.435993711,-10.0715072,-156.1437277,-9.284023095
1wht,-6.06336,-7.69,-3.25,-74.222,-7.56292481519,-7.847209997,-7.971549592,-7.529453254,-7.778132444,-1.095542379,-5.111738906
1fwv,-3.82215,-6.21,-7.95,-77.037,-6.13832392103,-6.507105473,-6.838677726,-6.520920983,-6.617629557,-60.26036738,-5.139369928
2aj8,-7.64367,-10,-9.47,-95.995,-10.8649646867,-8.082073676,-8.289306335,-7.91628755,-8.095889187,-81.29790353,-8.565616546
1w8l,-4.29617,-6.17,-3.95,-52.559,-5.70123202845,-6.741969152,-7.101172427,-6.769600173,-6.866308747,-46.05868063,-0.676960017
1w8m,-4.60439,-5.83,-4.3,-54.429,-6.55797017952,-6.368950367,-6.548552004,-6.645260578,-6.520920983,-49.60147293,-2.210481689
1rql,-3.15971,-2.34,-3.93,-38.844,-8.27162319297,-6.203164241,-6.755784663,-6.382765878,-6.43802792,12.05830386,-3.799265403
1xgi,-7.04764,-7.61,-5.32,-75.454,-8.92170028185,-7.695239381,-8.220228782,-7.750501423,-7.888656529,-60.47602547,-6.700522621
1d2e,-7.85638,-11.09,-17.22,-141.875,-7.6398232431,-8.399830419,-9.035343905,-8.330752866,-8.593247567,-92.24304575,-8.289306335
1w5v,-12.07182,-17.44,-16.57,-265.607,-11.9494755489,-12.9589489,-13.81551056,-12.25435786,-13.01421095,-170.5900894,-11.2596411
1kjr,-6.30007,-8.91,-12.22,-103.919,-6.93545184831,-7.197881001,-7.349851617,-7.045910385,-7.197881001,-105.7375393,-8.372199398
1ejn,-9.20972,-10.35,-10.88,-146.788,-10.3813883719,-8.966266352,-9.435993711,-9.532702285,-9.311654116,-77.77395517,-7.764316934
1oif,-5.787,-6.11,-6.72,-70.961,-8.00975359331,-6.990648342,-7.336036106,-6.797231195,-7.045910385,-29.73140334,-10.66557415
1rzx,-5.23422,-12,-17.03,-189.585,-9.12096886099,-8.42746144,-10.08532271,-8.026811634,-8.841926757,-160.2159657,-5.664359329
1ps3,-8.72525,-7.79,-9.67,-94.919,-6.98879312564,-7.363667127,-7.888656529,-7.336036106,-7.529453254,-32.45891868,-3.149936407
1ur9,-10.5864,-13.39,-22.47,-191.44,-8.55738808267,-10.29255537,-10.7346517,-10.45834149,-10.49978802,-137.5626136,-7.971549592
6abp,-6.06673,-7.41,-8.84,-46.036,-6.22335678025,-6.963017321,-7.584715296,-6.990648342,-7.18406549,-62.49006392,-8.786664715
1lzq,-9.43731,-15.59,-15.01,-226.285,-11.580456395,-11.35634968,-11.81226153,-11.68792193,-11.61884438,-147.0965164,-11.59121336
2b07,-7.54139,-10.73,-12.95,-134.976,-8.55502345717,-8.468907972,-9.878090049,-7.943918571,-8.759033694,-116.1489543,-8.883373289
1pzp,-6.63271,-8.93,-8.94,-90.985,-9.04295479266,-8.220228782,-8.42746144,-7.91628755,-8.192597761,-75.15285749,-4.572933995
1fiv,-11.76821,-18.61,-17.64,-308.562,-10.1404780128,-14.21616036,-15.07272202,-14.18852934,-14.49247058,-195.5935973,-9.104421458
1ohr,-10.24545,-12.57,-10.57,-193.856,-10.8683404639,-10.96951538,-12.2958044,-11.59121336,-11.61884438,-141.8171595,-12.01949419
1pzo,-6.27079,-5.2,-2.79,-83.636,-7.67240602597,-7.543268765,-8.399830419,-7.626161828,-7.861025507,-66.48103471,-4.586749505
1pzi,-6.5165,-7.09,-9.25,-83.565,-6.09985249419,-7.377482638,-8.303121845,-7.211696511,-7.626161828,-69.93920256,-5.830145456
1qbq,-6.57795,-8.75,-10.4,-85.892,-8.85485294613,-8.220228782,-8.330752866,-8.510354504,-8.358383888,-88.41280193,-11.46687376
1bhf,-5.50174,-14.26,-21.52,-153.076,-7.92822325663,-8.275490824,-8.137335719,-8.082073676,-8.16496674,-145.0120907,-6.051193624
1g2l,-9.17675,-13.06,-13.85,-184.759,-10.6911540649,-10.44452598,-10.61031211,-9.767565964,-10.27873986,-103.4802601,-10.00242964
1urg,-6.30625,-7.59,-15.81,-115.75,-7.16017567698,-7.474191212,-7.750501423,-7.280774064,-7.501822233,-110.8936287,-8.040627145
1g2k,-12.16601,-14.64,-13.58,-268.182,-12.6847478602,-11.96423214,-13.15236605,-11.75699948,-12.2958044,-138.9656358,-10.9971464
1syi,-8.67837,-10.29,-11.59,-113.293,-9.37174493716,-8.372199398,-8.579432056,-8.247859803,-8.399830419,-90.07113974,-7.515637744
1kav,-8.74441,-9.11,-11.63,-141.222,-7.77291594721,-9.491255753,-10.34781741,-8.814295736,-9.546517796,-74.4940634,-8.040627145
2hs2,-9.28641,-11.6,-11.47,-191.797,-12.7477349252,-10.25110883,-11.30108764,-10.14058475,-10.56886558,-129.2842905,-11.48068927
2hs1,-8.80115,-12.41,-12.99,-183.341,-10.9082327506,-10.03006067,-11.16293253,-10.01624515,-10.40307945,-130.3094197,-11.71555295
1v0k,-4.31835,-6.74,-13.59,-56.586,-6.18146687686,-6.327503836,-6.534736494,-6.147902198,-6.327503836,-64.9218743,-7.045910385
1o0m,-6.25299,-11.29,-16.39,-104.035,-5.56013282665,-7.543268765,-8.109704698,-7.501822233,-7.709054891,-84.75780819,-7.114987937
1hlk,-6.17094,-4.46,-5.16,-92.479,-7.14638887638,-7.902472039,-8.330752866,-7.888656529,-8.040627145,-9.304978723,-6.907755279
2sim,-6.82411,-8.74,-14.23,-85.011,-7.09605103427,-7.225512022,-7.501822233,-7.363667127,-7.363667127,-116.992214,-4.724904611
1yei,-7.68393,-10.45,-3.75,-123.776,-7.24944108492,-8.92481982,-8.814295736,-8.220228782,-8.648509609,-81.52213881,-10.30637088
2c1p,-9.03043,-10.04,-8.24,-116.101,-9.84397909286,-8.841926757,-9.422178201,-8.468907972,-8.91100431,-81.22686205,-7.460375701
2f1g,-7.98307,-8.68,-8.36,-150.418,-9.91667205968,-9.297838606,-9.366916158,-9.422178201,-9.366916158,-72.88425934,-10.41689496
2i0a,-8.77363,-13.53,-13.02,-199.982,-13.2191250543,-10.3340019,-11.28727213,-10.29255537,-10.63794313,-133.0045085,-15.74968204
1ua4,-8.35054,-13.37,-15.77,-103.302,-7.75560428052,-8.082073676,-8.41364593,-7.93010306,-8.151151229,-55.15863236,-5.830145456
2f81,-9.28583,-11.96,-11.95,-191.72,-13.1370134664,-10.26492434,-10.87280681,-10.12676924,-10.41689496,-135.77483,-14.53391711
2il2,-12.04676,-15.53,-14.15,-228.6,-10.20361144,-11.66029091,-12.97276441,-11.56358234,-12.06094072,-160.3743834,-9.809012496
1gi9,-6.80698,-10.02,-11.17,-97.036,-8.32494924699,-7.488006722,-7.501822233,-7.612346317,-7.529453254,-30.77788713,-7.211696511
1rgk,-5.8889,-9.55,-11.69,-83.732,-7.19217802373,-6.990648342,-7.377482638,-6.852493237,-7.073541406,-63.56629217,-5.954485051
1rgl,-5.04479,-8.2,-9.67,-78.606,-7.33416140728,-6.741969152,-7.045910385,-6.589998536,-6.797231195,-66.83236407,-6.120271177
1hpo,-10.88161,-10.56,-9.96,-152.962,-10.8554379492,-10.3340019,-11.06622396,-10.45834149,-10.62412762,-117.1582867,-12.73790073
1gi1,-7.75091,-10.8,-12.32,-103.426,-6.8969401624,-7.584715296,-7.584715296,-7.750501423,-7.639977339,-54.17601429,-7.557084275
1y2g,-6.4982,-5.62,-4.33,-72.055,-6.73281085034,-7.93010306,-9.311654116,-7.653792849,-8.303121845,-59.09523177,-5.636728308
1gi7,-6.76775,-10.37,-11.55,-80.493,-7.13567135351,-7.639977339,-7.736685912,-7.861025507,-7.736685912,-46.92043464,-6.230795262
1gi6,-7.49384,-9.08,-10.18,-107.743,-7.02969165099,-7.68142387,-7.722870402,-7.861025507,-7.750501423,-26.89198262,-8.593247567
7upj,-10.69491,-9.75,-9.19,-147.821,-10.1624272252,-10.51360353,-11.27345662,-10.56886558,-10.78991375,-119.1659938,-11.72936846
1gi4,-7.17342,-11.24,-11.26,-94.491,-6.79335100372,-7.888656529,-8.441276951,-8.109704698,-8.151151229,23.01115353,-9.933352091
1lkk,-5.81281,-13.64,-19.86,-162.591,-7.86148687975,-8.579432056,-8.745218183,-8.620878588,-8.648509609,-149.5985464,-9.463624732
1hpv,-8.88718,-11.81,-11.36,-180.961,-11.3434311237,-10.29255537,-11.37016519,-10.2096623,-10.62412762,-132.4463166,-12.73790073
1w3j,-4.78228,-6.05,-6.85,-62.488,-7.58045994629,-6.783415684,-7.225512022,-6.714338131,-6.907755279,-36.66989937,-8.731402673
1hps,-9.5005,-12.63,-12.51,-229.715,-11.3988880392,-11.53595132,-13.02802646,-11.66029091,-12.07475623,-150.7264739,-12.73790073
1qxk,-8.51294,-11.02,-15.53,-159.124,-7.89620817374,-9.1596835,-9.297838606,-8.620878588,-9.021528394,-110.7449495,-6.976832832
1lah,-5.9923,-8.2,-6.16,-71.519,-7.86333187736,-7.032094874,-7.239327532,-6.880124258,-7.059725895,-72.51347308,-10.38926394
1ksn,-9.9943,-12.88,-14.27,-188.688,-10.8087747137,-10.472157,-10.81754477,-9.726119433,-10.3340019,-72.90497338,-12.98657992
1abf,-6.37815,-7.61,-8.72,-51.06,-6.24652551417,-7.197881001,-7.93010306,-7.474191212,-7.529453254,-71.58611244,-7.488006722
1dqx,-8.26492,-11.66,-17.25,-106.609,-7.40287449316,-8.482723483,-9.214945542,-8.496538993,-8.731402673,-65.21833391,-15.26613917
1li3,-6.01335,-7.6,-7.94,-53.177,-6.58649679559,-7.349851617,-7.736685912,-7.211696511,-7.43274468,-56.04261255,-5.871591987
1k1n,-6.87167,-10.6,-12.18,-143.824,-10.8342395184,-8.607063078,-9.712303922,-8.399830419,-8.91100431,-86.43106993,-9.422178201
1c5c,-8.76387,-11.12,-11.44,-97.048,-9.15589458443,-8.91100431,-10.00242964,-8.717587162,-9.201130032,-78.03168844,-9.615595348
1v2q,-7.00624,-9.62,-10.45,-132.461,-9.08628695539,-8.316937356,-8.717587162,-8.330752866,-8.455092461,-60.08343752,-5.70580586
1izi,-9.66085,-14.79,-15.27,-245.393,-11.1363087731,-11.50832029,-12.4339595,-11.9089701,-11.95041663,-164.6519419,-9.104421458
1c5y,-5.73749,-8.45,-7.15,-78.419,-6.746899908,-7.032094874,-7.266958553,-7.128803448,-7.142618958,-48.90099961,-5.802514434
1dqn,-7.9248,-9.36,-13.12,-128.584,-7.07657163631,-8.206413271,-9.062974926,-8.151151229,-8.468907972,-45.04431809,-11.05240845
2hb3,-9.38637,-14.52,-14.23,-213.906,-14.3888017472,-10.78991375,-11.43924274,-10.472157,-10.90043783,-163.6337564,-15.68060448
1c5s,-5.91742,-8.49,-6.8,-73.901,-6.60159988088,-7.128803448,-7.266958553,-7.377482638,-7.253143043,-28.72136677,-8.289306335
1v2w,-6.3048,-9.36,-10.33,-122.926,-9.19142897745,-8.17878225,-8.579432056,-8.192597761,-8.316937356,-60.6568958,-5.540019734
1c5p,-5.65923,-8.66,-7.47,-72.393,-6.32735662361,-6.838677726,-6.797231195,-7.087356916,-6.907755279,-33.1201513,-6.465658941
1c5t,-5.90776,-8.45,-7.19,-76.644,-6.58046721542,-7.004463853,-7.18406549,-7.045910385,-7.073541406,-57.47573703,-5.664359329
1oba,-1.84271,-5.48,-7.32,-39.881,-4.73382530792,-5.595281776,-5.719621371,-5.388049118,-5.567650755,-29.69852988,-3.370984576
1bgq,-8.41361,-8.97,-8.08,-88.719,-9.31067825277,-8.386014909,-9.049159415,-8.496538993,-8.648509609,-94.35625985,-11.83989255
1v2t,-5.7636,-8.1,-8.66,-108.185,-9.05326439838,-7.377482638,-8.109704698,-7.363667127,-7.626161828,-54.81345827,-6.507105473
1tnh,-4.31208,-7.97,-5.56,-68.659,-5.65052543939,-6.617629557,-6.68670711,-6.755784663,-6.68670711,-3.904511248,-4.655827058
2cji,-9.02012,-7.82,-6.87,-160.994,-10.8031024927,-9.1596835,-9.104421458,-9.518886774,-9.270207584,-74.08840119,-11.35634968
1hyo,-5.72813,-7.81,-5.41,-56.699,-7.64000285837,-6.811046705,-7.128803448,-6.741969152,-6.893939768,2.344686302,-5.622912797
1tnj,-3.99903,-7.31,-5.72,-70.254,-6.20670750033,-6.714338131,-6.603814047,-7.032094874,-6.783415684,-12.21097271,-2.707840069
1sdt,-12.08434,-16.49,-16.5,-245.495,-11.4296600394,-12.07475623,-12.33725093,-11.93660112,-12.11620276,-174.8959201,-12.80697829
1sdu,-11.5965,-16.42,-16.32,-240.754,-10.6328588202,-11.89515459,-12.57211461,-11.75699948,-12.07475623,-169.1374447,-13.91221913
1sdv,-11.80275,-15.74,-15.65,-235.664,-11.2447099575,-11.75699948,-11.97804765,-11.770815,-11.82607704,-167.568158,-12.07475623
9abp,-6.65295,-6.85,-10.24,-60.353,-6.29529770716,-7.322220596,-7.971549592,-7.336036106,-7.543268765,-85.13531385,-11.05240845
1q95,-7.69333,-13.61,-19.58,-91.565,-8.36736020854,-7.861025507,-8.510354504,-7.91628755,-8.095889187,-94.82471945,-10.45834149
1hbv,-9.28498,-12.22,-9.58,-204.42,-10.1047138629,-10.5964966,-12.15764929,-11.05240845,-11.27345662,-145.7273235,-8.800480225
1pyn,-7.84124,-13.61,-20.31,-168.573,-8.03125343105,-9.104421458,-10.08532271,-8.869557778,-9.353100648,-125.889702,-7.584715296
1xka,-7.45596,-11.4,-12.68,-135.085,-9.3835916873,-9.270207584,-9.118236968,-9.035343905,-9.145867989,-70.83589391,-9.505071264
2gvv,-6.51574,-5.06,-4.77,-71.741,-7.95248380989,-7.847209997,-8.468907972,-8.054442655,-8.123520208,-52.99257873,-5.388049118
1zhy,-11.04237,-12.07,-13.45,-163.349,-10.8756508985,-11.70173744,-12.00567867,-10.74846721,-11.48068927,-133.4399013,-9.007712884
1g7g,-7.68488,-9.92,-13.18,-187.934,-8.14986724196,-9.380731669,-9.587964327,-8.703771652,-9.228761053,-116.494167,-9.118236968
1h9z,-9.5281,-8.02,-8.83,-95.535,-9.85584778398,-9.228761053,-9.809012496,-8.855742268,-9.297838606,-71.71380409,-7.488006722
1nl9,-8.80954,-11.63,-15.31,-180.719,-8.54947146676,-9.809012496,-10.7346517,-9.988614133,-10.18203128,-109.0959362,-8.234044293
1xpz,-6.27994,-6.14,-5.23,-75.391,-9.49346214884,-7.68142387,-8.745218183,-7.570899786,-7.999180613,-63.90821849,-9.781381475
1zp8,-9.01601,-9.13,-10.66,-205.361,-11.8653129374,-10.37544843,-11.2596411,-10.41689496,-10.69320517,-117.3582633,-12.11620276
1g7v,-5.10479,-8.29,-12.82,-101.3,-7.84231263458,-7.41892917,-7.570899786,-7.073541406,-7.349851617,-66.16961453,-8.841926757
1w3l,-6.98412,-6.2,-19.95,-100.574,-8.23935633443,-7.570899786,-7.778132444,-7.280774064,-7.543268765,-126.4456651,-8.67614063
1mai,-5.07143,-10.87,-20.93,-87.443,-7.76189812522,-7.239327532,-7.847209997,-7.197881001,-7.43274468,-74.64240393,-9.228761053
1uv6,-4.03347,-6.91,-11.09,-76.966,-7.60375295738,-6.479474452,-6.562367515,-6.230795262,-6.424212409,-57.15874384,-7.073541406
1xk9,-8.62208,-6.53,-9.64,-101.339,-7.97190513082,-8.565616546,-9.062974926,-7.91628755,-8.510354504,-75.29351798,-9.463624732
1s63,-6.1321,-5.81,-7.78,-70.281,-10.0029131888,-7.239327532,-8.828111247,-7.294589575,-7.778132444,-21.42574041,-12.50303706
2pcp,-9.46397,-7.99,-8.03,-115.235,-8.23642679708,-9.049159415,-9.795196986,-9.076790437,-9.311654116,-53.45862416,-12.01949419
2avv,-10.99122,-15.24,-15.88,-221.472,-11.3548283923,-11.68792193,-12.76553176,-11.61884438,-12.0333097,-176.1606964,-12.79316278
2avq,-8.1177,-19.44,-25.25,-267.336,-9.9474951554,-11.23201008,-12.19909582,-11.13530151,-11.52213581,-277.1936265,-6.065009135
1y3n,-9.06289,-9.47,-15.82,-105.557,-7.25995713635,-8.261675314,-8.620878588,-8.16496674,-8.344568377,-89.69289586,-7.66760836
2avs,-11.4561,-16.07,-15.49,-232.258,-11.0012986874,-11.67410642,-11.93660112,-11.68792193,-11.770815,-176.4431351,-10.45834149
1kel,-6.8253,-9.24,-6.7,-92.599,-7.63082303787,-8.772849204,-8.993897373,-8.054442655,-8.607063078,-90.12115212,-10.05769169
4tmk,-10.93539,-17.33,-23.33,-218.438,-8.61519452529,-11.06622396,-11.16293253,-10.7346517,-10.9971464,-144.8345739,-10.63794313
1v2k,-10.51858,-7.29,-6.95,-168.764,-8.69701810365,-9.698488412,-9.753750454,-9.712303922,-9.726119433,-51.5938359,-8.551801035
2avo,-10.71677,-15.51,-15.15,-227.562,-10.9543540431,-11.54976683,-12.13001827,-11.49450478,-11.72936846,-171.9986075,-12.22672684
1y3p,-11.0343,-10.93,-22.01,-152.489,-7.83351768658,-10.22347781,-10.37544843,-9.90572107,-10.16821577,-115.4821181,-6.659076089
1nz7,-8.30365,-13.97,-18.67,-209.923,-9.41516959203,-9.89190556,-10.14058475,-9.89190556,-9.974798623,-155.0055963,-9.836643517
1o2o,-7.66062,-9.31,-10.75,-118.651,-8.25632877428,-8.261675314,-8.731402673,-8.593247567,-8.524170014,-27.22660052,-8.786664715
