PDB,2.5_contacts,4.0_contacts,backbone_alpha,backbone_beta,backbone_other,sidechain_alpha,sidechain_beta,sidechain_other,ligand_HBD,receptor_HBD,hydrophobic,pi-cation,pi-pi,pi-t,salt_bridge,rot_bonds,Experimental
1j4r,2,239,0,0,23,10,78,130,0,2,40,0,0,0,0,16,-10.66557415
2hdr,3,99,0,0,20,0,25,57,1,1,6,0,0,0,1,3,-2.376267816
1zsr,12,364,0,26,40,0,153,157,7,4,37,0,0,0,2,22,-13.56683137
1sw2,3,87,0,5,0,13,40,32,0,3,21,4,0,0,3,2,-9.974798623
1afl,16,261,0,7,0,77,110,83,3,8,12,0,1,0,5,10,-8.67614063
1zsf,16,394,0,47,40,0,178,145,5,5,36,0,0,0,2,22,-13.70498647
7abp,13,195,0,0,1,69,3,135,3,4,14,0,0,0,0,4,-8.92481982
1afk,18,285,1,9,4,92,106,91,2,6,15,1,1,0,7,10,-9.145867989
1gvx,13,403,0,17,64,8,110,217,7,2,31,0,0,0,3,30,-9.974798623
1nc3,10,288,0,20,20,47,80,131,7,1,18,0,0,0,0,6,-6.907755279
1bzy,21,407,11,19,46,43,125,184,4,8,34,1,2,0,1,7,-11.52213581
2fx6,4,162,0,18,48,0,16,84,2,1,13,0,0,0,0,1,-5.111738906
1gvw,8,339,0,5,63,0,105,174,3,3,30,0,1,0,0,19,-9.615595348
1dud,14,235,18,33,0,46,124,28,2,11,14,0,0,0,1,7,-6.659076089
1c1v,15,313,0,37,61,0,60,170,7,0,34,0,0,0,0,7,-10.55505007
1c1u,10,279,0,46,39,0,69,135,4,0,33,1,0,0,0,4,-11.39779621
1c1r,8,230,0,14,65,0,22,137,2,0,27,0,0,0,0,4,-10.54123456
1bq4,31,268,1,0,11,148,73,66,0,17,6,1,0,0,13,6,-7.211696511
1bzh,17,305,16,1,22,66,15,202,1,10,29,0,0,0,3,16,-9.353100648
1r1j,11,221,1,9,0,113,28,81,2,4,32,1,0,1,3,9,-11.93660112
1r1h,9,293,4,17,0,169,24,88,2,3,38,1,0,2,6,10,-12.32343542
1bzc,20,301,13,2,23,56,15,212,1,11,32,0,2,0,2,8,-6.797231195
1af6,16,208,0,0,0,0,116,108,4,6,13,0,0,0,0,13,-2.514422922
3aid,1,76,0,14,11,0,9,43,0,1,15,0,0,0,0,12,-9.477440243
1rdt,7,271,11,2,3,223,14,25,0,5,43,0,0,0,1,3,-9.256392074
1dl7,4,156,0,0,14,0,42,104,0,2,29,4,1,0,1,7,-8.966266352
1drk,21,203,0,0,0,82,44,98,3,7,18,0,0,0,0,4,-9.422178201
1drj,23,205,0,0,0,85,43,100,3,7,19,0,0,0,0,4,-10.22347781
2bmz,8,144,0,28,12,0,77,35,2,4,6,0,0,0,0,10,-5.111738906
1bcd,8,134,0,2,3,0,91,46,1,1,1,1,0,0,1,2,-12.01949419
1jak,10,192,0,0,0,0,38,164,4,3,28,2,0,0,1,5,-7.695239381
1jao,8,190,4,3,36,46,30,79,2,3,27,0,1,0,0,8,-8.17878225
2j7d,15,217,0,0,0,2,90,140,4,4,16,0,1,0,0,8,-9.850459028
1rdi,9,80,0,3,6,0,35,45,1,3,4,0,0,0,0,4,-2.845995175
1u1w,13,226,10,6,21,39,85,78,1,8,13,0,0,0,2,3,-8.082073676
1rdj,8,72,0,2,7,0,34,37,0,1,3,0,0,0,0,4,-2.293374753
1rdl,8,65,0,3,6,0,32,32,0,1,3,0,0,0,0,6,-3.094674365
1rdn,6,85,0,4,6,0,45,36,0,1,6,0,0,0,0,6,-2.542053943
2c80,15,267,7,15,5,56,40,159,3,7,22,0,0,0,5,16,-7.363667127
3gst,16,316,4,18,13,121,92,84,3,6,37,0,0,0,3,13,-9.284023095
1e1x,5,233,0,14,15,4,179,26,2,1,12,0,0,0,0,6,-8.137335719
1d5r,17,198,10,2,32,82,11,78,1,10,2,0,0,0,2,5,-2.514422922
1wht,8,157,2,3,16,14,23,107,0,7,25,0,2,0,2,5,-5.111738906
1fwv,5,154,0,0,24,0,24,111,3,4,7,0,0,0,0,17,-5.139369928
1duv,28,378,14,0,35,159,50,148,7,12,8,0,0,0,3,10,-16.30230246
2aj8,1,155,4,1,0,36,1,114,0,1,30,0,2,1,2,3,-8.565616546
1xge,6,135,0,18,9,0,51,63,0,2,8,0,0,0,2,1,-6.465658941
1w8l,2,75,0,2,5,0,55,15,0,1,11,0,0,0,0,0,-0.676960017
1w8m,3,84,0,2,8,0,63,14,0,1,13,0,0,0,0,3,-2.210481689
2j7b,17,196,0,0,0,0,81,132,4,5,8,0,1,0,0,5,-9.145867989
1rql,5,101,0,5,12,8,30,51,0,4,5,0,0,0,2,1,-3.799265403
1xgi,9,192,6,40,5,54,31,65,0,5,13,0,0,2,0,5,-6.700522621
1tuf,4,128,0,0,10,33,12,77,0,3,12,0,0,0,3,8,-5.595281776
1d2e,24,344,36,2,25,168,32,105,2,13,15,0,0,0,1,9,-8.289306335
1fpc,6,273,0,48,32,0,75,124,3,1,38,0,0,0,2,10,-9.670857391
1w5v,10,458,0,22,52,0,143,251,7,1,42,0,0,0,0,17,-11.2596411
1kjr,10,225,0,0,1,0,233,1,3,2,14,1,0,0,0,14,-8.372199398
1z1r,10,357,0,19,40,0,139,169,4,1,21,0,0,0,0,11,-12.73790073
1ejn,12,284,0,25,83,0,24,164,3,2,27,0,0,0,1,4,-7.764316934
1mmr,13,247,1,12,51,50,65,81,3,2,18,0,0,0,2,8,-7.460375701
1oif,10,142,0,0,0,0,50,102,6,2,9,2,0,0,2,4,-10.66557415
1rzx,13,250,0,30,13,58,127,35,2,10,24,0,0,0,3,26,-5.664359329
1ps3,15,186,0,0,13,8,0,180,6,1,8,0,0,0,0,5,-3.149936407
1ur9,12,320,0,0,23,19,147,143,3,5,39,0,0,1,0,14,-7.971549592
6abp,11,184,0,0,0,64,1,130,3,4,10,0,0,0,0,4,-8.786664715
1lzq,11,381,0,33,44,0,118,197,4,5,35,0,0,0,2,21,-11.59121336
2b07,13,243,7,0,10,55,7,177,0,6,26,0,0,0,3,9,-8.883373289
1pzp,1,177,25,0,0,98,30,25,0,0,27,0,0,0,0,6,-4.572933995
1fiv,16,508,0,44,53,0,167,260,7,5,55,2,0,0,0,23,-9.104421458
1ohr,6,299,0,8,36,0,101,160,3,1,34,0,0,0,2,12,-12.01949419
1pzo,1,177,0,14,3,32,98,31,0,2,26,1,0,0,0,5,-4.586749505
1pzi,13,201,0,0,16,12,54,132,2,6,18,0,0,0,0,10,-5.830145456
1srg,11,246,0,1,23,0,161,72,0,6,39,0,0,1,0,4,-7.322220596
1qbq,2,166,1,0,0,89,24,54,0,4,20,0,0,0,4,9,-11.46687376
1sri,9,254,0,2,13,0,186,62,1,5,47,0,2,3,0,4,-8.399830419
1bhf,11,264,0,13,10,64,126,62,0,8,27,2,0,0,4,20,-6.051193624
1uj6,15,200,11,8,27,61,40,68,3,9,7,0,0,0,2,9,-4.21373072
1aaq,16,352,0,27,43,0,128,170,6,4,28,0,0,0,2,19,-11.60502887
1g2l,9,319,0,43,45,0,79,161,4,1,58,0,2,2,0,13,-10.00242964
1urg,7,190,0,0,0,25,12,160,4,2,21,0,0,0,0,12,-8.040627145
1g2k,7,420,0,15,47,0,147,218,2,3,43,0,0,0,0,13,-10.9971464
1syi,17,275,7,24,4,77,111,69,2,7,21,1,0,0,2,4,-7.515637744
1kav,15,252,10,2,20,41,16,178,0,9,30,0,0,0,1,7,-8.040627145
2hs2,13,331,0,21,42,0,120,161,3,3,22,0,0,0,0,14,-11.48068927
2hs1,10,301,0,23,45,0,109,134,3,3,24,0,0,0,0,14,-11.71555295
1v0k,5,103,0,0,0,0,22,86,0,2,5,1,0,0,2,7,-7.045910385
1o0m,11,201,0,29,0,41,115,27,1,7,6,0,0,0,4,6,-7.114987937
1imx,2,127,6,0,17,62,0,44,1,0,18,0,0,0,0,34,-4.863059716
1hlk,9,208,0,1,6,10,27,173,1,2,24,0,0,0,5,4,-6.907755279
2sim,12,201,0,0,0,0,113,100,1,8,15,0,0,0,3,9,-4.724904611
1yei,7,232,0,1,9,0,159,70,1,4,42,0,3,0,1,9,-10.30637088
1f4x,13,182,0,20,18,0,106,51,3,3,15,0,0,0,0,9,-7.722870402
2c1p,3,199,0,11,9,0,156,26,1,2,30,0,0,0,0,6,-7.460375701
2f1g,3,228,0,7,54,19,16,135,2,1,19,1,1,0,0,10,-10.41689496
2i0a,7,283,0,18,38,0,111,123,2,2,27,0,0,0,0,15,-15.74968204
2i0g,3,223,14,0,0,183,17,12,2,0,18,0,0,1,0,3,-13.42867626
1ua4,7,262,10,16,15,73,112,43,2,3,11,0,0,1,1,7,-5.830145456
1dhj,11,330,3,42,0,149,95,52,1,3,25,0,0,0,5,11,-9.049159416
2f81,12,330,0,24,59,0,102,157,3,4,32,0,0,0,2,14,-14.53391711
1vot,7,183,0,10,20,27,11,122,0,1,33,0,2,0,0,1,-9.118236968
1m7y,23,404,10,4,5,71,40,297,3,12,33,1,1,0,4,13,-15.14179957
2il2,8,404,0,16,47,0,185,164,2,4,43,1,0,0,2,13,-9.809012496
1gi9,5,185,0,6,59,0,18,107,3,1,17,0,0,0,0,5,-7.211696511
1rgk,12,201,0,0,14,0,82,117,1,7,9,1,2,0,3,7,-5.954485051
1rgl,13,196,0,0,17,0,88,104,0,7,9,1,3,0,3,7,-6.120271177
1hpo,3,261,0,15,24,0,61,164,1,5,26,1,0,0,0,7,-12.73790073
1gi1,8,198,0,10,58,0,15,123,3,0,17,0,0,0,0,4,-7.557084275
1y2g,0,128,0,0,2,0,114,12,0,0,24,0,2,0,0,3,-5.636728308
1gi7,9,238,0,32,61,0,37,117,5,0,26,0,0,0,0,4,-6.230795262
1gi6,6,202,0,5,57,0,19,127,3,0,13,0,0,0,0,4,-8.593247567
7upj,5,261,0,17,20,0,79,150,1,3,35,1,0,0,0,7,-11.72936846
1gi4,10,229,0,29,48,0,39,123,3,0,29,0,0,0,0,4,-9.933352091
1lkk,18,323,0,21,12,66,163,79,1,11,35,1,0,0,5,20,-9.463624732
1hpv,10,334,0,17,35,0,149,143,3,3,27,0,0,0,0,14,-12.73790073
1w3j,8,145,0,0,0,0,54,99,5,2,8,2,0,0,2,8,-8.731402673
1hps,8,315,0,19,39,0,94,171,2,2,30,0,0,0,0,18,-12.73790073
1qxk,15,325,5,0,13,136,2,184,3,8,34,0,1,0,1,17,-6.976832832
1lah,14,244,1,19,13,47,82,96,6,4,16,1,0,0,3,6,-10.38926394
1ksn,7,285,0,7,82,0,25,178,3,1,42,0,2,0,0,10,-12.98657992
1abf,11,193,0,0,1,61,4,138,3,4,13,0,0,0,0,4,-7.488006722
2br1,1,246,0,25,8,0,196,18,0,1,29,0,0,0,0,8,-7.101172427
1dqx,19,311,0,11,11,16,126,166,2,9,11,0,0,0,1,7,-15.26613917
1amw,7,221,3,0,13,79,49,84,1,4,6,0,0,0,2,9,-6.272241793
1li3,7,151,16,0,0,139,0,3,1,1,30,0,0,0,0,1,-5.871591987
1c5o,5,151,0,30,26,0,60,40,3,0,12,0,0,0,0,2,-4.821613185
1c5n,7,168,0,30,32,0,61,52,3,0,12,0,0,0,0,2,-6.493289962
1k1n,11,246,0,40,48,0,58,111,5,3,22,0,0,0,0,13,-9.422178201
1c5c,8,218,0,0,5,0,99,122,0,7,29,0,1,1,3,3,-9.615595348
1pvn,15,330,1,17,52,7,74,194,3,9,10,1,0,0,0,7,-13.56683137
1v2q,9,245,0,8,99,0,20,127,4,3,17,0,0,0,0,11,-5.70580586
1w96,6,260,12,8,7,170,50,19,0,1,40,0,0,0,0,6,-11.61884438
1izi,13,406,0,37,58,0,146,178,6,2,34,0,0,0,0,21,-9.104421458
1c5z,8,131,0,13,42,0,20,64,3,0,8,0,0,0,0,2,-5.540019734
1c5y,8,148,0,7,50,0,17,82,3,1,10,0,0,0,0,2,-5.802514434
1c5x,8,161,0,14,51,0,16,88,4,0,7,0,0,0,0,2,-9.228761053
2f8i,1,110,0,8,0,0,103,0,0,1,16,0,0,0,1,2,-10.03006067
1dqn,14,283,11,50,6,33,168,29,3,7,13,0,1,0,0,7,-11.05240845
2hb3,8,312,0,14,43,0,104,159,2,3,26,0,0,0,0,15,-15.68060448
1c5s,6,147,0,9,50,0,20,74,3,0,6,0,0,0,0,2,-8.289306335
1v2w,9,238,0,14,88,0,23,122,5,1,18,0,0,0,0,11,-5.540019734
1c5q,7,160,0,8,62,0,16,81,4,0,12,0,0,0,0,2,-8.786664715
1c5p,4,137,0,7,49,0,20,65,3,0,14,0,0,0,0,2,-6.465658941
1c5t,7,152,0,19,32,0,35,73,3,1,10,0,0,0,0,2,-5.664359329
1n4k,16,234,0,0,15,119,20,96,0,12,2,0,0,0,7,9,-13.88458811
1oba,0,47,0,0,5,0,41,1,0,0,15,4,0,0,0,3,-3.370984576
1bgq,3,208,13,2,0,99,71,26,1,0,21,0,0,0,0,2,-11.83989255
1v2t,9,200,0,32,54,0,38,85,5,1,12,0,0,0,0,11,-6.507105473
1tnh,6,112,0,3,42,0,9,64,2,0,10,0,0,0,1,2,-4.655827058
1ecv,12,216,10,1,7,52,15,143,0,11,22,0,1,0,2,3,-6.700522621
2cji,2,200,0,44,25,0,63,70,0,1,41,0,0,0,0,5,-11.35634968
1hyo,11,136,0,15,7,36,42,47,0,5,13,0,0,0,4,4,-5.622912797
1ecq,23,274,0,7,13,16,96,165,2,9,9,0,0,0,8,8,-4.144653167
1hp0,10,200,0,0,9,96,14,91,3,2,26,0,3,0,0,6,-9.256392074
1tnj,3,119,0,9,47,3,14,49,3,0,14,0,0,0,1,3,-2.707840069
1sdt,11,377,0,20,35,0,115,218,4,3,44,0,0,0,2,14,-12.80697829
1sdu,9,351,0,19,34,0,112,195,4,2,41,0,0,0,2,14,-13.91221913
1sdv,9,346,0,20,33,0,110,192,4,2,41,0,0,0,2,14,-12.07475623
9abp,17,233,0,0,2,90,11,147,4,6,14,0,0,0,0,6,-11.05240845
2gvj,1,257,0,5,9,20,132,92,0,1,55,0,2,0,0,8,-13.15236605
7hvp,21,487,0,47,56,0,211,194,9,5,32,0,0,0,2,28,-13.29052116
1q95,27,291,14,0,5,91,45,163,1,17,8,0,0,0,11,6,-10.45834149
1hbv,10,306,0,14,45,0,94,163,6,3,36,0,0,0,4,15,-8.800480225
1xkk,3,410,0,28,24,37,227,97,1,1,51,0,0,1,0,11,-11.770815
1ent,8,328,0,5,64,0,106,161,2,3,31,0,0,0,0,19,-9.615595348
1pyn,20,317,5,1,21,138,16,156,2,11,27,0,0,0,2,19,-7.584715296
1xka,11,257,0,25,48,8,64,123,3,1,40,1,2,1,1,10,-9.505071264
2gvv,8,140,0,0,2,0,58,88,1,2,15,0,0,0,0,5,-5.388049118
1zhy,1,185,1,0,3,37,60,85,1,0,34,0,0,0,0,6,-9.007712884
1g7g,19,312,7,0,14,43,6,261,2,8,29,0,1,0,4,19,-9.118236968
1h9z,0,218,1,0,15,164,0,38,0,0,40,0,0,1,0,5,-7.488006722
1nl9,17,271,13,1,17,95,11,151,2,10,27,0,2,0,1,12,-8.234044293
1xpz,11,204,0,0,25,14,53,123,1,2,16,1,0,0,0,7,-9.781381475
1zp8,10,328,0,29,36,0,92,181,3,3,37,0,0,0,0,17,-12.11620276
1n5r,0,130,1,0,12,0,0,117,1,0,33,0,5,0,0,9,-7.819578976
1g7v,18,310,0,2,33,22,58,213,0,11,10,0,0,0,5,16,-8.841926757
1w3l,21,233,0,0,22,0,81,151,5,5,19,2,0,0,2,16,-8.67614063
1mai,17,261,0,0,18,0,153,107,0,13,5,0,0,0,7,9,-9.228761053
1uv6,2,139,0,14,13,0,56,58,2,1,23,4,0,0,0,4,-7.073541406
1apv,14,278,0,3,49,1,97,142,5,2,14,0,0,0,0,16,-12.4339595
1xk9,2,177,1,28,0,68,76,6,1,2,45,0,3,0,0,3,-9.463624732
1s63,2,88,0,0,0,79,7,4,0,1,17,0,0,3,0,5,-12.50303706
2pcp,0,107,0,3,15,0,67,22,0,0,34,3,0,3,0,2,-12.01949419
2avv,6,334,0,17,33,0,109,181,3,1,37,0,0,0,2,14,-12.79316278
2avq,19,441,0,42,50,0,197,171,6,3,39,0,0,0,2,30,-6.065009135
1y3n,22,258,6,0,0,121,104,49,1,9,13,0,0,0,3,9,-7.66760836
2avs,7,354,0,22,37,0,114,188,2,2,45,0,0,0,2,14,-10.45834149
1kel,10,234,0,0,8,0,167,69,0,9,44,1,2,0,4,10,-10.05769169
4tmk,18,564,25,3,27,344,71,112,2,11,41,0,1,0,7,20,-10.63794313
1v2k,1,204,0,30,29,0,48,98,0,0,51,0,1,1,0,4,-8.551801035
2avo,6,320,0,20,35,0,101,170,3,0,40,0,0,0,2,14,-12.22672684
1y3p,28,389,6,0,0,139,133,139,1,12,17,0,0,0,6,19,-6.659076089
1nz7,22,304,12,0,17,109,10,178,3,11,29,0,0,0,3,19,-9.836643517
1o2o,11,251,0,12,67,0,28,155,5,0,22,0,0,0,0,7,-8.786664715
1qpb,2,74,0,0,11,24,0,41,0,0,2,0,0,0,0,1,-1.878909436
1xk5,11,279,0,33,0,0,217,40,2,6,32,0,5,0,5,18,-8.289306335
2gv7,13,345,0,41,84,0,58,175,7,2,28,0,0,0,0,12,-10.84517579
1g85,3,77,0,3,0,0,70,7,0,0,6,0,0,0,0,6,-7.570899786
1iiq,15,426,0,35,42,0,191,173,6,3,37,0,0,0,2,22,-10.3340019
2avm,18,456,0,41,53,0,183,197,8,3,35,0,0,0,2,30,-7.874841018
1hpx,4,294,0,12,42,0,84,160,2,1,27,0,0,0,0,15,-15.55626489
2c4v,21,217,0,6,14,0,56,162,1,11,8,0,0,0,7,6,-3.592032745
2aoe,15,438,0,50,54,0,161,188,8,4,38,0,0,0,4,30,-10.52741905
1fl3,1,244,0,1,29,0,137,78,0,1,62,0,2,2,0,7,-9.394547179
1v2n,13,256,0,38,46,0,93,92,4,1,25,0,0,0,0,6,-8.151151229
5tmp,16,581,28,3,36,402,40,88,1,14,45,0,1,0,11,20,-10.32018639
1i7z,2,175,0,6,8,0,89,74,0,1,31,1,0,0,1,5,-8.841926757
1apb,14,210,0,0,0,74,1,149,3,5,14,0,0,0,0,4,-8.040627145
1f0s,2,189,0,22,39,0,34,96,1,0,37,0,2,1,0,5,-10.69320517
1v2l,6,151,0,27,34,0,40,56,3,0,13,0,0,0,0,2,-5.926854029
1nli,7,194,1,12,21,89,70,8,3,2,20,0,2,0,0,1,-4.95976829
1f0t,7,209,0,11,70,0,23,112,4,1,21,0,0,0,0,8,-8.289306335
1aj7,8,228,0,2,20,0,173,41,0,7,27,1,1,0,3,8,-5.346602586
1b55,28,365,0,8,15,0,253,117,0,13,1,0,0,0,8,10,-10.22347781
1r0x,13,275,30,3,33,154,0,68,1,9,9,0,0,0,5,11,-5.291340544
1cnx,8,225,10,0,10,64,60,89,3,2,16,0,0,0,0,12,-10.18203128
1cny,10,199,0,0,9,50,66,84,2,1,10,1,0,1,0,16,-10.84517579
2fgi,7,337,0,25,8,17,252,42,3,2,44,0,0,0,1,13,-10.14058475
1cnw,10,242,0,0,19,57,47,129,5,1,19,0,0,0,0,14,-10.66557415
1r0p,5,273,0,19,16,0,166,77,1,2,38,0,0,0,0,5,-11.05240845
1ai7,2,120,0,11,0,20,57,34,1,0,22,0,0,1,0,1,-5.650543818
2eum,14,361,7,0,1,270,0,97,4,4,37,0,0,0,1,38,-9.256392074
1byk,29,360,8,12,10,128,58,173,5,10,10,0,0,0,1,13,-6.907755279
2fgu,9,380,0,21,40,0,128,200,4,2,38,0,0,0,2,14,-12.68263869
2cf9,6,252,0,31,30,0,84,113,3,1,47,0,0,0,0,8,-10.80372926
2cf8,7,254,0,32,29,0,66,134,3,1,45,0,0,0,0,7,-11.19056355
1sr7,5,294,24,0,2,248,0,25,1,1,43,0,0,0,0,6,-13.95366566
1uto,5,115,0,8,30,0,19,63,1,0,12,0,0,0,1,3,-3.136120897
1nq7,3,192,4,1,10,114,9,57,0,2,32,0,0,0,1,6,-9.394547179
1sh9,8,331,0,23,43,0,103,170,3,2,36,0,0,0,0,19,-8.330752867
1q1g,10,257,0,41,4,18,95,109,2,1,22,0,0,1,1,5,-11.83989255
1thz,8,272,13,0,10,89,7,161,1,5,27,0,1,0,3,6,-7.114987937
1q84,13,358,1,1,31,51,5,282,2,6,75,0,10,1,0,14,-15.26613917
1gny,13,171,0,0,13,0,63,108,4,3,13,0,0,0,0,20,-5.719621371
2ihq,3,250,21,0,2,201,0,29,1,1,31,0,0,1,0,2,-11.72936846
1p28,4,71,0,0,0,71,0,4,1,1,5,0,0,0,0,2,-7.488006722
2gv6,10,262,0,13,86,0,18,155,5,2,27,0,0,0,0,11,-10.14058475
1t4v,7,279,0,43,40,0,89,114,3,0,40,0,1,0,1,10,-10.61031211
1udt,2,239,10,0,1,179,0,51,1,1,34,0,2,1,0,7,-12.84842482
1z95,4,334,31,0,1,278,0,28,2,1,33,0,0,0,0,7,-5.94066954
4std,2,219,4,0,0,28,94,95,0,1,35,1,0,3,0,4,-14.27142241
1pkx,19,377,34,21,46,67,36,192,3,16,8,0,0,0,2,6,-9.560333306
1gnn,17,393,0,33,56,0,143,178,7,3,16,0,0,0,0,20,-7.847209997
1gno,15,353,0,25,42,0,140,161,5,2,18,0,0,0,0,20,-10.63794313
1gnm,21,382,0,30,39,0,164,170,8,4,22,0,0,0,1,20,-8.634694099
1q65,13,236,0,12,18,82,90,47,3,1,26,0,2,0,1,7,-7.543268765
1q66,10,312,0,10,31,94,124,63,6,1,44,0,2,0,0,6,-7.971549592
1jyq,20,448,0,36,23,101,186,122,3,15,33,2,0,0,4,20,-12.01949419
1ogx,9,147,1,0,0,46,109,0,1,1,15,0,0,0,0,1,-8.41364593
1q63,13,291,1,13,9,76,144,61,4,3,33,0,2,0,0,5,-8.082073676
1rle,15,310,0,35,5,0,196,89,2,6,9,0,0,0,6,12,-8.012996124
1vwn,10,333,0,4,3,0,256,80,1,8,50,0,1,1,0,10,-8.040627145
1bhx,10,280,0,40,43,0,93,114,5,1,29,0,0,2,1,9,-9.449809222
2jxr,16,366,0,2,45,0,136,199,5,2,31,0,0,0,0,17,-9.739934943
2a5b,11,248,0,1,0,0,201,57,3,3,19,0,2,0,0,5,-5.429495649
2a5c,6,210,0,0,2,0,152,62,1,3,24,0,0,0,0,5,-6.382765878
1fzq,16,331,32,4,24,86,28,173,2,11,13,0,0,0,2,9,-10.52741905
1aid,1,173,0,7,1,0,115,51,0,0,32,0,0,0,0,7,-6.659076089
1e2k,10,240,2,0,0,172,18,58,2,3,33,0,1,0,0,4,-6.824862216
1egh,15,169,9,8,12,79,51,25,0,10,3,0,0,0,3,3,-7.874841018
1h0a,21,225,0,0,6,158,0,82,0,13,0,0,0,0,9,9,-7.515637744
1q8w,3,205,0,14,7,0,135,52,1,1,23,0,0,0,2,2,-7.239327532
1q8u,2,210,0,15,8,0,138,51,1,1,23,0,0,0,1,2,-8.234044293
1hxb,12,388,0,21,42,0,145,192,3,2,40,0,0,0,2,14,-13.70498647
1onz,16,201,11,1,15,64,12,114,0,8,17,0,0,0,1,5,-7.045910385
1dzk,0,88,0,8,0,0,71,9,0,0,13,0,0,0,0,3,-8.42746144
1ony,24,297,13,1,16,103,11,177,2,11,27,0,0,0,2,16,-9.353100648
1w4p,10,184,0,22,0,44,100,28,1,7,5,0,0,0,4,5,-6.548552005
1w4q,13,187,0,28,0,44,98,30,1,6,5,0,0,0,4,5,-7.266958554
1nfw,1,199,0,30,31,0,55,84,0,1,38,0,2,1,0,5,-12.37869746
2j7g,12,192,0,0,0,0,79,125,4,5,15,0,0,0,0,7,-9.670857391
1nfu,3,250,0,42,37,0,56,118,1,0,52,0,0,0,0,7,-10.69320517
1lbf,14,356,0,15,22,9,164,160,1,9,24,0,0,1,3,12,-10.84517579
4rsk,13,170,0,25,0,39,99,20,1,5,4,0,0,0,3,6,-5.968300561
1fhd,11,236,0,0,1,0,49,197,1,5,13,0,1,1,0,7,-9.422178201
1z6e,8,290,0,41,43,0,75,139,3,2,39,1,4,2,1,8,-13.42867626
1nfx,2,204,0,32,22,0,57,95,0,1,47,0,3,0,0,7,-11.770815
1z6s,14,245,0,5,0,41,129,84,3,7,15,1,1,0,4,7,-5.995931582
1wcq,15,241,0,1,1,0,185,69,6,6,16,1,0,0,5,11,-8.648509609
1g4o,8,191,0,0,23,10,36,130,3,1,19,0,0,0,1,5,-11.39779621
1g4j,8,197,0,0,22,14,28,141,3,1,11,0,0,0,1,5,-12.01949419
1bp0,18,227,4,7,0,24,97,113,2,10,2,0,0,0,3,5,-7.460375701
2bal,5,234,0,33,0,8,198,0,2,1,21,0,0,0,0,6,-8.717587162
1n1t,10,222,0,0,0,0,107,125,1,6,9,0,0,0,3,9,-5.318971565
1m9n,20,390,32,23,43,66,40,206,4,15,10,1,0,0,2,6,-9.560333306
1uz8,13,244,0,0,37,0,101,119,4,5,24,0,0,0,0,16,-6.852493237
1f3e,11,202,0,10,16,65,66,56,2,1,26,0,2,0,0,2,-9.256392074
4fiv,14,466,0,42,42,0,151,245,7,4,42,2,0,0,0,21,-9.007712884
1uz4,15,168,0,0,0,0,51,132,4,4,14,0,0,0,0,4,-4.69727359
1nh0,11,430,0,36,43,0,170,192,4,4,42,0,0,0,1,23,-13.45630728
1mes,10,356,0,14,49,0,99,204,2,4,36,0,0,0,0,14,-10.63794313
1g3b,11,193,0,9,55,0,26,114,4,0,14,0,0,0,1,6,-7.93010306
1g3e,10,178,0,9,60,0,21,98,4,0,24,0,0,0,0,6,-7.43274468
1g3d,10,163,0,11,46,0,18,98,3,0,16,0,0,0,1,6,-7.66760836
1szd,11,386,5,2,45,17,36,292,0,7,15,0,0,0,1,15,-6.272241793
2g00,8,308,0,39,52,0,68,157,4,2,50,0,2,3,1,7,-13.45630728
5std,5,251,0,0,0,67,121,68,0,1,49,2,1,3,0,5,-14.49247058
1mjj,6,271,0,0,14,0,159,104,1,6,50,0,1,1,2,14,-12.07475623
1g36,6,252,0,33,45,0,75,105,3,0,39,0,0,3,0,7,-9.90572107
1k4h,11,270,0,7,18,80,111,65,3,2,31,0,2,0,0,6,-7.059725895
1pro,6,360,0,25,42,0,98,201,2,5,37,0,0,0,0,13,-15.61152693
1n1m,8,152,1,0,0,69,2,88,3,1,22,0,0,0,3,3,-7.874841018
1lor,22,320,0,12,11,18,117,184,4,9,12,0,0,0,1,7,-15.27995468
1kyv,13,312,0,32,9,86,61,137,4,3,38,1,5,0,0,9,-8.17878225
2bjm,2,113,0,0,0,0,99,16,1,0,27,0,7,2,0,1,-5.111738906
1g48,7,195,0,0,24,15,25,138,3,1,18,0,0,0,1,5,-11.61884438
1g45,9,173,0,0,19,0,54,109,1,2,11,0,0,0,1,5,-11.93660112
1lox,5,181,3,0,5,91,0,87,0,0,29,0,0,0,3,9,-7.626161828
2cbv,12,175,0,0,0,0,67,120,4,3,5,2,0,0,2,4,-7.570899786
1nf8,11,215,7,0,10,60,42,107,0,6,28,0,0,0,3,5,-10.80372926
1fao,23,296,0,0,20,0,231,68,0,13,2,0,0,0,8,10,-10.18203128
2h4g,10,190,9,0,5,48,7,131,1,7,16,0,1,0,3,6,-9.007712884
1tni,4,101,0,4,37,1,11,52,3,0,5,0,0,0,1,5,-5.526204223
1iih,10,190,0,22,22,0,63,93,0,7,4,0,0,0,3,5,-3.992682551
2ypi,14,160,0,15,19,0,45,95,0,9,2,0,0,0,3,3,-6.659076089
1hos,6,335,0,17,39,0,92,193,3,3,44,0,0,0,0,20,-11.81226153
1me8,14,240,0,19,38,0,86,111,2,8,3,0,0,0,0,7,-9.933352091
1f0r,2,223,0,29,44,0,36,116,1,0,39,0,2,1,0,6,-10.58268109
