PDB,VINA,GlideSP,DSX,RFScore,HMS,Experimental
1tnj,-3.99903,-7.31,-70.254,-6.2067075,-6.603814047,-2.707840069
1sdt,-12.08434,-16.49,-245.495,-11.42966004,-12.33725093,-12.80697829
1sdu,-11.5965,-16.42,-240.754,-10.63285882,-12.57211461,-13.91221913
1sdv,-11.80275,-15.74,-235.664,-11.24470996,-11.97804765,-12.07475623
9abp,-6.65295,-6.85,-60.353,-6.295297707,-7.971549592,-11.05240845
1q95,-7.69333,-13.61,-91.565,-8.367360209,-8.510354504,-10.45834149
1hbv,-9.28498,-12.22,-204.42,-10.10471386,-12.15764929,-8.800480225
1pyn,-7.84124,-13.61,-168.573,-8.031253431,-10.08532271,-7.584715296
1xka,-7.45596,-11.4,-135.085,-9.383591687,-9.118236968,-9.505071264
2gvv,-6.51574,-5.06,-71.741,-7.95248381,-8.468907972,-5.388049118
1zhy,-11.04237,-12.07,-163.349,-10.8756509,-12.00567867,-9.007712884
1g7g,-7.68488,-9.92,-187.934,-8.149867242,-9.587964327,-9.118236968
1h9z,-9.5281,-8.02,-95.535,-9.855847784,-9.809012496,-7.488006722
1nl9,-8.80954,-11.63,-180.719,-8.549471467,-10.7346517,-8.234044293
1xpz,-6.27994,-6.14,-75.391,-9.493462149,-8.745218183,-9.781381475
1zp8,-9.01601,-9.13,-205.361,-11.86531294,-11.2596411,-12.11620276
1g7v,-5.10479,-8.29,-101.3,-7.842312635,-7.570899786,-8.841926757
1w3l,-6.98412,-6.2,-100.574,-8.239356334,-7.778132444,-8.67614063
1mai,-5.07143,-10.87,-87.443,-7.761898125,-7.847209997,-9.228761053
1uv6,-4.03347,-6.91,-76.966,-7.603752957,-6.562367515,-7.073541406
1xk9,-8.62208,-6.53,-101.339,-7.971905131,-9.062974926,-9.463624732
1s63,-6.1321,-5.81,-70.281,-10.00291319,-8.828111247,-12.50303706
2pcp,-9.46397,-7.99,-115.235,-8.236426797,-9.795196986,-12.01949419
2avv,-10.99122,-15.24,-221.472,-11.35482839,-12.76553176,-12.79316278
2avq,-8.1177,-19.44,-267.336,-9.947495155,-12.19909582,-6.065009135
1y3n,-9.06289,-9.47,-105.557,-7.259957136,-8.620878588,-7.66760836
2avs,-11.4561,-16.07,-232.258,-11.00129869,-11.93660112,-10.45834149
1kel,-6.8253,-9.24,-92.599,-7.630823038,-8.993897373,-10.05769169
4tmk,-10.93539,-17.33,-218.438,-8.615194525,-11.16293253,-10.63794313
1v2k,-10.51858,-7.29,-168.764,-8.697018104,-9.753750454,-8.551801035
2avo,-10.71677,-15.51,-227.562,-10.95435404,-12.13001827,-12.22672684
1y3p,-11.0343,-10.93,-152.489,-7.833517687,-10.37544843,-6.659076089
1nz7,-8.30365,-13.97,-209.923,-9.415169592,-10.14058475,-9.836643517
1o2o,-7.66062,-9.31,-118.651,-8.256328774,-8.731402673,-8.786664715
1qpb,-2.75878,-3.17,-17.126,-6.694005087,-5.857776477,-1.878909436
1xk5,-6.78677,-10.72,-113.951,-8.009460296,-7.805763465,-8.289306335
2gv7,-8.61994,-12.32,-180.595,-10.29079289,-11.89515459,-10.84517579
1g85,-4.25701,-3.6,-60.3,-5.434186798,-7.501822233,-7.570899786
1iiq,-9.98412,-16.98,-246.206,-11.07355831,-13.12473503,-10.3340019
2avm,-8.12976,-18.78,-264.114,-9.638981532,-12.14383378,-7.874841018
1hpx,-9.32386,-13.25,-190.111,-13.13533797,-11.43924274,-15.55626489
2c4v,-6.38471,-10.72,-61.553,-6.508448913,-7.805763465,-3.592032745
2aoe,-7.56439,-16,-262.04,-9.167281416,-12.46159052,-10.52741905
1fl3,-11.18218,-13.27,-146.94,-10.04417709,-10.27873986,-9.394547179
1v2n,-8.74855,-11.52,-135.532,-9.161681496,-10.08532271,-8.151151229
5tmp,-10.59047,-16.34,-222.731,-8.223631773,-11.50832029,-10.32018639
1i7z,-9.55876,-8.76,-123.514,-9.571849941,-9.698488412,-8.841926757
1f0s,-9.01468,-8.03,-128.363,-9.442387785,-8.607063078,-10.69320517
1v2l,-5.14192,-8.34,-67.314,-6.331967167,-6.949201811,-5.926854029
1nli,-5.44332,-10.35,-61.267,-5.405434224,-7.197881001,-4.95976829
1f0t,-7.64766,-9.81,-141.511,-8.732452381,-8.745218183,-8.289306335
1cny,-4.53113,-5.85,-95.457,-8.9913892,-7.68142387,-10.84517579
2fgu,-11.50948,-15.9,-224.552,-11.75777555,-13.44249177,-12.68263869
1uto,-3.8596,-7.95,-60.63,-6.272587575,-6.341319346,-3.136120897
1nq7,-10.33261,-11.05,-134.866,-11.17563337,-11.88133908,-9.394547179
1sh9,-9.04198,-13.94,-229.699,-11.47006376,-11.54976683,-8.330752867
1q1g,-9.03286,-10.2,-116.785,-9.425419115,-8.054442655,-11.83989255
1thz,-8.63497,-9.61,-103.649,-8.905058575,-10.18203128,-7.114987937
1gny,-5.44056,-8.22,-135.53,-6.992139772,-7.211696511,-5.719621371
2ihq,-11.58637,-12.61,-136.864,-11.8291395,-10.56886558,-11.72936846
1p28,-3.09034,-5.67,-28.847,-5.952147864,-6.299872814,-7.488006722
2gv6,-8.67447,-11.71,-158.705,-10.71320017,-10.37544843,-10.14058475
4std,-10.55834,-11.26,-119.668,-9.749068408,-10.25110883,-14.27142241
1gnn,-8.39078,-12.93,-196.173,-10.28188311,-10.61031211,-7.847209997
1gno,-7.54346,-12.19,-182.965,-9.669754896,-10.18203128,-10.63794313
1gnm,-8.39218,-12.22,-204.287,-10.12796223,-10.56886558,-8.634694099
1jyq,-7.36586,-14.3,-210.283,-8.599278202,-10.91425334,-12.01949419
1ogx,-9.37305,-9.31,-85.149,-9.870700295,-9.781381475,-8.41364593
1vwn,-10.69032,-12.34,-162.291,-10.62661257,-11.19056355,-8.040627145
2jxr,-10.53366,-12.16,-207.176,-10.20969699,-11.28727213,-9.739934943
2a5b,-7.33994,-10.58,-96.148,-6.811667525,-8.137335719,-5.429495649
2a5c,-7.42148,-10.97,-91.999,-7.139886852,-7.91628755,-6.382765878
1fzq,-7.90525,-9.6,-131.304,-7.820123634,-8.620878588,-10.52741905
1egh,-3.95328,-8.63,-52.39,-5.681647531,-7.032094874,-7.874841018
1h0a,-5.75829,-11.12,-64.348,-7.414587992,-8.054442655,-7.515637744
1hxb,-11.70347,-14.05,-220.736,-11.45254378,-13.17999707,-13.70498647
1onz,-8.17905,-10.11,-120.311,-7.852367945,-9.546517796,-7.045910385
1dzk,-5.0039,-6.2,-57.906,-7.480637891,-7.059725895,-8.42746144
1ony,-8.28329,-13.64,-173.968,-8.581112963,-9.822828007,-9.353100648
1w4p,-6.07201,-9.82,-105.389,-5.452948806,-7.861025507,-6.548552005
1w4q,-6.30031,-10.75,-110.19,-5.585901912,-7.847209997,-7.266958554
1nfw,-9.33703,-8.03,-140.461,-10.72899655,-9.035343905,-12.37869746
1nfu,-9.61108,-9.87,-141.957,-11.18752,-9.836643517,-10.69320517
1lbf,-7.67352,-9.86,-116.693,-7.84168625,-9.560333306,-10.84517579
4rsk,-5.79906,-9.24,-102.324,-5.147329911,-7.460375701,-5.968300561
1fhd,-7.70166,-8.02,-110.5,-6.747363949,-8.455092461,-9.422178201
1z6e,-10.9466,-9.88,-206.458,-11.44275925,-10.41689496,-13.42867626
1nfx,-9.5612,-10.21,-160.777,-10.90327001,-9.228761053,-11.770815
1z6s,-5.87131,-9.28,-73.046,-6.189136718,-7.515637744,-5.995931582
1wcq,-6.98173,-7.58,-97.85,-7.063886679,-8.040627145,-8.648509609
1g4o,-5.36714,-5.22,-67.626,-9.12193919,-8.648509609,-11.39779621
1g4j,-5.33841,-5.13,-74.173,-9.477192485,-7.847209997,-12.01949419
1m9n,-10.24557,-12.49,-157.989,-7.434864388,-9.960983112,-9.560333306
1f3e,-7.12954,-10.15,-67.609,-6.664193342,-7.819578976,-9.256392074
4fiv,-11.62695,-18.41,-312.782,-10.18662521,-15.23850815,-9.007712884
1uz4,-6.36964,-8.86,-70.652,-7.237393866,-7.336036106,-4.69727359
1nh0,-9.82607,-17.81,-256.327,-11.06914804,-12.50303705,-13.45630728
1mes,-11.27055,-12.46,-217.008,-12.34902187,-12.80697829,-10.63794313
1g3b,-5.56833,-11.53,-99.863,-6.816116166,-8.109704698,-7.93010306
1g3e,-6.53341,-9.51,-100.343,-6.801512348,-8.17878225,-7.43274468
1g3d,-6.57135,-9.49,-92.344,-6.7722883,-7.943918571,-7.66760836
2g00,-12.51422,-10.47,-192.431,-12.14311215,-11.97804765,-13.45630728
5std,-12.31599,-12.36,-130.461,-10.08578609,-11.56358234,-14.49247058
1g36,-9.62586,-9.92,-148.606,-10.27373119,-9.670857391,-9.90572107
1k4h,-7.48227,-12.36,-94.964,-8.033664127,-8.579432056,-7.059725895
1pro,-10.89091,-12.53,-229.36,-11.4635913,-11.92278561,-15.61152693
1n1m,-5.93798,-8.12,-81.098,-7.382616768,-7.888656529,-7.874841018
1lor,-8.35584,-11.95,-120.91,-6.904225535,-9.311654116,-15.27995468
1kyv,-8.73619,-10.36,-124.452,-7.431243012,-9.284023095,-8.17878225
2bjm,-8.89653,-7.19,-74.039,-6.7105975,-9.228761053,-5.111738906
1g48,-6.18424,-7.72,-69.495,-9.798526984,-8.344568377,-11.61884438
1g45,-5.72574,-6.5,-81.387,-10.25474462,-8.67614063,-11.93660112
1nf8,-8.60063,-11.91,-102.935,-7.526152054,-8.689956141,-10.80372926
1fao,-5.35353,-8.81,-106.987,-7.451261517,-8.330752866,-10.18203128
2h4g,-6.83456,-9.82,-102.026,-7.357743256,-8.966266352,-9.007712884
1tni,-4.03482,-5.86,-69.06,-6.419972583,-6.811046705,-5.526204223
1iih,-4.23568,-7.73,-60.955,-5.881676482,-7.101172427,-3.992682551
2ypi,-3.49528,-7.52,-55.72,-5.717792979,-6.880124258,-6.659076089
1hos,-9.25163,-12.02,-207.684,-10.78363003,-12.47540603,-11.81226153
1rbo,-5.89099,-8.72,-79.207,-7.497710777,-8.026811634,-17.57332943
1joc,-4.68531,-7.99,-70.276,-6.06331861,-7.294589575,-6.382765878
1dfo,-9.38216,-13.38,-158.177,-8.275271227,-10.54123456,-9.256392074
1tcw,-5.48189,-6.54,-120.348,-9.812029055,-10.09913822,-8.316937356
2bpy,-11.08965,-14.71,-227.326,-11.10808291,-11.82607704,-10.22347781
1m0o,-7.93603,-9.24,-117.46,-8.362865705,-9.795196986,-3.191382939
1i80,-6.03586,-9.01,-61.435,-7.682299485,-7.280774064,-8.855742268
1rbp,-9.8658,-10.06,-140.204,-9.630317795,-10.14058475,-9.284023095
1no6,-9.5497,-10.43,-117.02,-8.466466008,-9.712303922,-6.092640156
1g35,-10.63728,-13.91,-240.773,-13.1140363,-12.80697829,-11.24582559
2hb1,-5.69929,-8,-84.787,-6.776755688,-7.543268765,-5.249894012
1tcx,-10.34207,-13.49,-206.453,-10.73345682,-12.59974563,-9.601779838
456c,-8.44998,-5.52,-154.342,-9.474377987,-9.739934943,-13.49775382
1gjd,-7.34798,-9.28,-93.797,-8.319823558,-8.855742268,-7.211696511
1gjb,-8.67021,-9.98,-134.576,-9.479476821,-9.587964327,-8.772849204
1gjc,-8.33929,-10.04,-129.299,-9.48261064,-9.339285137,-8.772849204
1gja,-7.73748,-10.28,-107.436,-8.159040027,-8.358383888,-7.488006722
1ajx,-11.11459,-11.52,-229.43,-12.31950427,-12.28198889,-10.92806885
1rpj,-7.85143,-6.89,-90.637,-6.634008768,-8.537985525,-8.952450842
1ody,-10.58979,-17.02,-271.549,-11.70892809,-13.62209341,-11.19056355
1fv0,-9.11773,-6.76,-121.319,-8.576304949,-9.435993711,-8.192597761
1zoh,-7.75719,-7.02,-83.439,-8.535033611,-8.92481982,-9.670857391
2csn,-6.05123,-8.93,-73.147,-7.434441992,-8.151151229,-6.092640156
1ydk,-5.27818,-9.35,-118.81,-8.451598069,-7.902472039,-8.137335719
1zog,-6.55043,-6.53,-55.029,-8.572335029,-8.731402673,-9.878090049
1mmq,-8.28547,-7.78,-157.088,-8.637559428,-9.463624732,-10.38926394
1p1n,-7.3118,-9.49,-96.839,-8.800214737,-7.93010306,-9.394547179
1p1o,-6.99927,-9.87,-88.818,-7.198355319,-7.778132444,-7.957734081
2aod,-8.04932,-18.34,-265.726,-9.719121625,-12.33725093,-7.819578976
1hxw,-9.65037,-15.92,-233.888,-11.66834627,-12.0333097,-14.94838242
1ocq,-7.3722,-8.06,-93.937,-7.198270357,-7.943918571,-7.17024998
1h46,-7.70026,-6.18,-100.932,-8.361643092,-8.068258166,-4.932137269
7std,-9.7997,-9.64,-100.305,-9.353914842,-10.27873986,-14.81022732
1sld,-11.14096,-12.92,-168.56,-10.45192131,-11.2596411,-9.076790437
1sle,-9.17326,-10.42,-152.502,-9.792588318,-9.795196986,-8.524170014
1e6q,-6.33431,-10.13,-64.817,-7.281381483,-7.847209997,-4.351885826
1od8,-7.66204,-9.02,-99.674,-6.993461385,-8.151151229,-7.045910385
1gj6,-8.54302,-9.98,-121.606,-8.144116832,-9.353100648,-9.670857391
1gj7,-9.12017,-10.21,-137.221,-8.541211677,-9.491255753,-10.90043783
1gaf,-5.86702,-9.39,-88.059,-6.816713964,-8.620878588,-11.05240845
1gai,-8.88136,-9.93,-188.023,-8.147802909,-10.26492434,-11.05240845
1gj8,-7.49756,-9.89,-127.439,-8.449381498,-8.372199398,-9.615595348
1dy4,-8.80064,-7.81,-108.459,-9.363554072,-9.449809222,-6.023562603
1bdq,-8.83819,-8.94,-188.379,-10.45145324,-11.72936846,-8.759033694
1lyb,-8.57359,-12.11,-209.547,-9.558603854,-12.33725093,-15.77731306
1vwl,-8.42796,-13.39,-165.886,-10.4112843,-10.18203128,-7.778132444
1ado,-2.80583,-6.79,-20.675,-5.607571517,-6.106455667,-8.289306335
1lyx,-3.72964,-8.48,-57.554,-5.403474788,-6.9353863,-6.272241793
1y0l,-8.22112,-12.48,-109.446,-8.161794622,-8.537985525,-12.4339595
1fdq,-6.32711,-11.11,-131.633,-9.955977405,-9.1596835,-10.04387618
2fgv,-11.52689,-16.76,-243.281,-11.73363248,-13.51156933,-8.455092462
1gt1,-9.40025,-8.51,-85.964,-8.456740836,-9.505071264,-8.289306335
1tys,-9.28916,-12.85,-107.711,-6.540069266,-9.076790437,-7.584715296
1o2w,-5.8218,-7.98,-94.46,-7.425566474,-8.054442655,-8.082073676
1qy1,-5.59078,-6.92,-63.899,-7.688581456,-7.239327532,-9.007712884
1lkl,-5.73276,-11.65,-153.722,-7.254757462,-7.985365103,-8.026811634
1qy2,-5.16362,-6.98,-56.613,-7.639338234,-7.087356916,-7.93010306
1uwf,-6.20289,-6.37,-82.777,-7.242204934,-7.93010306,-9.422178201
1met,-12.60829,-14.13,-220.721,-12.68267106,-13.84314158,-12.98657992
2f5t,-10.2475,-9.46,-145.847,-7.665112071,-9.90572107,-7.142618959
1jlr,-7.83614,-9.96,-128.242,-7.829358673,-8.717587162,-4.600565016
1msm,-12.51614,-15.58,-233.954,-12.24547035,-13.15236605,-14.47865506
2i3i,-8.28102,-10.6,-160.765,-9.481090829,-10.34781741,-10.08532271
2f2h,-10.19345,-8.53,-163.271,-8.124019497,-10.14058475,-7.874841018
3kiv,-3.3965,-6.79,-50,-5.609540074,-6.548552004,-6.493289962
1ppl,-8.48585,-11.73,-180.308,-9.003111424,-11.83989255,-11.81226153
1ppk,-7.80034,-11.4,-163.66,-8.858943134,-10.72083619,-10.58268109
2fqw,-8.81899,-10.8,-116.449,-7.435636302,-8.565616546,-9.228761053
1if8,-6.0923,-6.71,-98.564,-9.495248699,-9.325469627,-13.31815218
1r9l,-4.31408,-9.37,-68.53,-7.770612798,-6.769600173,-7.460375701
1hsh,-10.8837,-14.02,-232.333,-10.30934826,-12.25435786,-13.01421095
1pph,-7.84196,-10.1,-139.301,-9.027377695,-9.587964327,-8.17878225
11gs,-6.86545,-11.85,-143.888,-8.91022926,-9.809012496,-8.040627145
1r4w,-5.94283,-8.74,-112.619,-7.922586688,-7.985365103,-5.595281776
1uw6,-5.87394,-5.75,-90.65,-7.687511905,-7.957734081,-10.14058475
1px4,-6.5511,-8.19,-73.218,-5.526743081,-8.109704698,-4.46240991
3jdw,-4.62584,-6.81,-68.637,-6.52710178,-6.520920983,-4.973583801
2gh7,-7.92568,-14.18,-119.243,-9.058110715,-8.731402673,-17.96016373
2cex,-7.31454,-9.12,-94.71,-8.071647067,-8.192597761,-6.493289962
1g98,-5.72964,-8.14,-61.25,-7.866806375,-7.750501423,-7.874841018
1y6r,-9.98108,-11.88,-124.411,-9.783232088,-9.187314521,-13.96748117
1o2s,-6.62839,-9.34,-89.531,-6.793935274,-8.607063078,-7.557084275
1uj5,-6.25053,-5.77,-86.656,-6.06408355,-7.612346317,-4.21373072
2d1n,-7.52545,-12.87,-210.761,-10.35782066,-10.11295373,-11.2596411
1vkj,-10.3098,-12.81,-181.503,-6.71005502,-9.988614133,-6.700522621
1siv,-8.76085,-13.43,-233.332,-9.403039898,-11.86752357,-11.16293253
2fwp,-5.56772,-9.95,-82.309,-5.346894697,-7.41892917,-4.034129083
1jqe,-8.49384,-8.38,-131.524,-9.489358654,-10.49978802,-8.897188799
1jqy,-7.09145,-6.61,-112.643,-8.445989202,-9.021528394,-6.797231195
2boh,-9.83027,-7.53,-172.644,-10.49841792,-10.00242964,-11.770815
1w5y,-12.17545,-18.35,-267.947,-11.92145033,-13.4839383,-11.71555295
1w5x,-12.60354,-18.47,-263.643,-11.90682615,-13.20762809,-11.60502887
1w5w,-12.62197,-18.32,-273.891,-11.95133972,-13.41486075,-12.15764929
1ulg,-3.66792,-3.6,-45.855,-5.577000778,-6.355134857,-5.816329945
2f34,-6.97628,-11.66,-107.618,-8.349662512,-8.040627145,-9.518886774
1moq,-6.13075,-7.58,-101.918,-7.748116506,-8.192597761,-4.780166653
2aqu,-9.76181,-16.33,-234.183,-12.0362188,-13.15236605,-12.87605584
2b4l,-4.82543,-8.41,-71.62,-7.431215089,-6.880124258,-6.589998536
1ow4,-9.45687,-9.41,-98.03,-9.477604121,-10.38926394,-7.847209997
2bfr,-7.983,-10.29,-156.353,-7.167915271,-8.980081863,-7.253143043
2bfq,-8.97616,-12.93,-190.951,-7.304789397,-9.40836269,-9.518886774
1o3k,-7.61522,-8.9,-94.618,-7.359504115,-8.510354504,-9.353100648
1heg,-9.66277,-14.05,-216.273,-10.79877606,-11.79844602,-10.69320517
1v2s,-5.29472,-7.84,-69.77,-6.31296255,-6.949201811,-5.761067903
1a4r,-7.88176,-9.24,-130.917,-7.450965036,-8.206413271,-9.201130032
1k1m,-8.82374,-10.39,-147.745,-10.27838019,-10.11295373,-10.22347781
1k1l,-8.12643,-10.56,-137.012,-9.931250657,-9.739934943,-9.532702285
1k1j,-8.36525,-9.9,-155.28,-10.80561923,-10.16821577,-10.43071047
1k1i,-7.68446,-10.27,-138.534,-10.32649581,-10.2096623,-9.090605947
1o2q,-8.1868,-8.49,-123.207,-7.568961721,-9.228761053,-10.61031211
1q91,-8.76978,-13.36,-142.997,-8.161368845,-9.339285137,-5.733436882
2bo4,-4.57719,-9.27,-49.714,-6.545433459,-6.631445068,-6.368950367
1o2x,-6.18064,-8.91,-97.632,-7.75261522,-8.151151229,-8.082073676
1fkh,-6.94532,-7,-122.121,-8.983544712,-10.77609824,-11.2596411
1swr,-7.6676,-13.71,-122.543,-8.936876847,-8.731402673,-9.560333306
1o2n,-9.1659,-11.49,-121.499,-8.932368141,-9.65704188,-8.41364593
1mfi,-7.85104,-7.96,-84.271,-6.520060138,-8.482723483,-7.722870402
1koj,-6.59164,-6.2,-79.412,-7.681708321,-8.206413271,-9.256392074
1o2j,-6.97176,-9.28,-112.582,-8.124820343,-8.551801035,-9.560333306
1o2k,-6.65936,-9.11,-106.973,-8.228387112,-8.607063078,-9.560333306
1fkf,-11.55361,-14.7,-209.711,-9.59590567,-13.30433667,-12.98657992
1fkg,-7.80969,-9.3,-139.064,-9.401156849,-11.121486,-11.05240845
2fzz,-12.6504,-9.32,-201.524,-12.20126916,-11.770815,-14.53391711
2dri,-6.5954,-6.8,-70.545,-6.323353906,-8.17878225,-9.518886774
2h4k,-7.1917,-9.41,-92.124,-7.220031798,-9.339285137,-7.584715296
1m1b,-5.21391,-7.77,-32,-7.974648004,-7.377482638,-6.43802792
1bwa,-12.9967,-16.32,-277.034,-11.2672807,-14.31286894,-10.49978802
1bwb,-14.67681,-17.17,-297.739,-10.5739636,-15.10035304,-11.63265989
1xbo,-9.38555,-10.72,-151.328,-7.82724334,-10.98333089,-8.344568377
2fzk,-7.62278,-7.49,-95.304,-7.856712805,-8.938635331,-4.973583801
1gyy,-6.11604,-9.54,-65.785,-7.056701472,-7.943918571,-5.028845843
1gyx,-5.04872,-8.64,-54.804,-6.413943329,-7.598530807,-3.426246618
1n4h,-9.65254,-10.38,-130.097,-10.98646291,-10.08532271,-9.049159416
1kzk,-12.47671,-15.54,-224.582,-12.41133185,-13.30433667,-14.35431547
2fzg,-7.57418,-2.9,-98.932,-7.607422103,-8.938635331,-4.669642569
8abp,-6.50632,-6.87,-60.389,-6.61974842,-7.764316934,-11.05240845
1nw4,-8.58938,-9.96,-111.453,-10.39328425,-8.040627145,-12.53066808
1bxq,-8.60454,-13.58,-189.411,-8.988326155,-11.50832029,-10.19584679
1add,-7.86693,-7.52,-99.271,-9.832772477,-8.234044293,-9.311654116
1lgw,-5.8743,-6.94,-58.961,-6.381200622,-7.294589575,-5.526204223
1lgt,-8.41284,-9.24,-76.236,-8.572226784,-9.090605947,-8.42746144
1v0l,-7.29477,-7.5,-95.026,-7.065238334,-7.819578976,-10.43071047
2f6t,-8.25409,-10.17,-120.538,-7.928433686,-9.684672901,-6.382765878
1x8j,-9.72483,-9.42,-112.352,-10.2581306,-10.14058475,-9.615595348
1x8d,-5.2514,-8.85,-68.128,-6.390082794,-7.557084275,-3.053227833
1oyq,-7.35287,-10.16,-146.815,-10.02653442,-8.952450842,-9.615595348
1xq0,-5.4074,-5.5,-72.612,-9.437833535,-8.814295736,-8.759033694
1x8t,-8.63316,-12.64,-116.192,-8.073757237,-9.90572107,-10.77609824
1x8r,-9.2827,-10.29,-124.686,-7.970790812,-10.74846721,-8.455092462
1o3i,-7.9571,-7.67,-98.161,-8.053910758,-8.524170014,-10.08532271
1bap,-5.94432,-7.73,-49.465,-6.148750039,-7.460375701,-9.463624732
1hwr,-8.8644,-7.89,-162.244,-9.752120433,-10.88662232,-11.50832029
1sbg,-10.18991,-13.24,-202.527,-10.73922541,-12.65500767,-10.69320517
1nwl,-5.52692,-4.88,-84.972,-8.870872785,-7.557084275,-3.301907023
1o2z,-6.99996,-8.82,-123.346,-9.94594309,-8.67614063,-8.441276951
1x38,-8.30873,-9.09,-112.875,-8.994328624,-8.869557778,-12.11620276
1x39,-7.87382,-9.34,-122.381,-9.289912108,-8.731402673,-12.73790073
1i00,-6.12504,-7.4,-91.91,-9.278172026,-8.275490824,-8.759033694
2hxm,-7.40749,-13.49,-125.901,-8.885915867,-8.082073676,-7.211696511
1v2u,-5.55559,-8.41,-67.126,-6.328117705,-7.045910385,-4.655827058
2bpv,-10.5657,-14.96,-234.174,-11.11345164,-11.56358234,-10.5964966
1jn2,-3.82078,-5.44,-56.838,-6.068410311,-8.012996124,-5.650543818
1tkb,-9.69271,-11.33,-132.872,-8.577332691,-9.864274538,-11.05240845
2izl,-7.85524,-11.61,-112.526,-8.470967174,-8.537985525,-8.289306335
1jn4,-8.37418,-11.99,-180.218,-8.079500829,-8.855742268,-6.838677726
2ez7,-3.4089,-4.52,-31.87,-6.989893818,-6.065009135,-6.023562603
1qka,-9.09347,-11.63,-202.174,-8.331165864,-10.45834149,-8.17878225
1b51,-7.39622,-11.34,-169.693,-8.822438262,-9.284023095,-10.18203128
1ssq,-3.77518,-5.85,-40.042,-8.074569317,-6.230795262,-8.289306335
1awi,-12.14964,-14.03,-223.718,-9.43242109,-13.38722973,-5.595281776
1b05,-7.77113,-10,-179.149,-9.239504915,-9.781381475,-9.836643517
1b32,-8.14331,-11.29,-188.81,-9.656111451,-9.974798623,-9.809012496
2a4m,-5.46716,-5.84,-54.894,-7.779187225,-7.584715296,-6.244610772
1b74,-4.18437,-5.28,-54.593,-6.758396175,-6.548552004,-1.796016373
1fo0,-12.37377,-19.34,-313.693,-8.860971047,-15.8325751,-7.722870402
2i3h,-8.28223,-11.51,-176.404,-9.398402531,-10.69320517,-10.22347781
1qaw,-8.2099,-9.24,-97.131,-7.515964628,-9.17349901,-7.073541406
1b5j,-9.1477,-11.81,-182.424,-8.59775359,-10.05769169,-10.26492434
1wdn,-6.23718,-9.44,-87.862,-8.455981335,-7.639977339,-8.703771652
2olb,-7.97653,-11.3,-198.902,-8.336924225,-9.822828007,-7.653792849
1laf,-6.61072,-8.1,-97.062,-8.123038717,-8.16496674,-10.84517579
1lag,-5.05793,-8.62,-81.246,-8.739265103,-7.653792849,-8.703771652
2bsu,-9.23912,-15.26,-252.981,-9.107014338,-13.51156933,-7.819578976
1b40,-9.40293,-12.17,-202.997,-9.547711348,-10.5964966,-10.05769169
1b3f,-8.28762,-11.7,-188.664,-8.552195006,-9.726119433,-9.518886774
1b3g,-8.05621,-9.84,-187.015,-9.185125801,-10.14058475,-9.256392074
1b46,-8.13891,-10.62,-185.333,-9.100152364,-9.767565964,-7.294589575
1b3l,-7.01069,-10.55,-153.009,-8.689268332,-8.786664715,-8.137335719
1b3h,-9.41984,-11.59,-208.534,-9.462837206,-10.70702068,-8.579432057
1b58,-9.83048,-12.6,-207.91,-9.37403323,-11.17674804,-9.104421458
1jev,-9.52947,-11.96,-221.987,-8.858620578,-10.94188436,-9.518886774
1jet,-8.02818,-10.92,-167.589,-8.50982633,-9.422178201,-10.01624515
1jeu,-8.39399,-10.61,-186.282,-8.2785856,-9.974798623,-9.422178201
1b5i,-8.3973,-10.16,-178.49,-8.577190588,-9.643226369,-9.739934943
1f2o,-2.59903,-3.83,-48.971,-7.241170657,-7.377482638,-2.638762517
1jq8,-7.0982,-6.95,-140.04,-9.670989422,-9.947167602,-8.289306335
1utc,-8.92232,-14.99,-194.143,-10.83631919,-13.09710401,-6.286057304
