PDB,MMGBSA_dG_Bind_Coulomb,MMGBSA_dG_Bind_Covalent,MMGBSA_dG_Bind_Hbond,MMGBSA_dG_Bind_Lipo,MMGBSA_dG_Bind_Packing,MMGBSA_dG_Bind_Solv_GB,MMGBSA_dG_Bind_vdW,Lig_Strain_Energy,Experimental
2bt9,-24.47082264,-1.601239331,-3.425242187,-20.96284909,0,10.71286813,-22.37661512,4.601141735,-8.551801035
1ct8,-96.86309905,1.595081214,-6.584818235,-34.00681093,-3.34250555,74.81589413,-54.53517454,15.08124658,-9.007712884
1hih,-65.39566367,4.286392414,-3.040910039,-67.31880717,-0.115815183,56.56422601,-84.41319221,15.22056913,-11.121486
2arm,-35.60317557,1.698022664,-1.571488694,-16.66715221,0,36.4390503,-26.74732963,3.112680864,-11.23201008
2bvd,-49.62840564,4.086918465,-7.952850594,-24.87948206,0,51.8801733,-31.89148582,12.6998092,-8.289306335
1a99,-159.1500023,1.450953056,-2.797914335,-21.28640903,0,133.5280848,-16.17896658,1.692604581,-7.874841018
1sgu,-43.40379207,1.572122514,-4.617514988,-71.91479612,-0.764952767,58.79131945,-87.78457613,14.86992429,-7.41892917
2j34,-47.36953374,4.882988545,-0.929934295,-53.85977818,-1.00E-11,75.86703475,-65.10212362,6.800183752,-10.80372926
1msn,-32.69891155,-0.556643665,-3.083230269,-71.9477666,-0.122662379,47.38666272,-90.47167866,8.481012003,-12.5582991
2aac,-42.22562314,-0.942559197,-3.872912722,-22.73710796,0,20.70799567,-23.21823539,3.57042244,-3.067043344
1h1h,-287.1405987,2.285596899,-18.98878606,-1.236659935,-0.418481955,285.9395508,-12.60102996,4.091077693,-7.211696511
1e4h,-0.532352607,0.724773422,-0.000273146,-46.580354,0,6.354773739,-34.79917861,0.705626352,-11.61884438
1efy,-36.36738788,1.290153846,-1.689065134,-19.51800636,-5.702584472,23.67845712,-41.8440034,1.090222993,-11.35634968
1g46,-9.32707739,1.86693546,-2.209336937,-17.96872082,-2.53E-05,-0.681209225,-21.77235782,5.702232898,-12.15764929
1gcz,-20.62853678,1.497578066,-0.967230025,-32.05015199,-0.521632724,14.02999801,-39.38614406,1.509171183,-7.087356916
1xhy,-125.1002647,4.347946486,-14.20960425,-25.5198752,0,127.1726164,-31.36921127,5.634614337,-8.537985525
1c84,-94.02697581,4.46069084,-11.46984732,-14.78089895,-0.482708153,98.15746973,-34.05442698,3.36855417,-6.907755279
1c86,-122.9026033,4.22651856,-11.84649239,-20.20255705,-0.588636219,117.7372776,-35.49270236,3.730482402,-6.493289962
1d6v,15.46724245,4.950126422,-2.036027866,-45.2349261,-3.321258278,5.106286254,-52.72068775,4.323572669,-8.524170014
5er2,-66.5316516,8.35980967,-5.853491306,-81.00183251,-0.000166987,109.5605369,-99.17337792,29.7413608,-9.076790437
1c83,-147.6186626,2.895866349,-11.01860491,-11.88067451,-1.456379306,137.1793734,-33.27501984,1.873697128,-6.700522621
2ans,-62.19382415,2.557420229,-4.56345217,-29.28243388,-1.658080332,59.89611291,-41.17465821,1.460275552,-8.17878225
1pfu,-18.12049454,2.954243636,-3.819855661,-26.70793397,0,16.82368101,-23.30417718,2.172925395,-3.757818872
1eix,-79.95075171,6.541137145,-18.57537445,-18.16734136,0,65.74383523,-26.54030625,13.49260207,-15.27995468
1tvo,46.75365998,2.916250469,-2.284545795,-23.56749857,-1.341831715,-70.57884134,-45.37302447,6.115413688,-9.463624732
1o0n,-115.399674,5.304331953,-14.33560094,-6.19943499,-0.002712729,81.77267786,-21.1162606,8.263673389,-5.650543818
1o0o,-209.1337679,6.77045372,-23.31716566,-3.830101222,-4.735608783,168.8205872,-1.208940563,13.43036361,-7.045910385
1z3t,-76.03827586,3.918299969,-5.857094099,-22.99846238,0,81.05313953,-34.15400221,9.557864256,-5.44331116
1z3v,-72.02709782,1.344445398,-7.118937683,-21.43689054,0,65.07687942,-32.87011874,4.690945614,-5.678174839
1o0f,-232.0314702,8.416121923,-24.10024172,-7.060221204,-4.647928398,191.2741118,1.716609729,16.62804729,-7.322220596
1ezq,-259.7478919,3.272934933,-8.239786989,-46.63054919,-3.730863926,312.6488803,-56.82069414,9.824614575,-12.50303706
1kmy,-28.62404444,3.192465172,-1.870942362,-20.4728785,-3.304281681,11.06046267,-28.35064146,2.123698329,-7.045910385
2a31,-293.0572608,1.935516195,-5.379994621,-15.79236932,0,264.7019962,-16.78156362,1.227621991,-1.395366566
1h6h,-162.0781131,4.44531852,-20.48884113,-16.29339562,0,144.8644547,-18.1040468,9.720655106,-7.322220596
1hi3,-244.329886,3.432875812,-19.31457621,-2.337769505,-4.451328635,217.6591444,-20.51978606,5.204413119,-5.788698924
2fxv,-99.17340581,5.392252422,-10.48360915,-14.43134888,-4.77194138,86.52227434,-38.89334316,7.123377866,-7.391298149
1rd4,-1.768108388,0.875164817,-0.002816369,-54.03369506,-0.7441015,14.24744906,-66.27901074,4.374789955,-10.69320517
1lee,-40.32344788,2.179765156,-2.152745374,-59.67150504,-0.725922535,57.64067689,-72.12110201,4.966137051,-10.69320517
1j4r,-13.46772647,1.419573429,-0.482621933,-48.84744139,-2.778130662,11.11044383,-57.43647105,4.054320383,-10.66557415
1sw2,16.84845872,-0.049891868,-2.316769889,-19.77202837,0,-17.13540226,-26.22029972,0.531430592,-9.974798623
1afl,-143.5943639,10.92820408,-20.18685974,-7.752132022,-1.538307911,123.3948594,-20.98881566,9.414898322,-8.67614063
7abp,-38.57842896,2.202306565,-4.528114865,-18.19619704,0,15.42102507,-23.29774309,10.92355852,-8.92481982
1afk,-224.9591551,8.146091035,-22.79577695,-8.62033962,-3.587076933,190.653987,-25.21465211,8.655841014,-9.145867989
1nc3,-27.39308686,3.154129399,-7.274836396,-33.35195057,-1.292008715,22.19796802,-49.89597712,7.640280811,-6.907755279
1bzy,-104.0476209,16.98148857,-13.04507379,-26.20947115,-4.058190111,101.0860339,-29.28554247,15.68682037,-11.52213581
2fx6,-30.75324922,1.540810083,-1.772672893,-12.77206204,-0.001369896,65.2547651,-29.33036864,1.763488938,-5.111738906
1dud,-38.91335383,6.518929323,-11.98564231,-14.21807504,-0.000175717,27.15018274,-38.78275196,4.228080914,-6.659076089
1c1r,-216.3982991,8.586959066,-2.843092201,-20.49947896,-0.352106737,307.8424268,-32.30878655,11.65477789,-10.54123456
1bq4,-584.6954478,2.709374886,-28.61695845,-3.96567032,-0.138416716,566.696849,-19.5246091,4.539676532,-7.211696511
1bzh,-153.3558189,16.12525357,-13.05776624,-25.80645141,-0.699736223,163.5711918,-49.15810921,28.89336439,-9.353100648
1r1j,251.8264012,9.32624003,-7.040515329,-29.863267,-0.75889765,-172.1728235,-40.52871911,12.81596813,-11.93660112
1r1h,74.46246728,5.759977795,-9.308995169,-44.85212815,-2.281303215,-35.27336023,-42.17966756,15.60880443,-12.32343542
1bzc,-168.7408196,3.273409796,-12.87996754,-28.5272798,-1.175281038,166.9814651,-38.35865058,5.118854586,-6.797231195
1af6,-68.88624648,3.172091178,-9.659078318,-20.58276118,0,32.80084743,-22.12286175,8.837148832,-2.514422922
3aid,-3.73252795,3.272136615,-1.881413742,-58.47479325,-0.208573865,-9.561666706,-70.47879952,10.75645506,-9.477440243
1dl7,-33.42677251,6.98552963,-2.070735583,-26.00545488,-1.220399467,30.09418486,-37.90945254,10.89666579,-8.966266352
1drk,-43.70947252,1.307292592,-7.184895627,-16.07919961,0,13.61421377,-12.88709493,8.314438026,-9.422178201
1drj,-45.73527766,1.214638708,-7.076307726,-16.37761467,0,15.26756074,-13.20907996,7.94020095,-10.22347781
2bmz,-79.73286327,2.10557766,-4.530554111,-12.20391766,0,33.1875789,-17.48321673,2.309307226,-5.111738906
1bcd,-9.120547538,3.439990421,-3.178206179,-4.95056251,0,1.53778596,-15.51694786,1.251052996,-12.01949419
1jak,-50.03066117,2.746927977,-4.395574393,-21.78576039,0,39.79378192,-27.05426622,5.105154934,-7.695239381
1jao,70.63436083,6.530184915,-2.695931677,-25.84796811,-0.48284426,-27.3485832,-34.74636309,16.83378995,-8.17878225
1rdi,-48.21075481,-0.20481551,-2.759458895,-3.76069598,0,38.77937643,-12.46997325,2.439580522,-2.845995175
1u1w,-27.94040193,2.4155334,-9.05534808,-14.25396134,-5.90E-05,18.41216684,-24.35128216,2.532839765,-8.082073676
1rdj,-44.91628194,0.450643239,-2.82872138,-2.790713088,0,35.05709378,-2.981908913,3.573642322,-2.293374753
1rdl,-75.87612487,6.98302939,-2.880934932,-2.956842032,0,44.38795956,-2.90120747,3.57123136,-3.094674365
1rdn,-25.69686876,-1.310161338,-2.366374117,-5.592975176,0,49.22260105,-16.74092525,10.74579938,-2.542053943
2c80,-114.8895025,0.939302057,-12.37028015,-35.1419136,0,58.90070382,-29.95971794,7.442633304,-7.363667127
3gst,-116.4984635,1.404546861,-10.57183944,-44.57512987,-0.000271108,63.98758048,-49.89015109,8.710992295,-9.284023095
1wht,251.6930886,2.803982741,-8.134243476,-21.9333232,-4.153283084,-197.206355,-24.16540897,3.101741804,-5.111738906
1fwv,-36.16245133,-0.802933757,-4.866025254,-14.52528319,0,18.27077208,-22.1744459,8.797567644,-5.139369928
1duv,-24.8746047,4.473857586,-15.00597561,-14.65564561,0,-5.571121745,-33.1700047,7.217454685,-16.30230246
2aj8,-38.26447225,3.43829933,-1.236625743,-26.67377685,-4.896861594,31.3057415,-44.97020794,2.924694493,-8.565616546
1w8l,-7.528273599,0.845144399,-0.299833301,-24.26267824,0,9.751483875,-24.56452376,0.944688831,-0.676960017
1w8m,-16.8764352,1.003698348,-0.853917103,-15.57823371,0,9.988665652,-27.28525092,0.662008788,-2.210481689
1rql,85.3545732,0.580760369,-4.349612156,-9.83230968,0,-42.45347123,-17.24163667,1.437585936,-3.799265403
1xgi,-25.35952056,3.785294534,-3.451582353,-15.47849352,-0.622031239,16.3270147,-35.67670693,4.929319731,-6.700522621
1d2e,-14.64707237,4.921820767,-19.91325389,-7.841012735,-0.002301495,-22.25466157,-32.50656447,10.10187426,-8.289306335
1w5v,-46.92399125,-0.366789619,-4.2933845,-74.25539734,-1.068022956,57.52318207,-101.2056858,14.73008229,-11.2596411
1kjr,-60.05746677,-0.246364205,-7.040192631,-21.24261103,-1.971067538,22.29243189,-37.472269,9.520656964,-8.372199398
1ejn,-228.6070326,4.067179353,-8.80041927,-41.44513237,-0.153862772,246.7906368,-49.62532428,5.029836068,-7.764316934
1mmr,-36.6136019,4.713832654,-3.00431233,-39.52710403,-0.781895362,54.0911116,-48.29230404,10.42549741,-7.460375701
1oif,-24.86219244,0.868561477,-3.987928851,-18.67304917,0,41.14335593,-24.22015038,3.45312769,-10.66557415
1rzx,-130.4396913,6.043193012,-9.87177663,-51.20494771,0,76.10155297,-50.84429607,11.9922036,-5.664359329
1ps3,-85.83516002,6.275690249,-5.112618957,-15.1334643,0,94.29440531,-26.94777109,-0.58474485,-3.149936407
1ur9,-88.29426735,4.570281451,-5.088400445,-44.30593387,-1.370468836,66.72219265,-69.7960171,13.0728414,-7.971549592
6abp,-43.93631059,0.39519477,-5.477338814,-14.37358394,0,19.69313982,-18.7911652,11.79277016,-8.786664715
1lzq,-54.02373778,3.549843917,-5.865828643,-67.86332685,-0.604533478,68.32186773,-90.61080125,16.50986902,-11.59121336
2b07,-95.80585983,-0.197899567,-12.14322999,-43.09047664,-1.155722558,83.50178105,-47.25754674,4.541035801,-8.883373289
1pzp,-22.29500169,2.59540639,-1.551601665,-32.30112859,0,16.69051113,-38.29104304,2.082925966,-4.572933995
1fiv,-87.47084365,6.042335902,-7.84738453,-81.10968073,-6.352245115,87.82785715,-106.6836363,35.22941865,-9.104421458
1ohr,-42.33696421,2.367828012,-2.986798692,-70.43288257,-0.112588159,54.14589101,-82.4616449,13.57534546,-12.01949419
1pzo,-8.401341589,0.844957017,-0.955618941,-35.40546627,-0.493709389,15.19069877,-37.26055429,3.316877458,-4.586749505
1pzi,-44.37301637,4.819672894,-3.837873224,-17.86589124,-9.59E-06,24.74751933,-33.42960435,10.18372227,-5.830145456
1qbq,-179.5448975,3.788446529,-10.83829368,-39.14984608,0,165.2282127,-27.8964239,5.279067768,-11.46687376
1bhf,-335.5453527,6.828088849,-22.46509664,-31.00603728,-0.446139996,270.459006,-32.83655894,15.8424359,-6.051193624
1aaq,-58.86855034,4.791493096,-4.793064176,-60.34261048,-0.47640115,43.43964737,-77.35301697,10.25588163,-11.60502887
1g2l,-196.7592907,4.359441313,-8.630918614,-44.49466969,-3.231114734,204.4181816,-59.14188926,7.724087547,-10.00242964
1urg,-71.21663028,0.288581898,-4.753848685,-30.85316368,0,26.32180377,-30.68037176,7.502215766,-8.040627145
1g2k,3.978753191,5.959159837,-3.207492625,-62.29318734,-0.769308262,10.07868644,-92.71224702,11.6573855,-10.9971464
1syi,-60.54927382,15.26325809,-5.163295914,-27.7636406,-0.026774379,25.13974314,-36.9711563,16.74738831,-7.515637744
1kav,-179.080942,1.059846422,-10.41631888,-34.70757025,-0.629184749,180.8364588,-31.55635272,1.547485805,-8.040627145
2hs2,-14.33423745,4.434975077,-3.418444249,-54.98540234,-0.002092607,18.18271534,-79.16180426,5.585995699,-11.48068927
2hs1,-21.41328656,2.830657888,-4.514388883,-54.06211247,-0.520751584,22.74164737,-75.37118542,4.234846474,-11.71555295
1v0k,-70.76934033,4.745990321,-3.979474558,-9.199347792,0,29.09953102,-14.81923297,9.475704668,-7.045910385
1o0m,-138.3724902,2.326345201,-15.32549239,-8.96408158,-0.055798148,98.93307898,-23.29937002,5.397516676,-7.114987937
1hlk,102.8846632,6.134439109,-4.308994168,-21.71725746,-1.422260683,-52.94415238,-37.93141635,12.54301688,-6.907755279
2sim,-149.9871596,-2.340557448,-18.02739455,-16.66174617,0,97.01639844,-26.99175471,6.08591754,-4.724904611
1yei,-96.28472729,4.605542509,-6.271823203,-24.55042815,-4.972064636,91.66350381,-45.71214195,7.971968322,-10.30637088
1f4x,-48.87458483,5.843393969,-2.683306322,-27.48077805,0,22.51381659,-28.10634044,9.856500393,-7.722870402
2c1p,-23.69340349,0.524473892,-0.752248761,-30.10951446,-1.525134172,21.00567066,-46.67670576,1.605276334,-7.460375701
2f1g,-18.76583696,1.520088761,-1.195354073,-35.66786074,-1.324422926,38.4913735,-55.94224686,16.66963582,-10.41689496
2i0a,-14.67197295,4.763765018,-3.127984926,-53.69726323,-0.451454674,20.57408174,-86.39367945,4.710812943,-15.74968204
1ua4,-35.37632508,1.175480635,-11.14091705,-17.77765895,-1.419773469,44.53006651,-35.149505,8.211022647,-5.830145456
1dhj,-63.86568719,-2.584170908,-13.74403163,-26.06153444,-0.851211189,48.83081574,-50.5629599,4.689413356,-9.049159416
2f81,-16.88144325,5.040435493,-3.255553702,-55.9935724,0,16.39500392,-81.0797001,8.819828203,-14.53391711
2il2,-46.79035074,1.443045511,-7.183057355,-60.28946515,-1.020989796,39.02438248,-85.55794858,17.19237967,-9.809012496
1gi9,-240.8862274,4.35203266,-3.580934903,-15.33933336,-0.319073498,255.3287945,-30.33314501,11.56852159,-7.211696511
1rgk,-56.55557169,4.057769467,-15.39626517,-4.385378973,-5.585946004,37.84037615,-23.54127599,10.83884728,-5.954485051
1rgl,-81.15258682,4.944516075,-14.21458499,-3.660078447,-4.982435065,47.39620786,-15.16340276,5.738910521,-6.120271177
1hpo,-13.69811314,4.728743214,-2.886199414,-49.86877898,-2.771913747,13.40114578,-66.0631704,7.646383011,-12.73790073
1gi1,-243.5835639,1.456174106,-3.677433856,-14.69180589,-5.292801698,242.1675831,-30.5541663,2.526767572,-7.557084275
1y2g,-13.69876538,1.253560725,-0.468195009,-21.83072189,-4.843967868,12.63658148,-32.14372381,1.908219631,-5.636728308
1gi7,-222.1833009,7.652876185,-3.492933648,-14.59837145,-0.405651042,210.4515306,-24.34458435,11.74757066,-6.230795262
1gi6,-227.9961878,2.132121334,-3.098149375,-16.67797343,-0.305840814,251.5509994,-32.49695198,4.058595079,-8.593247567
7upj,-7.198661426,4.095959363,-2.432501371,-58.86404723,-2.517885494,14.55691077,-66.80576842,6.885368312,-11.72936846
1gi4,-227.8237591,4.522311018,-2.942151159,-15.96515681,-0.219103366,291.9049016,-26.46588864,7.340525809,-9.933352091
1lkk,-388.2313796,2.004305301,-26.76580714,-31.10764379,-0.24385122,330.272104,-35.52627396,14.48055196,-9.463624732
1hpv,-11.18466644,2.674557488,-3.386301989,-62.32278333,-0.413769006,15.5785359,-73.39188926,9.113053545,-12.73790073
1w3j,-30.18939243,2.154670746,-4.008305446,-16.11153986,0,35.98034148,-24.49567378,3.406223954,-8.731402673
1hps,-46.13378811,5.811768201,-2.707587862,-72.7387653,-1.987931374,50.10382645,-83.07399587,10.06916718,-12.73790073
1qxk,-110.6851423,5.066747353,-12.05729407,-30.74605868,-1.018898221,89.59816337,-50.90246707,13.4917478,-6.976832832
1lah,-74.78644259,2.384875864,-5.418140948,-17.19526698,0,44.53180464,-22.03030305,2.230704916,-10.38926394
1ksn,-208.3691641,3.486314338,-8.101259037,-40.46789916,-2.09587391,237.8066955,-55.16378712,9.724799637,-12.98657992
1abf,-52.02787718,1.474952924,-5.033021105,-18.22023523,0,21.63909994,-19.41903178,2.530377892,-7.488006722
1dqx,-117.9792729,3.620719671,-12.5380464,-14.79723774,-0.045658304,102.6386581,-26.11749635,4.496579585,-15.26613917
1amw,-40.73502665,4.816864866,-14.93554241,-10.90807834,-0.796636862,20.36593296,-26.36273341,6.979214528,-6.272241793
1li3,-10.72061359,1.091218517,-0.458615614,-29.9826689,-1.35E-07,4.868770717,-20.84070355,1.214526315,-5.871591987
1k1n,-195.0514963,5.266105243,-10.60726486,-32.6167812,-0.006216459,196.8632503,-50.27866671,8.894237693,-9.422178201
1c5c,-91.19134918,1.072922058,-10.57870955,-20.59003919,-1.446817309,75.86139812,-31.15909341,2.059450714,-9.615595348
1v2q,-307.813496,4.737315248,-8.343806263,-21.87404723,-0.375461269,311.9622905,-38.37623248,18.81622456,-5.70580586
1izi,-56.97636432,2.129419913,-7.347784322,-66.55028433,-0.791523074,54.96140189,-90.0768077,12.28391395,-9.104421458
1c5z,-214.4453279,2.680583328,-7.481896814,-11.83300546,-5.29E-07,216.8032958,-21.63639574,3.691525037,-5.540019734
1c5y,-207.1952356,2.192547546,-2.674893084,-18.86003201,-0.101882597,199.2133874,-21.47489125,2.195935535,-5.802514434
1c5x,-203.2012013,3.790560458,-2.441756876,-25.29509479,-1.25E-06,199.7105289,-30.44508625,4.756589021,-9.228761053
1dqn,-88.7600371,9.947425605,-15.01899554,-17.4019687,-1.232898744,86.69462302,-19.27246655,15.65254817,-11.05240845
2hb3,-26.79136419,4.257656365,-3.127903763,-70.98847084,-0.372496493,17.8302887,-84.4414662,5.657181027,-15.68060448
1c5s,-203.1951306,1.904756375,-2.407869036,-20.61512202,-0.049973235,220.5494725,-24.90750075,2.679813862,-8.289306335
1v2w,-306.6747924,3.418678576,-7.873267743,-24.95056931,-0.239402117,313.4947198,-37.83226259,13.06629048,-5.540019734
1c5q,-214.1069775,2.956693707,-2.504270907,-24.05908156,-2.95E-09,222.3238765,-28.3526378,3.819002759,-8.786664715
1c5p,-226.5345621,1.028753346,-7.5434768,-12.11242209,-9.31E-07,236.2570431,-24.21548586,1.807260315,-6.465658941
1c5t,-216.9567566,1.46694848,-2.725629523,-19.10914968,-0.250961902,205.1701754,-25.07036327,1.581959691,-5.664359329
1oba,-19.97583006,1.461836936,-0.010826522,-19.21072375,0,23.79581302,-15.75879956,2.127598201,-3.370984576
1bgq,-33.38209506,-0.410652364,-2.008860171,-38.52541231,-0.199050093,21.26930267,-41.09949254,2.72893425,-11.83989255
1v2t,-307.1342253,3.809884924,-7.857837829,-22.50969744,-8.91E-05,314.2367471,-35.35824072,12.91588042,-6.507105473
1tnh,-81.67273046,0.864202675,-1.370071819,-15.01133066,0,110.6225614,-17.33714227,1.350141932,-4.655827058
1ecv,-140.9326955,5.1031088,-11.16376423,-15.86919872,-0.824074486,133.0822319,-35.59478789,3.770403679,-6.700522621
2cji,-46.97010908,4.165580342,-0.35822892,-53.38469054,-7.00E-11,89.42269681,-66.96364989,4.26625878,-11.35634968
1hyo,-25.22659723,-0.151275343,-9.302352213,-11.03454955,0,66.62407973,-18.56461918,3.434146171,-5.622912797
1ecq,100.9757905,8.159629377,-13.93451646,-10.52342265,0,-43.10506959,-18.6678766,15.51250615,-4.144653167
1tnj,-97.41265298,0.594111,-1.620505259,-18.7464505,0,126.8377616,-21.8632366,0.940119966,-2.707840069
1sdt,-51.51383164,2.91060464,-4.704232898,-80.94136797,-0.562751854,58.50800776,-98.5923482,13.3352607,-12.80697829
1sdu,-51.37512529,3.278575943,-4.593043759,-79.18077029,-0.894308661,59.1628759,-95.5356485,14.01953851,-13.91221913
1sdv,-51.13547475,2.790652384,-4.515189956,-77.08176389,-0.537990792,59.49507632,-96.58346728,12.69200937,-12.07475623
9abp,-70.22148129,1.234035064,-6.504429539,-18.85729512,0,27.10734135,-17.89348435,6.329713206,-11.05240845
1q95,-476.2884146,4.789995069,-30.95047484,-11.19872506,0,436.2041077,-17.38120772,8.369880749,-10.45834149
1hbv,-38.74275954,3.188926932,-3.69094945,-60.61213516,-0.487187458,22.324523,-67.70774179,26.50588957,-8.800480225
1ent,47.50684499,3.183285984,-3.223405034,-58.72407413,-2.91E-06,-5.285880256,-81.4873123,14.4913937,-9.615595348
1pyn,-219.498875,1.076157011,-16.22853193,-30.09241996,-0.478485092,188.6985791,-49.3661261,8.164420389,-7.584715296
1xka,-210.1511165,3.580657413,-10.62542382,-33.90967411,-1.709068915,225.9861524,-44.0074204,7.461986864,-9.505071264
2gvv,-25.55227821,0.384475677,-4.997013569,-30.12803789,0,37.80916311,-30.50888785,8.274006826,-5.388049118
1zhy,-17.89791419,2.773497981,-0.52402701,-87.90617533,0,34.66531101,-64.55059386,2.583467924,-9.007712884
1g7g,-201.5818626,8.864744567,-18.04090937,-38.38476744,-0.728265265,187.1970025,-53.82010946,16.46098897,-9.118236968
1h9z,-21.51926768,0.219876312,-0.753518853,-35.24351346,-0.81046332,36.21879578,-49.82571311,0.815458023,-7.488006722
1nl9,-190.4694934,2.169209927,-14.37389919,-30.22508764,-0.726760009,176.0401194,-51.51002525,11.90452744,-8.234044293
1xpz,-21.15045111,2.732788532,-2.46248288,-12.99295493,-0.746421298,2.171739967,-31.46043675,4.493069316,-9.781381475
1zp8,-6.374370055,9.047711245,-3.610749198,-53.47379907,-0.000119988,20.26826671,-83.21520297,13.37759269,-12.11620276
1g7v,-253.3847944,8.188908152,-18.37459098,-19.8295696,0,252.2916608,-35.06122847,11.13367874,-8.841926757
1w3l,-117.5438218,4.061610679,-9.888826072,-23.80352506,0,52.37808864,-31.64919144,19.28556614,-8.67614063
1mai,-401.3983295,4.823265697,-34.93636926,-5.274313223,0,369.2187074,-7.07536499,0.813667351,-9.228761053
1uv6,-174.4472527,5.263403232,-1.064121528,-30.58329443,0,174.0997786,-30.42725697,3.003350437,-7.073541406
1apv,-57.13931629,5.751403813,-4.629129721,-48.84604719,0,57.71296826,-70.01407756,7.552728709,-12.4339595
1xk9,-20.58771592,2.637938527,-0.653805802,-26.82827614,-5.884078273,15.85091703,-39.8284974,4.6035617,-9.463624732
1s63,-31.57671441,6.291636175,-1.088896026,-20.5573898,-2.039780694,60.24885064,-32.70344628,6.336758271,-12.50303706
2pcp,-2.113739488,0.716285254,-6.92E-05,-40.03601995,-1.631364252,32.31477693,-42.70849353,1.482715308,-12.01949419
2avv,-62.98590496,7.599275003,-3.458718156,-78.92604156,-0.241767344,53.47481248,-91.62235187,17.42559513,-12.79316278
2avq,-120.7594147,3.675282534,-12.97480308,-73.75558429,0,14.92244819,-88.30155514,23.12075211,-6.065009135
1y3n,-100.6366737,2.189822549,-13.14049829,-18.74125076,0,74.37094084,-33.73523648,5.960600265,-7.66760836
2avs,-57.98510477,6.153323479,-3.503106633,-80.27522724,-0.442251729,56.96609242,-97.35686059,11.54999877,-10.45834149
1kel,-133.6082464,1.251865679,-13.87414179,-24.80062841,-5.372216135,126.6686977,-40.38648269,5.104568731,-10.05769169
4tmk,-120.4663011,7.96060408,-34.08706596,-38.31661347,-7.433946692,116.3497148,-68.84096549,25.1069136,-10.63794313
1v2k,-71.92343507,-3.64161894,-0.183282056,-42.0794438,-3.064755148,126.2851095,-56.9864104,14.17703443,-8.551801035
2avo,-53.84861737,4.07384988,-2.73839459,-78.13679307,-0.584231174,53.30697916,-94.07140034,9.513342315,-12.22672684
1y3p,-123.027353,5.038360235,-18.71360994,-30.15450758,0,109.4754841,-58.10049205,12.97423614,-6.659076089
1nz7,-268.9373239,1.179021562,-21.33238966,-40.9482645,-0.323269028,238.9599837,-63.60335437,10.78605194,-9.836643517
1o2o,-202.8813306,7.761995552,-3.954782292,-26.18663776,-0.217099867,234.2840829,-36.03282841,16.90812676,-8.786664715
1qpb,-14.14837126,1.388679405,-3.019589361,-2.48060157,0,14.32278803,-13.21411544,1.307618294,-1.878909436
1xk5,-138.2295135,6.479810126,-14.031215,-16.52519714,-7.650702957,73.61843217,-41.15064576,13.55365278,-8.289306335
2gv7,-446.4125817,6.596848799,-11.16070378,-38.95901809,-2.86E-07,432.4451329,-63.57261164,11.99838679,-10.84517579
1g85,-1.781609011,0.854504102,0,-35.73416657,0,7.227933579,-29.33600787,0.839202706,-7.570899786
1iiq,-65.04562737,-12.98135826,-8.428454564,-63.62839228,-0.241396064,63.94860814,-94.52969963,16.253666,-10.3340019
2avm,-98.69053429,2.675067623,-12.79832728,-80.17698387,0,20.04949503,-98.64429709,20.01182671,-7.874841018
1hpx,-40.29588092,-2.70698025,-2.359121842,-72.79113851,-0.221013562,39.97167078,-82.65179431,12.65583275,-15.55626489
2c4v,-227.2502177,0.141154031,-19.82612634,-10.80386607,0,197.6965826,-19.3446727,2.654341288,-3.592032745
2aoe,-115.1941149,8.829221806,-11.07585627,-66.85144001,0,44.48758299,-84.52943111,17.69985918,-10.52741905
1fl3,-67.87707917,5.730782049,-2.83290948,-51.90807957,-4.944175822,67.39579828,-53.83832567,4.059746422,-9.394547179
1v2n,-363.8234058,3.978938209,-8.626855286,-30.91734534,-4.721476888,366.3910254,-41.96478154,5.471270782,-8.151151229
5tmp,-28.76318993,9.790132161,-23.52268549,-34.63555794,-6.668334855,30.98189428,-73.85752836,26.89305496,-10.32018639
1i7z,-17.50782833,1.275975379,-0.575538367,-47.10183413,-0.093586865,33.54050972,-52.90487385,1.815260483,-8.841926757
1apb,-34.42588264,-0.352724112,-4.710577365,-18.63489079,0,17.22464726,-23.24674711,11.98243758,-8.040627145
1f0s,-57.4352505,6.013737757,-0.491252139,-38.43796596,-5.564108411,86.4640418,-49.66860747,7.65779441,-10.69320517
1v2l,-246.4307577,1.398843223,-7.199572709,-12.22457487,-2.94E-07,246.7567108,-21.29398771,2.520420875,-5.926854029
1nli,-45.93740934,2.003757272,-6.457615441,-5.35419376,-1.548542871,19.39080425,-21.6252917,1.642290619,-4.95976829
1f0t,-310.9929708,4.726956641,-8.569433678,-30.64963324,-0.394237079,297.3765206,-41.36584399,6.217739909,-8.289306335
1aj7,-52.58959428,2.925644012,-8.81780726,-18.84753281,-1.435609794,48.77488246,-35.10052816,4.276547736,-5.346602586
1cnx,-5.243230819,0.682590276,-2.803363662,-21.8213909,-0.57605486,-9.745371955,-29.91501485,4.606025786,-10.18203128
1cny,-10.06540317,2.421866239,-2.382722064,-25.30992664,-3.043390992,-0.403371319,-37.31953195,5.0916007,-10.84517579
1cnw,-18.87391288,0.810873679,-2.634457977,-25.73608607,-0.366308691,2.736146002,-32.11628545,3.701686498,-10.66557415
1ai7,-2.490880735,0.192932036,-0.068175551,-17.67387066,-0.361203175,16.85845799,-20.86218179,0.303182366,-5.650543818
