Complex,VINA,GlideSP,HMS,DSX,RFScore,Experimental
1lpz,-10.2419,-8.44,-10.26492434,-159.235,-9.77078,-10.49978802
1lrh,-7.45858,-6.91,-8.689956141,-75.661,-7.94206,-9.422178201
1lyb,-7.72904,-11.13,-11.68792193,-194.513,-9.38355,-15.77731306
1lyx,-5.00583,-8.08,-6.741969152,-53.12,-5.46833,-6.272241793
1lzq,-9.46235,-13.96,-11.96423214,-215.248,-11.2677,-11.59121336
1m0o,-9.22145,-9.88,-9.684672901,-137.342,-8.17034,-3.191382939
1m1b,-5.04274,-8.2,-7.211696511,-20.013,-7.72899,-6.43802792
1m2p,-9.97501,-10.17,-9.228761053,-74.428,-8.31215,-8.441276951
1m2r,-9.2155,-8.19,-9.1596835,-85.61,-8.55909,-8.92481982
1m2x,-3.43833,-5.94,-6.755784663,-71.225,-6.81918,-5.733436882
1m5w,-6.0955,-7.17,-6.659076089,-51.708,-7.0989,-5.899223008
1m7d,-8.07379,-8.49,-9.076790437,-163.055,-7.84473,-8.607063078
1m7i,-8.47467,-10.07,-10.0715072,-199.919,-7.44837,-7.460375701
1m83,-11.2145,-10.94,-10.61031211,-162.748,-7.42721,-4.69727359
1m9n,-11.5265,-11.72,-9.947167602,-152.961,-7.20697,-9.560333306
1mai,-5.88346,-8.6,-7.985365103,-84.396,-7.58645,-9.228761053
1mes,-11.2632,-12,-13.53920035,-207.775,-12.0089,-10.63794313
1met,-11.3146,-11.96,-13.47012279,-202.152,-12.4367,-12.98657992
1meu,-11.1931,-11.55,-13.6082779,-207.14,-12.4756,-8.42746144
1mfi,-8.26229,-7.99,-8.441276951,-86.678,-6.54182,-7.722870402
1mh5,-8.72433,-12.64,-10.14058475,-150.251,-9.02611,-12.72408522
1mj7,-8.39842,-10.51,-9.822828007,-142.59,-9.78512,-11.53595132
1mjj,-8.53527,-12.85,-9.947167602,-152.102,-9.16746,-12.07475623
1mmp,-7.24415,-6.56,-8.883373289,-147.757,-8.56904,-8.386014909
1mmq,-8.47838,-8.73,-9.353100648,-159.407,-8.53265,-10.38926394
1moq,-7.50127,-8.33,-8.095889187,-94.843,-7.67227,-4.780166653
1mq5,-10.068,-8.26,-10.3340019,-175.156,-9.35044,-12.4339595
1mrn,-9.76917,-12.09,-9.145867989,-169.853,-8.41437,-6.244610772
1mrs,-9.29534,-9.67,-8.524170014,-115.327,-6.91719,-5.470942181
1mrw,-11.5598,-13.3,-12.59974563,-197.335,-11.6217,-13.40104524
1mrx,-11.5461,-13.63,-12.59974563,-200.502,-11.6789,-10.03006067
1msm,-12.5561,-15.28,-13.29052116,-227.529,-12.1661,-14.47865506
1msn,-12.082,-13.89,-12.91750237,-222.889,-12.1284,-12.5582991
1mu6,-8.82846,-9.38,-8.593247567,-142.097,-9.78571,-11.57739785
1mu8,-9.58533,-9.68,-8.841926757,-151.656,-10.3921,-12.4339595
1n1m,-5.65762,-7.56,-7.778132444,-75.948,-7.44053,-7.874841018
1n3i,-9.02538,-12.92,-8.524170014,-119.763,-9.83618,-12.28198889
1n4h,-9.08543,-9.74,-10.03006067,-127.851,-11.081,-9.049159415
1n51,-9.84384,-10.05,-10.37544843,-171.065,-9.65894,-6.700522621
1n8v,-4.81213,-2.36,-7.764316934,-81.215,-6.40778,-8.330752866
1nc3,-9.83301,-10.85,-8.897188799,-124.334,-7.05562,-6.907755279
1ndv,-7.30377,-10.78,-8.980081863,-93.59,-9.64822,-8.17878225
1nf8,-9.381,-12.3,-8.66232512,-104.589,-7.47779,-10.80372926
1nfu,-8.84894,-8.78,-9.615595348,-134.773,-11.1887,-10.69320517
1nfw,-9.44635,-7.27,-9.062974926,-145.97,-10.7147,-12.37869746
1nfx,-9.70221,-9.09,-9.118236968,-158.122,-11.2318,-11.770815
1nh0,-9.99836,-18.26,-12.24054235,-244.634,-10.8397,-13.45630728
1njc,-7.67318,-9.28,-8.261675314,-90.761,-7.4921,-7.66760836
1njd,-8.10864,-9.07,-8.247859803,-86.309,-6.83047,-7.695239381
1nl9,-8.5747,-9.7,-9.974798623,-155.49,-8.51773,-8.234044293
1nli,-5.48405,-9.56,-7.045910385,-56.288,-5.48082,-4.95976829
1nm6,-13.1608,-13.04,-10.5964966,-183.988,-10.9183,-13.88458811
1no6,-9.11342,-9.31,-9.850459028,-107.938,-8.509,-6.092640156
1nq7,-9.66833,-10.51,-11.81226153,-125.707,-11.2137,-9.394547179
1nt1,-14.0391,-10.59,-10.98333089,-190.875,-12.1309,-12.28198889
1nw4,-8.47767,-9.09,-7.957734081,-103.61,-10.4108,-12.53066808
1nwl,-5.43178,-4.46,-7.17024998,-65.791,-8.46379,-3.301907023
1nz7,-8.2809,-13.86,-10.18203128,-180.227,-9.30803,-9.836643517
1o0f,-6.12361,-10.47,-7.43274468,-82.909,-6.74104,-7.322220596
1o0m,-6.26,-10.6,-7.805763465,-100.333,-4.92207,-7.114987937
1o0n,-5.76569,-10.24,-7.391298149,-92.36,-5.31409,-5.650543818
1o0o,-3.92969,-8.37,-6.382765878,-49.094,-5.8669,-7.045910385
1o2g,-9.78676,-11.37,-10.38926394,-136.26,-8.78504,-8.455092461
1o2h,-8.64979,-8.41,-8.786664715,-123.681,-7.24434,-9.90572107
1o2j,-7.24868,-8.68,-8.289306335,-110.043,-8.33004,-9.560333306
1o2k,-7.25033,-8.21,-8.289306335,-114.002,-8.2864,-9.560333306
1o2n,-9.65592,-10.97,-9.684672901,-129.604,-8.86727,-8.41364593
1o2o,-8.21739,-8.95,-8.67614063,-118.771,-8.24172,-8.786664715
1o2q,-8.8553,-8.35,-9.463624732,-136.526,-7.42651,-10.61031211
1o2s,-7.30899,-8.93,-8.206413271,-96.043,-6.84235,-7.557084275
1o2w,-7.05674,-8.21,-8.040627145,-102.817,-7.30417,-8.082073676
1o2x,-7.10795,-8.61,-8.068258166,-100.663,-7.33722,-8.082073676
1o2z,-7.86693,-7.64,-8.537985525,-123.135,-9.28985,-8.441276951
1o30,-8.0452,-7.69,-8.703771652,-119.109,-8.87813,-9.353100648
1o33,-6.94254,-9.86,-7.653792849,-95.221,-6.82871,-7.93010306
1o36,-0.15691,-7.53,-8.897188799,-131.427,-9.77743,-8.234044293
1o38,-7.85912,-10.35,-8.455092461,-123.738,-9.02715,-9.422178201
1o3d,-8.67127,-9.94,-8.66232512,-120.385,-8.69204,-9.850459028
1o3h,-8.02968,-9.02,-8.358383888,-96.734,-7.47412,-10.08532271
1o3i,-8.28672,-8.64,-8.441276951,-98.56,-7.53828,-10.08532271
1o3j,-8.15271,-9.22,-8.316937356,-99.82,-7.19182,-9.353100648
1o3k,-7.39827,-8.58,-8.247859803,-93.807,-7.15188,-9.353100648
1o7o,-9.42086,-10.12,-9.17349901,-111.527,-7.40117,-6.203164241
1oar,-11.1503,-10.12,-9.781381475,-99.201,-8.05695,-10.22347781
1oba,-1.94994,-5.08,-5.678174839,-36.035,-4.69763,-3.370984576
1ocq,-7.54612,-7.64,-7.874841018,-100.317,-7.08303,-7.17024998
1od8,-7.99134,-9.35,-8.206413271,-103.426,-7.04151,-7.045910385
1odj,-8.83965,-8.38,-8.095889187,-106.206,-6.67515,-5.664359329
1ody,-10.6082,-16.11,-13.88458811,-268.363,-12.0246,-11.19056355
1oe8,-5.35486,-7.59,-6.976832832,-75.527,-9.11978,-7.626161828
1ofz,-4.69524,-7.91,-7.114987937,-36.225,-6.38344,-6.382765878
1ogg,-8.4293,-9.23,-8.938635331,-142.374,-8.55902,-7.17024998
1ogx,-8.93297,-9.08,-9.65704188,-82.936,-9.18408,-8.41364593
1ohr,-10.484,-12.96,-12.26817338,-191.746,-10.9348,-12.01949419
1oif,-6.22035,-6.08,-7.349851617,-68.712,-7.96381,-10.66557415
1okl,-5.8851,-6.74,-8.206413271,-80.616,-9.7606,-8.330752866
1ony,-8.06008,-10.89,-9.270207584,-146.428,-8.2204,-9.353100648
1onz,-8.37236,-9.65,-9.65704188,-87.407,-7.95071,-7.045910385
1os0,-7.73943,-8.16,-10.29255537,-150.176,-9.73214,-8.330752866
1os5,-8.10574,-9.71,-10.11295373,-122.438,-9.343,-9.463624732
1oss,-5.10198,-8.25,-6.769600173,-69.298,-6.25697,-6.617629557
1ow4,-9.41882,-8.41,-10.36163292,-96.218,-9.38967,-7.847209997
1owd,-7.76816,-8.22,-8.316937356,-114.237,-9.15545,-11.32871866
1owe,-7.61984,-9.5,-7.957734081,-111.314,-7.90603,-8.565616546
1owh,-7.34684,-10.43,-8.095889187,-118.853,-8.87518,-10.22347781
1oyq,-7.46505,-9.01,-9.270207584,-149.572,-10.221,-9.615595348
1oyt,-10.7515,-11.63,-9.491255753,-168.605,-10.5602,-10.00242964
1p1n,-7.63987,-8.39,-7.68142387,-84.127,-8.72894,-9.394547179
1p1o,-7.5058,-8.8,-7.709054891,-82.464,-7.07211,-7.957734081
1p28,-2.94975,-4.54,-6.078824646,-23.381,-5.94455,-7.488006722
1pbk,-10.1846,-11.32,-13.38722973,-165.601,-8.33057,-12.50303705
1pdz,-3.52382,-7.28,-5.95448505,-17.912,-6.78552,-5.111738906
1pfu,-3.76446,-8.09,-6.520920983,-55.347,-7.35939,-3.757818872
1pgp,-5.72904,-7.71,-6.824862216,-57.965,-6.16844,-7.874841018
1pot,-5.24325,-8.73,-7.18406549,-81.946,-8.37087,-7.584715296
1ppc,-8.41651,-10.94,-10.18203128,-144.351,-10.22,-8.510354504
1pph,-7.61737,-9.84,-9.353100648,-127.914,-8.68737,-8.17878225
1ppk,-7.27709,-10.02,-10.16821577,-153.475,-8.90676,-10.58268109
1ppl,-8.53732,-9.84,-11.54976683,-178.185,-8.82139,-11.81226153
1pro,-11.66,-12.93,-13.12473503,-228.289,-11.9918,-15.61152693
1ps3,-8.8467,-7.54,-7.888656529,-83.821,-6.99787,-3.149936407
1px4,-6.25937,-6.32,-7.902472039,-61.848,-5.70231,-4.46240991
1pyn,-8.12382,-12.1,-10.30637088,-164.818,-8.11716,-7.584715296
1pzi,-5.86666,-6.87,-8.137335719,-69.165,-5.63913,-5.830145455
1pzo,-6.28995,-5.29,-8.482723483,-75.449,-8.16145,-4.586749505
1pzp,-6.17732,-8.62,-8.358383888,-89.229,-8.84463,-4.572933995
1q1g,-8.34505,-9.52,-8.068258166,-104.431,-9.61946,-11.83989255
1q54,-4.82174,-5.67,-7.985365103,-55.73,-8.31844,-8.082073676
1q91,-9.86201,-13.08,-9.132052479,-141.392,-8.21004,-5.733436882
1q95,-10.0031,-10.93,-8.689956141,-99.355,-8.28147,-10.45834149
1qan,-8.97924,-11.64,-8.841926757,-166.212,-8.73004,-6.18934873
1qb1,-8.35807,-9.82,-9.394547179,-143.647,-9.81406,-9.353100648
1qb6,-7.874,-8.82,-9.062974926,-126.54,-8.57152,-8.372199398
1qb9,-9.04584,-8.75,-10.23729332,-154.574,-9.85876,-10.27873986
1qbn,-7.8952,-11.1,-9.090605947,-134.273,-8.91894,-8.082073676
1qbo,-8.8537,-9.88,-9.532702285,-144.387,-9.61533,-10.69320517
1qbq,-6.55035,-9.29,-8.234044293,-78.815,-8.90923,-11.46687376
1qbr,-13.7907,-15.6,-15.43192529,-282.91,-11.423,-14.60299466
1qbt,-15.2506,-17.73,-16.46808859,-320.567,-10.7489,-14.67207221
1qbu,-11.6433,-11.37,-12.97276441,-233.106,-11.2584,-14.14708281
1qbv,-7.38958,-9.43,-9.256392074,-149.666,-9.95433,-7.446560191
1qca,-9.30116,-6.99,-11.08003947,-134.994,-8.67598,-7.280774064
1qf0,-9.44908,-9.92,-10.83136028,-161.39,-10.4466,-10.19584679
1qf1,-7.55844,-8.85,-9.17349901,-135.038,-10.2319,-10.11295373
1qf2,-7.15115,-6.66,-8.869557778,-102.313,-9.84484,-8.17878225
1qft,-4.64917,-6.75,-6.410396899,-58.285,-7.52127,-12.11620276
1qhc,-8.43963,-12.45,-8.717587162,-171.245,-8.45713,-10.45834149
1qi0,-5.34455,-5.64,-6.811046705,-61.214,-6.04492,-3.246644981
1qin,-8.00994,-12.57,-9.988614133,-116.79,-8.22351,-11.05240845
1qiw,-6.00347,-8.98,-10.95569987,-131.824,-10.2595,-10.69320517
1qji,-6.68656,-10.29,-10.19584679,-184.791,-9.16878,-6.700522621
1qpb,-3.15111,-3.48,-5.95448505,-17.448,-6.56274,-1.878909436
1qxk,-8.4636,-9.84,-9.049159415,-146.887,-7.932,-6.976832832
1qy1,-5.70289,-6.62,-7.197881001,-65.504,-7.72374,-9.007712884
1qy2,-5.49934,-6.98,-7.114987937,-59.769,-7.63914,-7.93010306
1r1h,-8.83987,-10.21,-11.37016519,-144.983,-9.87886,-12.32343542
1r1j,-6.74354,-9.16,-10.14058475,-134.462,-10.2536,-11.93660112
1r4w,-6.2481,-8.94,-7.791947955,-103.968,-7.77151,-5.595281776
1r6n,-9.08368,-7.12,-10.76228272,-116.157,-9.49899,-10.22347781
1r9l,-4.58237,-8.87,-6.603814047,-64.743,-7.60425,-7.460375701
1rbo,-6.0451,-8.84,-7.764316934,-68.633,-7.62277,-17.57332943
1rbp,-9.22586,-9.17,-10.04387618,-137.459,-9.76659,-9.284023095
1rd4,-9.14336,-8.35,-10.12676924,-117.238,-9.65595,-10.69320517
1rdi,-4.16341,-6.11,-6.451843431,-27.911,-5.69128,-2.845995175
1rdj,-4.23261,-6.5,-6.562367515,-17.803,-5.59787,-2.293374753
1rdl,-4.03997,-5.74,-6.18934873,-14.347,-5.67039,-3.094674365
1rdn,-4.51311,-6.1,-6.216979751,-31.672,-5.93673,-2.542053943
1rgk,-6.55748,-8.39,-7.142618958,-79.998,-7.29478,-5.95448505
1rgl,-5.6053,-8.56,-6.907755279,-77.531,-7.29436,-6.120271177
1ro6,-8.53256,-8.16,-8.883373289,-99.977,-9.07529,-8.92481982
1rpj,-7.96661,-7.03,-8.593247567,-91.245,-6.70419,-8.952450842
1rql,-4.75423,-2.71,-6.783415684,-39.613,-8.16004,-3.799265403
1rzx,-5.43723,-10.6,-9.574148817,-174.25,-8.71888,-5.664359329
1s63,-6.06337,-5.78,-8.731402673,-76.287,-9.89957,-12.50303705
1sb1,-9.17825,-7.5,-10.03006067,-155.045,-10.6441,-9.518886774
1sbg,-9.69241,-12.15,-12.25435786,-196.591,-10.6368,-10.69320517
1sc8,-7.38285,-11.18,-8.468907972,-157.628,-10.8158,-10.27873986
1sdt,-12.0087,-15.97,-12.39251297,-242.957,-11.2659,-12.80697829
1sdu,-11.5263,-15.65,-12.68263869,-238.365,-10.5198,-13.91221913
1sdv,-11.6813,-15.49,-12.08857174,-235.49,-10.9597,-12.07475623
1sgu,-10.5303,-13.75,-12.06094072,-218.647,-10.5848,-7.41892917
1sh9,-8.34437,-12.25,-10.9971464,-212.918,-10.8163,-8.330752866
1siv,-8.98954,-13.87,-11.83989255,-228.857,-9.55057,-11.16293253
1sld,-9.49458,-10.21,-10.05769169,-138.501,-9.87701,-9.076790437
1sle,-7.7648,-7.81,-9.132052479,-124.196,-9.36487,-8.524170014
1sqo,-7.57784,-8.59,-8.068258166,-114.19,-9.52532,-10.30637088
1sqt,-7.87589,-8.98,-7.93010306,-122.58,-9.06913,-8.565616546
1sr7,-12.1868,-12.71,-12.15764929,-184.111,-11.0365,-13.95366566
1str,-6.31375,-11.3,-8.496538993,-141.493,-9.39404,-6.589998536
1sts,-5.83007,-12.01,-9.007712884,-131.842,-9.31313,-6.907755279
1sw2,-4.95981,-9.13,-6.631445068,-69.044,-7.63181,-9.974798623
1swr,-7.93237,-13.43,-8.607063078,-112.163,-9.01238,-9.560333306
1syi,-9.2085,-12.15,-8.897188799,-116.43,-9.14107,-7.515637744
1t31,-10.8971,-12.69,-11.99186316,-174.257,-10.3125,-11.93660112
1t32,-11.6628,-12.9,-12.62737665,-183.651,-10.2943,-10.25110883
1t5f,-4.63716,-4.46,-6.272241793,-28.796,-7.09687,-5.830145455
1t7j,-8.59996,-10.75,-10.15440026,-177.763,-11.0089,-12.01949419
1ta2,-10.192,-10.8,-11.78463051,-175.313,-9.99687,-11.770815
1ta6,-9.59063,-11.84,-10.38926394,-201.743,-11.8284,-12.61356114
1tcw,-5.9037,-5.48,-10.48597251,-127.153,-9.92336,-8.316937356
1tcx,-9.71161,-12.54,-12.19909582,-194.213,-10.6366,-9.601779838
1thz,-8.05201,-8.21,-9.65704188,-88.03,-9.00348,-7.114987937
1tkb,-9.1383,-10.75,-9.546517796,-112.78,-8.55597,-11.05240845
1tlp,-6.82553,-7.04,-9.850459028,-118.581,-7.97052,-10.43071047
1tng,-4.23713,-6.69,-6.617629557,-66.62,-5.69707,-4.047944593
1tnh,-4.55134,-8.15,-6.659076089,-66.539,-5.55484,-4.655827058
1tni,-3.94416,-5.18,-6.603814047,-65.98,-6.1236,-5.526204223
1tnj,-4.32153,-6.52,-6.534736494,-69.004,-5.48634,-2.707840069
1tnk,-3.90643,-6.14,-6.43802792,-66.55,-6.06721,-2.058511073
1tnl,-4.2438,-6.13,-6.700522621,-79.387,-6.10798,-2.597315985
1tom,-8.75522,-11.02,-9.532702285,-155.28,-8.93489,-11.46687376
1tsl,-6.40132,-5.3,-9.449809222,-63.81,-9.06257,-8.496538993
1tvo,-10.0415,-10.58,-9.394547179,-110.448,-10.9258,-9.463624732
1tx7,-6.38787,-9.41,-7.41892917,-82.059,-6.31306,-6.355134857
1txr,-6.49071,-5.06,-9.118236968,-102.861,-8.95926,-10.69320517
1tys,-9.89,-12.47,-8.92481982,-103.742,-6.63386,-7.584715296
1u1w,-7.84263,-9.58,-8.068258166,-78.979,-7.43422,-8.082073676
1ua4,-8.40175,-14,-8.275490824,-104.967,-7.18051,-5.830145455
1ucn,-7.87463,-9.37,-7.91628755,-93.154,-7.00309,-7.211696511
1ugx,-5.76304,-7.65,-6.92157079,-95.497,-5.87453,-8.16496674
1ui0,-5.68245,-9.16,-6.838677726,-56.101,-6.70349,-9.753750454
1uj5,-6.49242,-5.67,-7.501822233,-84.96,-6.03848,-4.21373072
1ulg,-3.99773,-2.64,-6.368950367,-42.433,-5.62421,-5.816329945
1upf,-4.10168,-8.12,-6.216979751,-43.581,-7.15611,-6.355134857
1ur9,-10.4588,-13.32,-10.49978802,-183.555,-8.41272,-7.971549592
1urg,-6.54541,-8.25,-7.66760836,-111.387,-7.12228,-8.040627145
1usn,-6.91749,-5.93,-7.584715296,-87.339,-9.31241,-10.69320517
1utj,-4.48146,-6.81,-6.562367515,-63.342,-6.14509,-5.305156054
1utl,-3.84414,-5.87,-6.106455667,-49.549,-6.44772,-3.412431108
1utm,-4.19646,-6.58,-6.203164241,-59.362,-6.15568,-4.158468678
1utn,-4.2769,-7.7,-6.631445068,-67.753,-5.66976,-4.821613185
1uto,-4.19966,-7.05,-6.272241793,-59.26,-6.13093,-3.136120897
1uv6,-3.78094,-5.49,-6.258426283,-66.445,-7.18366,-7.073541406
1uvt,-8.86043,-8.23,-9.587964327,-130.445,-9.55628,-10.55505007
1uw6,-5.34581,-4.38,-7.888656529,-87.545,-7.19057,-10.14058475
1uwf,-6.48692,-6.42,-7.847209997,-84.633,-6.95232,-9.422178201
1ux7,-4.05346,-4.62,-6.272241793,-67.801,-6.54276,-4.144653167
1uxa,-3.5787,-7.56,-6.216979751,-60.25,-5.84295,-3.177567428
1uxb,-3.61051,-7.89,-6.244610772,-58.136,-5.8204,-2.97033477
1uz4,-6.95096,-9.02,-7.294589575,-71.158,-7.13873,-4.69727359
1uz8,-7.51597,-7.37,-8.455092461,-132.574,-8.061,-6.852493237
1v0k,-5.70276,-7.53,-7.114987937,-69.837,-6.76008,-7.045910385
1v0l,-7.34928,-8.48,-7.888656529,-95.101,-7.00382,-10.43071047
1v1j,-8.46191,-9.14,-8.095889187,-80.474,-5.58355,-6.659076089
1v2j,-5.50971,-8.79,-6.9353863,-70.649,-6.24346,-4.490040931
1v2k,-10.3102,-7.03,-9.615595348,-162.109,-8.45239,-8.551801035
1v2l,-5.14476,-8.22,-6.811046705,-68.134,-6.10746,-5.926854029
1v2n,-9.19778,-10.55,-9.698488412,-137.17,-8.42649,-8.151151229
1v2q,-5.39395,-7.59,-7.66760836,-94.835,-7.89273,-5.70580586
1v2r,-5.73772,-8.26,-7.43274468,-100.029,-8.1181,-4.904506248
1v2s,-5.37074,-8.24,-6.866308747,-71.543,-6.11799,-5.761067903
1v2t,-5.58267,-5.88,-7.778132444,-99.529,-7.79509,-6.507105473
1v2u,-5.38764,-8.7,-6.880124258,-73.802,-6.22457,-4.655827058
1v2w,-5.43965,-7.78,-7.750501423,-92.362,-7.3119,-5.540019734
1vj9,-7.6347,-11.53,-9.118236968,-181.564,-11.2943,-10.43071047
1vja,-7.36848,-10.92,-8.344568377,-160.057,-10.5472,-10.63794313
1vjc,-6.75073,-7.91,-7.833394486,-121.746,-6.88172,-4.94595278
1vjd,-8.5456,-10.72,-8.883373289,-156.416,-8.20693,-4.890690738
1vkj,-10.1676,-11.91,-9.242576563,-163.075,-6.94431,-6.700522621
1vwl,-6.82396,-11.34,-9.505071264,-123.417,-9.44005,-7.778132444
1vwn,-9.24106,-9.52,-10.22347781,-135.062,-10.2107,-8.040627145
1vyf,-5.34664,-6.07,-8.800480225,-99.905,-9.64996,-11.121486
1vyg,-6.68236,-10.78,-9.643226369,-136.139,-9.71723,-11.05240845
1w0y,-8.17221,-10.53,-9.007712884,-154.667,-9.99313,-8.869557778
1w1d,-4.65674,-10.6,-7.322220596,-59.861,-7.38669,-9.007712884
1w1g,-4.16747,-8.79,-6.659076089,-60.678,-7.39874,-10.61031211
1w3j,-5.23055,-5.49,-7.253143043,-58.14,-7.44498,-8.731402673
1w3l,-7.72553,-6.36,-8.275490824,-100.456,-8.14779,-8.67614063
1w4o,-5.83194,-10.87,-7.460375701,-93.799,-5.08652,-7.211696511
1w4p,-5.74447,-9.92,-7.391298149,-95.811,-5.42768,-6.548552004
1w4q,-6.12804,-9.7,-7.529453254,-100.532,-5.21966,-7.266958553
1w5v,-12.2542,-17.71,-13.06947299,-258.121,-12.6583,-11.2596411
1w5w,-12.6427,-17.29,-13.17999707,-268.053,-12.4087,-12.15764929
1w5x,-12.6664,-18.31,-13.0832885,-261.069,-12.5443,-11.60502887
1w5y,-11.7651,-17.32,-13.33196769,-256.998,-12.6985,-11.71555295
1w7g,-7.23225,-9.93,-8.551801035,-140.405,-9.98654,-7.045910385
1w7x,-8.63429,-13.78,-9.505071264,-175.305,-11.5497,-11.60502887
1w8l,-4.31006,-6.21,-7.018279363,-53.875,-5.63663,-0.676960017
1w8m,-4.1172,-4.98,-6.465658941,-57.016,-6.5428,-2.210481689
1wc1,-7.4666,-9.08,-8.386014909,-105.911,-7.89915,-5.526204223
1wcq,-7.3517,-7.37,-8.040627145,-93.892,-7.02514,-8.648509609
1we2,-5.06612,-6.97,-7.045910385,-55.454,-5.9135,-6.023562603
1wht,-7.59186,-7.94,-8.151151229,-81.131,-7.57562,-5.111738906
1wm1,-6.91449,-5.25,-8.67614063,-94.317,-9.08356,-8.703771652
1ws1,-8.2479,-7.06,-8.993897373,-143.437,-9.37487,-13.19381258
1ws4,-5.09662,-6.5,-6.714338131,-65.684,-5.8969,-4.144653167
1ws5,-5.17991,-6.61,-6.728153642,-60.269,-5.92934,-4.186099699
1wvj,-9.8026,-10.06,-8.869557778,-101.826,-9.61099,-9.297838606
1x38,-9.04319,-9.08,-9.394547179,-112.428,-8.94772,-12.11620276
1x39,-8.04034,-8.99,-9.007712884,-118.27,-9.24308,-12.73790073
1x8d,-5.58042,-8.48,-7.570899786,-64.181,-6.47787,-3.053227833
1x8j,-8.71965,-8.61,-9.864274538,-97.762,-9.69888,-9.615595348
1x8r,-10.8877,-10.71,-10.61031211,-121.039,-7.95785,-8.455092461
1x8t,-10.0939,-11.61,-10.22347781,-112.705,-8.16394,-10.77609824
1xbo,-9.70522,-10.82,-10.74846721,-149.913,-7.81171,-8.344568377
1xd0,-9.70805,-9.24,-10.91425334,-217.978,-7.58633,-9.836643517
1xgi,-7.19358,-7.15,-8.192597761,-72.165,-8.94786,-6.700522621
1xhy,-7.98096,-9.6,-8.358383888,-96.452,-9.07239,-8.537985525
1xk5,-6.18595,-10.63,-7.294589575,-77.843,-8.30653,-8.289306335
1xk9,-8.23138,-6.67,-9.076790437,-100.297,-7.99123,-9.463624732
1xka,-7.77562,-12.55,-9.118236968,-133.428,-9.47715,-9.505071264
1xpz,-6.20247,-5.88,-9.021528394,-89.404,-9.74365,-9.781381475
1xq0,-5.96521,-6.16,-9.104421458,-86.892,-9.56135,-8.759033694
1y0l,-8.07758,-10.36,-8.303121845,-92.812,-8.13907,-12.4339595
1y20,-5.27985,-6.25,-7.322220596,-60.953,-7.11864,-7.349851617
1y2f,-5.16305,-7.64,-8.468907972,-72.616,-7.3613,-6.797231195
1y2g,-6.33571,-5.32,-9.284023095,-72.549,-6.91002,-5.636728308
1y3n,-8.83589,-9.55,-8.192597761,-85.118,-6.7972,-7.66760836
1y3p,-11.0845,-10.62,-9.739934943,-139.936,-7.55235,-6.659076089
1y6r,-9.70964,-11.73,-9.035343905,-119.565,-9.53872,-13.96748117
1yc1,-9.83844,-14.06,-9.836643517,-117.668,-8.76045,-8.524170014
1yc4,-7.70702,-10.11,-8.689956141,-95.826,-9.45294,-9.049159415
1yda,-5.44463,-5.95,-6.990648342,-44.295,-10.4218,-9.049159415
1ydb,-4.57601,-6.13,-7.128803448,-48.359,-10.6597,-11.3839807
1ydk,-5.67516,-9.04,-7.722870402,-109.35,-8.12614,-8.137335719
1yei,-8.35908,-10.73,-8.745218183,-125.366,-7.35655,-10.30637088
1yej,-7.85102,-9.07,-8.92481982,-139.908,-7.53905,-10.30637088
1yfz,-5.97215,-8.07,-7.211696511,-70.545,-7.59486,-6.009747093
1yid,-7.13744,-7.07,-7.764316934,-68.546,-7.578,-6.907755279
1yqj,-12.6309,-10.82,-12.2958044,-154.245,-9.74775,-11.24582559
1yqy,-9.41319,-5.73,-9.090605947,-131.203,-8.706,-10.52741905
1yvm,-5.6456,-4.54,-7.66760836,-62.435,-6.66667,-8.841926757
1z3t,-7.40229,-6.5,-7.861025507,-83.507,-6.91068,-5.44331116
1z3v,-7.67318,-6.25,-7.93010306,-80.185,-7.13303,-5.678174839
1z4n,-7.79072,-8.83,-8.109704698,-69.239,-7.4042,-6.244610772
1z6e,-11.1431,-10.14,-10.19584679,-203.227,-10.8046,-13.42867626
1z6s,-6.06866,-8.48,-7.405113659,-73.192,-6.0827,-5.995931582
1z71,-9.88838,-11.77,-10.11295373,-152.474,-10.8448,-12.68263869
1z9g,-5.67427,-5.36,-7.93010306,-88.054,-7.84487,-7.791947955
1zdp,-5.8925,-5.45,-7.488006722,-83.569,-7.52863,-7.93010306
1zgi,-9.57714,-7.97,-9.076790437,-148.361,-10.8605,-7.377482638
1zhy,-10.1813,-11.29,-11.78463051,-152.69,-10.3443,-9.007712884
1zog,-6.05759,-5.67,-8.772849204,-58.39,-8.36974,-9.878090049
1zoh,-7.18448,-7.88,-8.91100431,-81.863,-8.54565,-9.670857391
1zp8,-8.9099,-8.56,-11.41161172,-205.312,-11.9393,-12.11620276
1zpa,-8.32225,-9.09,-12.00567867,-216.15,-11.2924,-11.60502887
220l,-5.28449,-5.74,-7.128803448,-45.101,-5.35621,-4.69727359
2a31,-4.88718,-6.84,-6.424212409,-56.83,-7.25393,-1.395366566
2a5b,-6.91529,-7.6,-7.722870402,-90.959,-6.7985,-5.429495649
2a5c,-6.68618,-9.21,-7.488006722,-88.113,-7.61397,-6.382765878
2a8g,-6.22831,-6.65,-7.639977339,-79.499,-6.83614,-5.097923396
2aac,-6.7321,-7.72,-7.695239381,-67.814,-6.87447,-3.067043344
2ada,-8.46976,-8.03,-8.399830419,-100.666,-7.85194,-17.96016373
