PDB,VINA,GlideSP,HMS,DSX,RFScore,Experimental
1n3i,-9.45035,-11.58,-8.607063078,-117.24,-9.239373278,-12.28198889
1n4h,-10.03993,-10.14,-10.27873986,-128.52,-10.07839976,-9.049159416
1n8v,-5.21775,-3.13,-8.17878225,-91.134,-6.566313362,-8.330752867
1nc3,-9.70612,-10.71,-8.91100431,-123.746,-7.616497973,-6.907755279
1nf8,-8.83071,-10.9,-8.67614063,-104.666,-6.909114772,-10.80372926
1nfu,-9.86982,-9.17,-10.16821577,-154.922,-10.45736013,-10.69320517
1nfw,-9.79338,-7.36,-9.325469627,-148.373,-10.42047686,-12.37869746
1nfx,-9.88077,-7.64,-9.256392074,-158.457,-10.90132387,-11.770815
1nh0,-9.68536,-14.59,-12.13001827,-251.998,-10.73112153,-13.45630728
1njc,-7.29995,-8.99,-8.551801035,-89.199,-8.319192508,-7.66760836
1njd,-8.17569,-10.05,-8.261675314,-98.305,-7.563044286,-7.695239381
1nl9,-8.57352,-8.08,-10.78991375,-166.279,-9.17140243,-8.234044293
1nli,-5.64805,-8.67,-7.142618958,-56.722,-5.914286252,-4.95976829
1no6,-9.46126,-9.18,-9.988614133,-124.54,-8.147138489,-6.092640156
1nq7,-10.58,-10.43,-12.11620276,-138.653,-11.37292691,-9.394547179
1nw4,-8.94419,-8.95,-8.068258166,-105.662,-9.048130231,-12.53066808
1nwl,-5.26208,-4.73,-7.874841018,-85.621,-8.87630205,-3.301907023
1nz7,-8.30074,-9.94,-10.87280681,-194.994,-11.1509554,-9.836643517
1o0f,-5.59431,-7.06,-7.653792849,-74.932,-7.713306154,-7.322220596
1o0m,-6.0662,-10.56,-8.109704698,-103.92,-5.942615915,-7.114987937
1o0n,-6.27693,-8.44,-7.639977339,-96.756,-5.854140925,-5.650543818
1o0o,-4.50266,-6.64,-7.197881001,-63.265,-7.315201626,-7.045910385
1o2h,-8.66576,-8.62,-8.91100431,-123.646,-9.808182644,-9.90572107
1o2j,-7.08959,-7.14,-8.537985525,-105.661,-9.39533771,-9.560333306
1o2k,-7.64858,-8.51,-8.717587162,-116.522,-9.414107002,-9.560333306
1o2n,-8.82707,-8.29,-9.726119433,-112.163,-11.11466039,-8.41364593
1o2o,-7.40705,-8.89,-8.745218183,-110.54,-9.342127271,-8.786664715
1o2q,-8.45165,-8.97,-9.518886774,-130.321,-10.44852281,-10.61031211
1o2s,-6.71949,-9.64,-8.386014909,-88.055,-7.636818794,-7.557084275
1o2w,-6.21677,-7.09,-8.068258166,-95.365,-8.845371247,-8.082073676
1o2x,-6.32399,-7.45,-8.234044293,-93.423,-8.795207589,-8.082073676
1o2z,-7.46017,-8.03,-8.814295736,-128.275,-11.38252915,-8.441276951
1o30,-6.91986,-7.77,-8.91100431,-116.94,-11.16129862,-9.353100648
1o33,-6.87336,-7.46,-7.91628755,-87.608,-7.459865996,-7.93010306
1o36,-0.68022,-8.51,-9.17349901,-126.96,-11.32403566,-8.234044293
1o38,-8.03762,-9.5,-8.745218183,-119.39,-10.86268759,-9.422178201
1o3d,-9.03771,-9.27,-8.993897373,-119.013,-10.19987972,-9.850459028
1o3i,-7.53094,-7.95,-8.703771652,-92.243,-8.64248633,-10.08532271
1o3j,-7.33129,-7.01,-8.565616546,-87.025,-7.912934667,-9.353100648
1o3k,-7.59446,-9,-8.593247567,-90.706,-7.917137168,-9.353100648
1oar,-10.63474,-9.6,-9.919536581,-98.768,-8.518199674,-10.22347781
1oba,-1.80954,-5.39,-5.69199035,-41.302,-5.497309586,-3.370984576
1ocq,-7.22339,-7.62,-7.874841018,-93.13,-6.720758912,-7.17024998
1od8,-7.53046,-7.75,-8.040627145,-101.026,-5.731030376,-7.045910385
1ody,-10.92961,-15.08,-14.07800526,-276.286,-11.42452063,-11.19056355
1oe8,-5.49231,-8.52,-7.377482638,-103.435,-7.548995623,-7.626161828
1ofz,-4.95237,-6.06,-7.073541406,-40.958,-6.737583641,-6.382765878
1ogg,-8.48887,-10.62,-9.1596835,-149.205,-10.66441733,-7.17024998
1ogx,-9.22745,-9.37,-9.767565964,-87.244,-9.25751067,-8.41364593
1ohr,-10.20036,-9.94,-12.32343542,-188.193,-11.57416778,-12.01949419
1oif,-5.81279,-6.1,-7.308405085,-74.286,-7.489132643,-10.66557415
1okl,-5.53612,-5.53,-8.275490824,-68.457,-8.965215913,-8.330752867
1ony,-8.07171,-8.65,-9.753750454,-163.044,-10.40435646,-9.353100648
1onz,-9.23842,-8.36,-9.864274538,-120.159,-8.153646582,-7.045910385
1os5,-8.6372,-6.49,-10.52741905,-126.092,-9.409974565,-9.463624732
1oss,-4.73324,-7.87,-6.893939768,-65.522,-5.469354496,-6.617629557
1ow4,-9.45687,-9.41,-10.38926394,-98.03,-9.074276474,-7.847209997
1owd,-8.38585,-9.61,-8.966266352,-130.17,-11.49247114,-11.32871866
1owe,-7.69157,-9.72,-8.303121845,-109.825,-10.383247,-8.565616546
1owh,-6.99614,-10.26,-8.344568377,-121.512,-11.1180498,-10.22347781
1oyq,-8.13903,-10.04,-9.297838606,-148.752,-12.21015053,-9.615595348
1p1n,-7.55423,-8.23,-8.123520208,-92.018,-7.715149246,-9.394547179
1p1o,-7.89615,-9.58,-8.054442655,-90.852,-7.131971037,-7.957734081
1p28,-2.79949,-4.94,-6.244610772,-26.442,-5.660739427,-7.488006722
1pbk,-10.42879,-10.68,-13.47012279,-170.135,-10.09839018,-12.50303706
1pfu,-3.65646,-5.38,-6.562367515,-53.987,-7.906429262,-3.757818872
1pgp,-5.6944,-7.49,-7.446560191,-77.592,-7.122790798,-7.874841018
1pot,-5.45136,-10.82,-7.722870402,-82.115,-5.894613142,-7.584715296
1ppc,-8.59411,-9.97,-10.77609824,-141.644,-12.71624308,-8.510354504
1pph,-8.16774,-9.6,-9.477440243,-137.205,-11.09042044,-8.17878225
1ppk,-8.09709,-8.15,-10.87280681,-159.718,-10.41802346,-10.58268109
1ppl,-8.66515,-10.79,-12.30961991,-192.413,-10.7469987,-11.81226153
1pro,-11.11919,-11.96,-12.1714648,-240.758,-11.57305717,-15.61152693
1ps3,-8.36225,-6.52,-7.861025507,-100.021,-5.367949845,-3.149936407
1px4,-4.97504,-5.63,-7.971549592,-56.387,-6.85701933,-4.46240991
1pyn,-7.35615,-8.59,-10.472157,-150.09,-8.697920892,-7.584715296
1pzi,-6.62523,-7.13,-8.455092461,-77.587,-6.129805327,-5.830145456
1pzo,-6.44968,-4.96,-8.330752866,-82.596,-7.484047748,-4.586749505
1pzp,-6.96252,-7.68,-8.510354504,-96.103,-8.201008927,-4.572933995
1q1g,-8.97905,-8.89,-8.316937356,-105.009,-9.898553831,-11.83989255
1q91,-9.8165,-11.06,-9.449809222,-147.953,-8.355379691,-5.733436882
1q95,-8.16982,-12.35,-8.703771652,-98.2,-8.154453457,-10.45834149
1qan,-9.03703,-10.5,-9.270207584,-170.768,-9.219612516,-6.18934873
1qaw,-8.2099,-9.24,-9.17349901,-97.131,-6.091284033,-7.073541406
1qb1,-8.38117,-10.59,-9.822828007,-154.754,-11.34063361,-9.353100648
1qbn,-8.23784,-11.02,-9.643226369,-129.973,-10.73042922,-8.082073676
1qbo,-9.13511,-11.23,-9.878090049,-143.6,-11.84124371,-10.69320517
1qbq,-6.1954,-9.6,-8.620878588,-89.301,-9.542590046,-11.46687376
1qbr,-13.77194,-16.19,-15.10035304,-276.494,-12.70517942,-14.60299466
1qbt,-14.81036,-17.98,-15.80494408,-306.904,-11.63232966,-14.67207221
1qbu,-12.03413,-12.07,-13.40104524,-218.215,-12.32555564,-14.14708281
1qft,-4.12009,-7.12,-6.479474452,-58.342,-6.07929708,-12.11620276
1qhc,-8.74689,-11.61,-9.284023095,-191.533,-10.9049882,-10.45834149
1qin,-7.76815,-10.08,-10.23729332,-125.3,-10.20218995,-11.05240845
1qiw,-7.39508,-10.92,-11.57739785,-151.184,-10.99189144,-10.69320517
1qka,-9.09347,-11.63,-10.45834149,-202.174,-11.6019386,-8.17878225
1qpb,-3.4784,-3.83,-6.272241793,-22.424,-6.227838295,-1.878909436
1qxk,-8.45316,-9.37,-9.739934943,-165.655,-8.508520506,-6.976832832
1qy1,-5.59078,-6.92,-7.239327532,-63.899,-6.702620169,-9.007712884
1qy2,-5.16362,-6.98,-7.087356916,-56.613,-6.643361187,-7.93010306
1r1h,-8.4879,-9.65,-11.35634968,-142.795,-9.578571622,-12.32343542
1r1j,-7.70855,-8.46,-10.44452598,-133.905,-9.405687218,-11.93660112
1r4w,-6.12229,-9.15,-8.040627145,-114.45,-7.912734661,-5.595281776
1r6n,-8.56071,-6.73,-11.05240845,-118.541,-9.077614148,-10.22347781
1r9l,-4.34372,-9.16,-6.769600173,-68.303,-7.132219475,-7.460375701
1rbo,-6.18522,-7.32,-8.786664715,-96.502,-7.973299417,-17.57332943
1rbp,-10.50112,-9.37,-10.32018639,-143.354,-9.489041127,-9.284023095
1rd4,-10.36315,-9.98,-10.80372926,-138.678,-10.52817337,-10.69320517
1rdi,-4.53546,-5.61,-6.589998536,-33.902,-6.573472656,-2.845995175
1rdj,-4.45801,-4.07,-6.617629557,-24.763,-6.605509049,-2.293374753
1rdl,-4.33047,-3.74,-6.272241793,-26.432,-6.694894481,-3.094674365
1rdn,-4.70168,-4.06,-6.258426283,-33.264,-6.630619814,-2.542053943
1rgk,-5.83832,-7.88,-7.584715296,-79.55,-7.655085608,-5.954485051
1rgl,-5.01802,-7.49,-7.17024998,-69.337,-7.673480895,-6.120271177
1rpj,-7.97443,-6.96,-8.482723483,-93.674,-4.777084339,-8.952450842
1rql,-3.34247,-2.45,-6.741969152,-39.828,-8.311969759,-3.799265403
1rzx,-5.49679,-11.76,-10.08532271,-189.084,-9.423285183,-5.664359329
1s63,-5.76103,-4.15,-8.759033694,-70.052,-11.72918472,-12.50303706
1sbg,-10.18593,-10.29,-12.57211461,-199.257,-11.52092511,-10.69320517
1sc8,-7.32701,-10.68,-8.869557778,-160.685,-11.98659899,-10.27873986
1sdt,-11.65237,-12.35,-12.39251297,-230.085,-11.36881153,-12.80697829
1sdu,-11.22555,-11.7,-12.65500767,-224.502,-11.59246178,-13.91221913
1sdv,-11.58753,-12.07,-11.97804765,-228.001,-11.30138263,-12.07475623
1sgu,-10.49378,-11.02,-12.32343542,-210.726,-11.60188119,-7.41892917
1sh9,-9.17817,-12.54,-11.6464754,-228.869,-13.07874162,-8.330752867
1siv,-8.9302,-12.92,-11.99186316,-235.129,-11.94374236,-11.16293253
1sld,-11.13097,-12.84,-11.2596411,-167.625,-11.97075122,-9.076790437
1sle,-10.61698,-8.66,-10.52741905,-151.699,-10.98248032,-8.524170014
1sqo,-7.46956,-8.31,-8.192597761,-119.186,-8.498807999,-10.30637088
1sqt,-7.82314,-8.38,-7.985365103,-120.111,-10.61575542,-8.565616546
1ssq,-3.77518,-5.85,-6.230795262,-40.042,-7.602761182,-8.289306335
1str,-6.99784,-11.62,-9.463624732,-147.168,-9.694403626,-6.589998536
1sts,-7.84696,-11.71,-10.40307945,-183.896,-10.81443259,-6.907755279
1sw2,-4.84936,-8.71,-6.589998536,-69.337,-6.652951706,-9.974798623
1swr,-7.65493,-14.16,-8.759033694,-122.154,-8.286983487,-9.560333306
1syi,-9.13424,-9.47,-8.897188799,-115.291,-8.270537043,-7.515637744
1t31,-10.00975,-11.51,-12.32343542,-158.864,-10.85983635,-11.93660112
1t32,-11.13533,-11.37,-12.93131788,-173.958,-11.40235395,-10.25110883
1t7j,-8.99727,-10.09,-10.5964966,-193.566,-11.43277248,-12.01949419
1tcw,-5.52886,-6.94,-10.26492434,-119.974,-10.75614173,-8.316937356
1tcx,-10.25517,-10.59,-12.59974563,-201.338,-11.43920156,-9.601779838
1thz,-8.68117,-7.96,-10.29255537,-98.336,-9.264088004,-7.114987937
1tkb,-9.69271,-11.33,-9.864274538,-132.872,-10.28581662,-11.05240845
1tng,-3.91466,-6.79,-6.631445068,-68.681,-4.912697215,-4.047944594
1tnh,-4.27165,-7.99,-6.700522621,-67.71,-5.08560297,-4.655827058
1tni,-2.89459,-5.2,-6.617629557,-62.334,-5.066393618,-5.526204223
1tnj,-3.92523,-7.46,-6.631445068,-71.349,-4.501768669,-2.707840069
1tnk,-3.83896,-6.01,-6.589998536,-72.258,-5.193921373,-2.058511073
1tnl,-4.29886,-6.05,-7.073541406,-73.137,-5.26567499,-2.597315985
1tsl,-7.70701,-4.77,-10.15440026,-78.218,-9.260386854,-8.496538993
1tvo,-10.35428,-10.47,-9.339285137,-112.986,-11.3674311,-9.463624732
1tx7,-5.91928,-9.5,-7.529453254,-83.391,-6.305931917,-6.355134857
1tys,-9.54437,-11.56,-9.132052479,-105.339,-8.922117967,-7.584715296
1u1w,-7.64438,-10.01,-8.192597761,-82.202,-8.152298425,-8.082073676
1ua4,-8.73101,-12.43,-8.634694099,-124.258,-9.118533541,-5.830145456
1ucn,-7.57065,-9.32,-8.386014909,-113.09,-8.593823674,-7.211696511
1ugx,-6.40271,-6.46,-7.225512022,-94.181,-5.185018509,-8.16496674
1ui0,-5.16625,-8.35,-6.769600173,-57.519,-6.46128097,-9.753750454
1uj5,-5.69421,-4.75,-7.543268765,-74.833,-6.139492042,-4.21373072
1ulg,-3.73209,-2.04,-6.355134857,-42.434,-5.450242207,-5.816329945
1upf,-4.60898,-7.11,-6.382765878,-36.443,-6.074171593,-6.355134857
1ur9,-10.35058,-12.92,-10.52741905,-180.5,-10.53943347,-7.971549592
1urg,-6.31833,-7.13,-7.778132444,-107.574,-7.969768721,-8.040627145
1usn,-6.11486,-3.56,-7.750501423,-82.05,-7.935049722,-10.69320517
1utc,-8.92232,-14.99,-13.09710401,-194.143,-10.88461585,-6.286057304
1utj,-3.57926,-7.24,-6.520920983,-64.185,-4.726877677,-5.305156054
1utl,-3.85647,-5.9,-6.368950367,-63.674,-5.036527478,-3.412431108
1utm,-4.14114,-7.21,-6.589998536,-63.855,-4.637145014,-4.158468678
1utn,-3.99863,-7.14,-6.68670711,-64.895,-4.892177958,-4.821613185
1uto,-4.36321,-6.83,-6.479474452,-61.022,-4.521441495,-3.136120897
1uv6,-3.89445,-7.59,-6.520920983,-76.652,-7.203573868,-7.073541406
1uw6,-6.7263,-5.06,-8.040627145,-92.818,-6.791570178,-10.14058475
1uwf,-6.37329,-6.25,-7.971549592,-76.04,-5.311875439,-9.422178201
1uxa,-3.53162,-3.61,-6.134086688,-63.663,-5.567337588,-3.177567428
1uxb,-3.61524,-3.47,-6.147902198,-63.715,-5.661362269,-2.97033477
1uz4,-6.51475,-9.72,-7.349851617,-73.862,-7.336923976,-4.69727359
1v0k,-6.28701,-5.5,-7.405113659,-80.93,-5.586633295,-7.045910385
1v0l,-6.20934,-5.7,-7.612346317,-88.531,-6.016554287,-10.43071047
1v1j,-8.02237,-9.6,-8.16496674,-86.136,-5.281471174,-6.659076089
1v2j,-5.37081,-8.83,-7.018279363,-67.261,-5.583392325,-4.490040931
1v2k,-10.98449,-7.46,-9.850459028,-165.231,-10.50416462,-8.551801035
1v2l,-5.05404,-7.44,-6.949201811,-66.283,-5.514982654,-5.926854029
1v2n,-9.85236,-12.3,-10.3340019,-136.276,-11.051189,-8.151151229
1v2q,-5.59686,-8.33,-8.095889187,-103.893,-9.592230096,-5.70580586
1v2r,-7.14249,-9.81,-8.330752866,-131.651,-10.77094781,-4.904506248
1v2s,-5.38933,-8.48,-7.018279363,-68.301,-5.454123817,-5.761067903
1v2t,-6.45492,-9.13,-8.524170014,-126.632,-10.50722353,-6.507105473
1v2u,-5.3901,-8.2,-7.073541406,-68.052,-5.496999464,-4.655827058
1v2w,-6.17915,-8.91,-8.42746144,-125.618,-10.03080901,-5.540019734
1vj9,-8.21321,-10.89,-9.988614133,-203.447,-12.99147476,-10.43071047
1vja,-7.30569,-11.13,-8.869557778,-169.201,-12.00587163,-10.63794313
1vjc,-5.95831,-4.68,-8.082073676,-122.276,-8.16044193,-4.94595278
1vjd,-7.98675,-10.72,-8.980081863,-157.131,-9.376012981,-4.890690738
1vkj,-9.92621,-11.4,-10.09913822,-159.638,-9.746871711,-6.700522621
1vwl,-8.80522,-11.7,-10.67938966,-171.009,-10.88839393,-7.778132444
1vwn,-10.69032,-12.34,-11.19056355,-162.291,-11.84403121,-8.040627145
1vyf,-6.04276,-6.57,-9.132052479,-114.357,-9.299613438,-11.121486
1vyg,-6.91459,-10.7,-9.615595348,-140.744,-10.17859398,-11.05240845
1w3j,-4.89904,-6.06,-7.294589575,-67.093,-7.15061247,-8.731402673
1w3l,-7.02393,-6.17,-8.303121845,-111.977,-8.110398772,-8.67614063
1w4o,-6.59618,-10.37,-8.040627145,-107.969,-5.948824145,-7.211696511
1w4p,-6.08041,-9.89,-7.943918571,-107.863,-6.109993589,-6.548552005
1w4q,-6.42853,-9.42,-8.095889187,-106.519,-6.243540761,-7.266958554
1w5v,-12.21503,-15.69,-13.4839383,-267.859,-10.0603917,-11.2596411
1w5w,-12.40733,-15.63,-13.30433667,-274.557,-10.06960849,-12.15764929
1w5x,-12.39318,-15.81,-13.15236605,-266.512,-10.06960849,-11.60502887
1w5y,-12.08834,-15.22,-13.66353994,-268.639,-10.0659308,-11.71555295
1w8l,-4.39104,-5.95,-7.114987937,-53.205,-5.351149981,-0.676960017
1w8m,-4.22483,-4.34,-6.576183026,-58.527,-5.960725484,-2.210481689
1wcq,-6.99687,-7.36,-8.040627145,-91.338,-6.151734579,-8.648509609
1wdn,-6.23718,-9.44,-7.639977339,-87.862,-7.356443051,-8.703771652
1we2,-5.48489,-7.15,-7.460375701,-65.53,-5.7511128,-6.023562603
1wht,-5.69219,-7.14,-8.234044293,-70.844,-7.258282701,-5.111738906
1wm1,-7.14026,-6.64,-8.67614063,-82.526,-8.816912217,-8.703771652
1ws4,-4.90354,-5.83,-6.6728916,-68.134,-6.882343119,-4.144653167
1ws5,-4.93889,-5.98,-6.700522621,-65.861,-7.057365277,-4.186099699
1wvj,-9.84232,-8.95,-8.938635331,-111.147,-8.493210793,-9.297838606
1x38,-8.16048,-8.53,-9.145867989,-108.35,-7.91563357,-12.11620276
1x39,-8.17179,-8.78,-8.897188799,-116.201,-9.381544535,-12.73790073
1x8d,-5.17796,-7.5,-7.515637744,-62.425,-5.661657226,-3.053227833
1x8j,-9.87508,-7.9,-10.16821577,-114.75,-9.484837067,-9.615595348
1x8r,-8.74906,-9.85,-10.51360353,-125.157,-10.25609465,-8.455092462
1x8t,-8.20971,-10.95,-10.38926394,-124.112,-10.28196373,-10.77609824
1xbo,-9.48787,-11.02,-11.08003947,-146.083,-8.208510751,-8.344568377
1xd0,-9.19824,-8.53,-10.7346517,-203.631,-9.50837532,-9.836643517
1xgi,-7.04764,-7.69,-8.220228782,-75.454,-8.776607155,-6.700522621
1xhy,-7.42089,-9.19,-8.386014909,-94.941,-7.788925256,-8.537985525
1xk5,-6.75194,-9.91,-8.372199398,-122.464,-10.74905115,-8.289306335
1xk9,-8.81179,-6.3,-9.062974926,-95.443,-7.500465041,-9.463624732
1xka,-7.56885,-11.13,-9.698488412,-140.862,-11.45614832,-9.505071264
1xpz,-6.03486,-5.84,-9.076790437,-74.659,-9.692914101,-9.781381475
1xq0,-6.29318,-5.78,-9.201130032,-87.72,-9.687800981,-8.759033694
1y0l,-7.94293,-10.36,-8.42746144,-102.01,-7.850014566,-12.4339595
1y20,-5.06266,-7.88,-7.515637744,-66.776,-6.988622243,-7.349851617
1y2f,-5.21296,-4.57,-8.358383888,-64.77,-6.507573909,-6.797231195
1y2g,-6.31161,-4.74,-9.270207584,-67.841,-6.030779741,-5.636728308
1y3n,-9.66766,-9.8,-9.104421458,-110.34,-9.342386909,-7.66760836
1y3p,-12.99142,-11.08,-11.43924274,-197.976,-10.23592241,-6.659076089
1y6r,-10.0018,-11.32,-9.187314521,-123.125,-9.364697681,-13.96748117
1yc1,-10.65986,-10.13,-10.03006067,-122.24,-8.945894,-8.524170014
1yc4,-7.95153,-8.89,-8.759033694,-89.558,-8.866172386,-9.049159416
1ydk,-5.18071,-7.98,-8.234044293,-117.65,-7.869316656,-8.137335719
1yei,-7.96324,-10.66,-9.187314521,-130.714,-9.247011912,-10.30637088
1yid,-6.81803,-7.75,-8.689956141,-97.489,-10.55374082,-6.907755279
1yqj,-12.38448,-11.08,-12.19909582,-159.255,-11.6722487,-11.24582559
1yqy,-8.41868,-5.81,-9.17349901,-135.444,-9.126891465,-10.52741905
1z3t,-7.61843,-6.29,-8.040627145,-92.318,-9.191412216,-5.44331116
1z3v,-7.76082,-6.25,-8.316937356,-93.677,-9.145012593,-5.678174839
1z6e,-11.10612,-8.55,-10.37544843,-203.687,-11.67735859,-13.42867626
1z6s,-5.86915,-7.4,-7.68142387,-69.95,-7.479773292,-5.995931582
1zhy,-10.96102,-10.35,-11.95041663,-162.727,-11.05172596,-9.007712884
1zog,-6.51706,-5.74,-8.703771652,-52.846,-6.350889358,-9.878090049
1zoh,-6.937,-5.37,-8.841926757,-62.465,-6.09048024,-9.670857391
1zp8,-9.36476,-7.55,-11.92278561,-207.675,-12.36263002,-12.11620276
1zpa,-8.71083,-9.52,-12.0333097,-217.231,-12.75663365,-11.60502887
220l,-5.26846,-5.72,-7.17024998,-45.293,-5.183173075,-4.69727359
2a31,-5.13554,-6.68,-6.755784663,-59.168,-6.760763773,-1.395366566
2a4m,-5.46716,-5.84,-7.584715296,-54.894,-6.755226966,-6.244610772
2a5b,-7.4232,-11.36,-8.137335719,-89.636,-6.992773876,-5.429495649
2a5c,-7.57642,-9.38,-8.054442655,-103.969,-7.247977211,-6.382765878
2aac,-6.96306,-6.79,-7.66760836,-68.644,-5.826439426,-3.067043344
2aj8,-8.00778,-6.57,-8.358383888,-95.716,-10.60743296,-8.565616546
2ans,-8.32041,-7.6,-9.933352091,-86.361,-8.917598453,-8.17878225
2aoc,-8.13689,-14.37,-12.0333097,-245.526,-10.90017457,-6.755784663
2aod,-8.39856,-15.02,-12.39251297,-265.132,-10.74536533,-7.819578976
2aoe,-7.71751,-13.98,-12.86224033,-259.874,-11.06370646,-10.52741905
2aog,-8.62212,-15.24,-12.64119216,-258.137,-10.98457859,-8.67614063
2aqu,-9.9752,-13.2,-13.29052116,-231.206,-11.4043093,-12.87605584
2arm,-5.85495,-4.19,-7.266958553,-78.678,-7.195264475,-11.23201008
2avm,-8.39598,-14.39,-12.21291133,-260.416,-10.78482288,-7.874841018
2avo,-10.67041,-10.83,-12.48922154,-234.575,-11.29940057,-12.22672684
2avq,-8.67783,-14.87,-12.62737665,-270.168,-10.71230619,-6.065009135
2avs,-11.18116,-11.89,-12.15764929,-225.877,-11.33816182,-10.45834149
2avv,-11.23941,-11.03,-12.76553176,-219.954,-11.20651705,-12.79316278
2b07,-7.46646,-10.44,-10.12676924,-144.868,-9.666217736,-8.883373289
2b4l,-4.82543,-8.45,-6.880124258,-71.62,-6.648347567,-6.589998536
2bfq,-9.21968,-12,-9.878090049,-196.282,-10.90607041,-9.518886774
2bfr,-7.19626,-10.59,-8.966266352,-150.546,-8.170072262,-7.253143043
2bjm,-8.89653,-7.16,-9.228761053,-74.039,-8.226719165,-5.111738906
2bmz,-4.63631,-5.55,-6.700522621,-63.464,-6.320588606,-5.111738906
2bo4,-4.68971,-8.85,-7.197881001,-60.153,-5.038165877,-6.368950367
2boh,-9.80439,-6.17,-9.960983112,-161.222,-10.46653409,-11.770815
2bpv,-10.53514,-11.72,-11.89515459,-223.845,-11.57798757,-10.5964966
2bpy,-11.19165,-10.7,-12.26817338,-221.448,-11.64558871,-10.22347781
2bq7,-8.90989,-6.42,-9.449809222,-155.079,-9.369066685,-9.739934943
2bqv,-11.16263,-11.73,-13.00039544,-230.433,-11.87470733,-11.121486
2bsu,-9.23912,-15.26,-13.51156933,-252.981,-10.99746785,-7.819578976
2bt9,-5.71067,-6.82,-7.43274468,-71.569,-6.115170176,-8.551801035
2bvd,-7.50464,-6.08,-7.736685912,-108.619,-6.829219156,-8.289306335
2byr,-10.21383,-8.53,-11.34253417,-182.203,-10.79175896,-11.81226153
2bza,-3.69581,-6.88,-6.589998536,-64.482,-4.782388398,-3.868342956
2c1p,-9.08747,-9.21,-9.449809222,-116.593,-10.35640956,-7.460375701
2c4v,-6.40765,-9.8,-7.819578976,-60.878,-5.059754071,-3.592032745
2c80,-5.8379,-10.38,-8.289306335,-137.535,-9.329740308,-7.363667127
2c92,-8.31068,-11.82,-9.505071264,-173.359,-10.33234035,-7.847209997
2c94,-8.60473,-11.24,-9.65704188,-166.273,-10.22574204,-9.422178201
2c97,-6.22108,-10.48,-8.386014909,-100.429,-7.52671354,-8.482723483
2ca8,-5.69893,-7.58,-7.612346317,-106.314,-7.512490208,-6.43802792
2cex,-7.31454,-9.13,-8.192597761,-94.71,-8.047637251,-6.493289962
2cht,-8.25254,-9.32,-8.42746144,-98.074,-6.419944886,-7.626161828
2cji,-9.21417,-7.13,-9.1596835,-161.492,-10.4909659,-11.35634968
2csn,-6.12373,-8.29,-8.095889187,-71.732,-6.756373192,-6.092640156
2d1n,-7.2071,-11.9,-9.988614133,-206.938,-10.70197052,-11.2596411
2dri,-6.93447,-6.94,-8.275490824,-74.245,-4.958223621,-9.518886774
2dw7,-4.39668,-5.48,-7.045910385,-50.575,-5.375295365,-6.493289962
2er6,-9.11891,-13.3,-13.26289014,-254.155,-10.5634895,-9.974798623
2ez7,-3.4089,-4.52,-6.065009135,-31.87,-6.167167346,-6.023562603
2f1g,-7.87739,-8.25,-9.104421458,-145.051,-10.96257954,-10.41689496
2f2h,-10.6108,-8.72,-10.55505007,-162.267,-9.22864429,-7.874841018
2f34,-7.71303,-8.54,-8.607063078,-115.927,-8.806625595,-9.518886774
2f35,-7.6527,-8.04,-9.062974926,-110.125,-8.857639828,-7.460375701
2f5t,-10.26456,-9.66,-9.878090049,-141.878,-9.322238796,-7.142618959
2f6t,-8.36022,-9.29,-9.726119433,-117.319,-8.685649846,-6.382765878
2f7o,-6.83294,-7.06,-7.736685912,-68.943,-7.482290522,-10.27873986
2f7p,-7.29159,-5.01,-7.888656529,-92.642,-9.043517161,-9.118236968
2f81,-9.78064,-10.49,-11.52213581,-197.797,-11.57689082,-14.53391711
2f8g,-9.44976,-10.16,-11.23201008,-192.532,-11.25271401,-12.01949419
2fgu,-11.53216,-12.54,-13.33196769,-215.348,-11.33281752,-12.68263869
2fgv,-11.25795,-12.28,-13.53920035,-228.686,-11.49609383,-8.455092462
2fpz,-6.79475,-5.93,-7.114987937,-57.25,-6.16513091,-5.470942181
2fqw,-9.02593,-10.52,-8.565616546,-115.805,-8.320516742,-9.228761053
2fw6,-5.65125,-8.47,-7.474191212,-83.914,-4.708406877,-4.034129083
2fwp,-5.63073,-8.43,-7.446560191,-83.17,-4.789391097,-4.034129083
2fx6,-6.14189,-7.16,-7.114987937,-57.596,-6.349303179,-5.111738906
2fxv,-9.10572,-9.89,-8.869557778,-144.416,-7.835168091,-7.391298149
2fzg,-7.00403,-5.05,-9.256392074,-112.416,-9.001401575,-4.669642569
2fzk,-7.01494,-7.24,-8.897188799,-85.16,-10.38307391,-4.973583801
2fzz,-12.6504,-9.32,-11.770815,-201.524,-11.83350011,-14.53391711
2g00,-12.51422,-10.47,-11.97804765,-192.431,-11.82462457,-13.45630728
2gh7,-7.64171,-13.52,-8.703771652,-119.964,-8.374806845,-17.96016373
2gst,-8.93766,-13.6,-11.39779621,-165.521,-10.162113,-8.386014909
2gsu,-5.88644,-4.49,-8.441276951,-92.652,-7.999739681,-4.95976829
2gv6,-8.21511,-10.1,-10.27873986,-145.816,-12.47488933,-10.14058475
2gv7,-9.02937,-10.51,-12.18528031,-186.839,-12.92647462,-10.84517579
2gvv,-6.23339,-5.33,-8.316937356,-75.235,-7.883335189,-5.388049118
