PDB,2.5_contacts,4.0_contacts,backbone_alpha,backbone_beta,backbone_other,sidechain_alpha,sidechain_beta,sidechain_other,ligand_HBD,receptor_HBD,hydrophobic,pi-cation,pi-pi,pi-t,salt_bridge,rot_bonds,Experimental
1j4r,3,236,0,0,23,11,78,127,0,2,41,0,0,0,0,16,-10.66557415
2hdr,3,96,0,0,16,0,27,56,1,1,7,0,0,1,1,3,-2.376267816
1zsr,13,385,0,37,38,0,161,162,7,4,39,0,0,0,3,22,-13.56683137
1sw2,3,90,0,4,0,14,40,35,0,3,22,4,0,0,3,2,-9.974798623
1afl,20,266,1,7,1,77,112,88,3,7,12,0,1,0,5,10,-8.67614063
1zsf,15,415,0,43,38,0,182,167,5,4,41,0,0,0,3,22,-13.70498647
7abp,18,198,0,0,1,64,3,148,4,4,14,0,0,0,0,4,-8.92481982
1afk,18,288,2,6,4,104,98,92,1,8,14,1,1,0,7,10,-9.145867989
1gvx,22,452,0,23,62,0,158,231,8,4,41,0,0,1,3,30,-9.974798623
1nc3,14,319,0,28,24,50,94,137,5,3,21,0,0,0,0,6,-6.907755279
1bzy,20,398,12,14,49,53,115,175,3,7,27,1,1,0,1,7,-11.52213581
2fx6,8,157,0,28,33,0,35,69,1,1,16,0,0,0,0,1,-5.111738906
1gvw,11,354,0,5,62,0,114,184,4,3,34,0,0,0,0,19,-9.615595348
1dud,13,207,18,28,0,50,105,19,1,11,10,0,0,0,2,7,-6.659076089
1c1v,15,304,0,26,64,0,49,180,5,0,23,0,0,0,0,7,-10.55505007
1c1u,10,282,0,16,73,0,33,170,3,0,34,0,0,0,0,4,-11.39779621
1c1r,12,268,0,18,77,0,34,151,5,0,29,0,0,0,0,4,-10.54123456
1bq4,31,268,1,0,11,148,73,66,0,17,6,1,0,0,13,6,-7.211696511
1bzh,19,305,15,2,22,65,21,199,1,12,20,0,1,0,4,16,-9.353100648
1r1j,10,226,1,10,0,111,28,86,2,5,33,1,0,1,2,9,-11.93660112
1r1h,11,291,3,15,0,163,39,82,2,4,33,2,0,2,6,10,-12.32343542
1bzc,21,309,14,2,25,63,17,209,1,11,34,0,2,0,2,8,-6.797231195
1af6,21,233,0,0,1,0,135,118,5,6,15,0,0,0,0,13,-2.514422922
3aid,1,77,0,15,11,0,9,43,0,1,15,0,0,0,0,12,-9.477440243
1rdt,7,271,11,2,3,223,14,25,0,5,43,0,0,0,1,3,-9.256392074
1dl7,5,155,0,0,16,0,44,100,0,2,35,4,1,0,1,7,-8.966266352
1drk,23,199,0,0,0,85,45,92,4,7,17,0,0,0,0,4,-9.422178201
1drj,21,211,0,0,0,86,50,96,4,7,17,0,0,0,0,4,-10.22347781
2bmz,10,141,0,31,13,0,78,29,2,4,9,0,0,0,0,10,-5.111738906
1bcd,9,162,0,3,10,0,105,53,0,1,4,0,0,0,0,2,-12.01949419
1jak,8,197,0,0,0,0,39,166,4,3,25,1,0,0,1,5,-7.695239381
1jao,8,210,3,3,36,56,32,88,2,3,30,1,1,0,0,8,-8.17878225
2j7d,17,213,0,0,0,1,118,111,4,4,15,0,1,0,0,8,-9.850459028
1rdi,7,78,0,2,6,0,41,36,0,2,3,0,0,0,0,4,-2.845995175
1u1w,12,224,10,6,20,39,84,77,1,7,16,0,0,0,2,3,-8.082073676
1rdj,7,71,0,2,6,0,43,27,0,1,4,0,0,0,0,4,-2.293374753
1rdl,7,75,0,3,6,0,41,32,1,1,4,0,0,0,0,6,-3.094674365
1rdn,5,87,0,4,6,0,45,37,1,0,6,0,0,0,0,6,-2.542053943
2c80,17,261,3,16,5,63,45,146,3,9,23,0,0,0,5,16,-7.363667127
3gst,18,342,5,18,11,88,91,147,4,7,39,0,0,1,3,13,-9.284023095
1e1x,6,257,0,12,22,6,193,30,2,1,16,0,0,0,0,6,-8.137335719
1d5r,21,202,9,2,27,88,14,83,1,10,1,0,0,0,3,5,-2.514422922
1wht,9,153,4,3,16,18,22,99,0,8,24,0,2,0,2,5,-5.111738906
1fwv,7,161,0,0,26,0,24,118,3,5,5,0,0,0,0,17,-5.139369928
1duv,27,400,15,0,36,169,51,156,7,12,11,0,0,0,4,10,-16.30230246
2aj8,4,186,6,1,0,36,0,147,1,3,30,0,1,1,2,3,-8.565616546
1xge,11,119,0,8,9,0,36,77,0,4,6,0,0,0,3,1,-6.465658941
1w8l,1,77,0,2,5,0,57,14,0,1,12,0,0,0,0,0,-0.676960017
1w8m,4,90,0,2,8,0,70,14,0,2,12,0,0,0,0,3,-2.210481689
2j7b,14,199,0,0,0,0,87,126,4,5,7,0,1,0,0,5,-9.145867989
1rql,5,108,0,5,11,12,25,60,0,4,12,0,0,0,3,1,-3.799265403
1xgi,9,192,6,40,5,54,31,65,0,5,13,0,0,2,0,5,-6.700522621
1tuf,6,140,0,0,12,36,0,98,0,4,15,0,0,0,3,8,-5.595281776
1d2e,21,345,34,2,26,168,30,106,2,12,17,1,0,0,1,9,-8.289306335
1fpc,8,289,0,30,35,0,84,148,3,1,44,0,0,0,1,10,-9.670857391
1w5v,11,481,0,17,57,0,139,279,5,3,49,0,0,0,0,17,-11.2596411
1kjr,14,262,0,2,0,0,266,8,5,4,15,1,0,0,0,14,-8.372199398
1z1r,11,347,0,16,46,0,122,174,5,2,22,1,0,0,0,11,-12.73790073
1ejn,9,295,0,49,73,0,65,117,5,3,19,0,0,0,1,4,-7.764316934
1mmr,14,237,7,8,39,57,72,68,3,2,22,0,0,0,2,8,-7.460375701
1oif,12,144,0,0,0,0,53,103,5,2,10,2,0,0,2,4,-10.66557415
1rzx,14,290,1,37,13,91,128,34,3,10,29,0,0,0,3,26,-5.664359329
1ps3,14,192,0,0,14,8,0,184,8,1,15,0,0,0,0,5,-3.149936407
1ur9,12,303,0,1,24,9,148,133,3,5,30,0,0,0,0,14,-7.971549592
6abp,13,195,0,0,0,69,9,130,3,4,9,0,0,0,0,4,-8.786664715
1lzq,14,411,0,43,52,0,129,201,4,5,48,1,0,0,0,21,-11.59121336
2b07,13,267,12,1,18,65,17,167,0,8,22,0,0,0,3,9,-8.883373289
1pzp,0,182,26,0,1,98,39,18,0,0,30,0,0,0,0,6,-4.572933995
1fiv,15,502,0,43,53,0,162,259,7,5,53,2,0,0,0,23,-9.104421458
1ohr,7,291,0,8,38,0,97,155,3,1,33,0,0,0,2,12,-12.01949419
1pzo,1,182,0,21,2,24,113,23,0,2,20,1,0,0,0,5,-4.586749505
1pzi,14,199,0,0,22,12,51,128,3,6,20,0,0,0,0,10,-5.830145456
1srg,10,237,0,2,22,0,156,67,0,6,37,0,0,1,0,4,-7.322220596
1qbq,9,175,0,0,0,88,26,70,0,6,17,0,0,0,4,9,-11.46687376
1sri,9,263,0,3,11,0,185,73,1,5,48,0,2,2,0,4,-8.399830419
1bhf,16,330,0,28,14,65,175,64,1,12,29,1,0,0,6,20,-6.051193624
1uj6,15,201,10,11,30,66,34,65,2,9,7,0,0,0,2,9,-4.21373072
1aaq,15,342,0,27,42,0,125,163,6,4,28,0,0,0,2,19,-11.60502887
1g2l,12,288,0,22,61,0,19,198,4,1,47,0,1,2,0,13,-10.00242964
1urg,12,204,0,0,0,24,23,169,4,3,16,0,0,0,0,12,-8.040627145
1g2k,7,398,0,15,46,0,138,206,2,3,39,0,0,0,0,13,-10.9971464
1syi,19,282,7,27,4,74,124,65,4,7,25,1,0,0,2,4,-7.515637744
1kav,15,264,11,1,23,51,15,178,0,9,31,0,1,0,1,7,-8.040627145
2hs2,9,325,0,22,50,0,98,164,4,5,21,0,0,0,0,14,-11.48068927
2hs1,11,329,0,28,39,0,113,160,3,4,25,0,0,0,0,14,-11.71555295
1v0k,10,173,0,0,0,0,59,124,2,3,7,1,0,0,2,7,-7.045910385
1o0m,12,224,0,30,0,48,125,33,1,8,7,0,0,0,4,6,-7.114987937
1imx,3,118,2,0,19,56,0,44,1,1,20,0,0,0,0,34,-4.863059716
1hlk,7,227,0,1,18,6,31,178,0,4,27,2,0,2,5,4,-6.907755279
2sim,16,247,0,0,5,0,114,144,4,8,12,0,0,0,3,9,-4.724904611
1yei,9,254,0,2,25,0,167,69,1,5,49,0,3,0,0,9,-10.30637088
1f4x,13,182,0,20,18,0,106,51,3,3,15,0,0,0,0,9,-7.722870402
2c1p,3,186,0,12,8,0,154,15,1,2,23,0,0,1,0,6,-7.460375701
2f1g,3,219,0,7,51,18,16,130,2,0,23,1,2,0,0,10,-10.41689496
2i0a,10,338,0,14,44,0,123,167,3,3,35,0,0,0,0,15,-15.74968204
2i0g,3,223,14,0,0,183,17,12,2,0,18,0,0,1,0,3,-13.42867626
1ua4,10,289,12,4,19,70,94,100,1,6,15,0,0,0,1,7,-5.830145456
1dhj,10,332,3,41,0,152,91,55,1,4,27,0,0,0,3,11,-9.049159416
2f81,12,357,0,21,51,0,114,183,4,5,31,0,0,0,0,14,-14.53391711
1vot,7,206,0,10,17,34,5,147,1,1,44,1,2,0,1,1,-9.118236968
1m7y,25,400,10,4,8,79,43,281,3,12,33,1,1,0,4,13,-15.14179957
2il2,8,391,0,13,44,0,190,152,3,3,36,1,0,0,2,13,-9.809012496
1gi9,12,214,0,12,56,0,28,130,5,0,16,0,0,0,0,5,-7.211696511
1rgk,13,197,0,0,13,0,79,118,2,8,10,1,2,0,3,7,-5.954485051
1rgl,14,206,0,0,19,0,86,115,1,7,13,1,3,0,3,7,-6.120271177
1hpo,3,266,0,21,21,0,74,153,2,4,28,0,0,0,0,7,-12.73790073
1gi1,9,239,0,8,71,0,24,145,4,0,26,0,0,0,0,4,-7.557084275
1y2g,0,130,0,0,2,0,120,8,0,0,24,0,2,0,0,3,-5.636728308
1gi7,6,178,0,2,72,0,6,104,3,0,19,0,0,0,0,4,-6.230795262
1gi6,14,226,0,14,61,0,29,136,3,1,22,0,0,0,0,4,-8.593247567
7upj,3,259,0,17,19,0,75,151,1,4,25,1,0,0,0,7,-11.72936846
1gi4,12,240,0,17,67,0,30,138,4,0,25,0,0,0,0,4,-9.933352091
1lkk,24,353,0,17,14,67,197,82,1,15,38,1,0,0,6,20,-9.463624732
1hpv,10,332,0,14,51,0,114,163,3,4,37,0,0,0,0,14,-12.73790073
1w3j,9,155,0,0,0,0,58,106,4,3,8,2,0,0,2,8,-8.731402673
1hps,11,347,0,14,55,0,86,203,4,3,38,0,0,0,0,18,-12.73790073
1qxk,19,346,11,0,14,131,1,208,3,11,38,0,1,0,1,17,-6.976832832
1lah,16,250,2,20,16,44,83,101,6,4,23,1,0,0,3,6,-10.38926394
1ksn,8,287,0,6,80,0,24,185,3,1,46,0,2,0,0,10,-12.98657992
1abf,14,198,0,0,1,60,4,147,4,4,13,0,0,0,0,4,-7.488006722
2br1,2,252,0,31,9,0,188,26,0,2,29,0,0,0,0,8,-7.101172427
1dqx,20,318,0,14,17,15,114,178,2,9,12,0,0,0,1,7,-15.26613917
1amw,12,225,7,0,13,85,45,87,1,5,7,0,0,0,2,9,-6.272241793
1li3,7,151,16,0,0,139,0,3,1,1,30,0,0,0,0,1,-5.871591987
1c5o,7,152,0,24,36,0,59,40,3,0,16,0,0,0,0,2,-4.821613185
1c5n,8,171,0,31,34,0,61,53,3,0,12,0,0,0,0,2,-6.493289962
1k1n,12,247,0,11,77,0,24,147,5,1,20,0,0,0,0,13,-9.422178201
1c5c,7,224,0,1,4,0,101,125,0,6,27,0,1,1,2,3,-9.615595348
1pvn,16,353,1,14,56,9,81,208,3,8,10,0,0,0,0,7,-13.56683137
1v2q,10,214,0,10,77,0,30,107,4,2,19,0,0,0,0,11,-5.70580586
1w96,6,263,12,8,5,174,51,19,1,1,38,0,0,0,0,6,-11.61884438
1izi,15,436,0,37,59,0,157,198,5,3,38,0,0,0,0,21,-9.104421458
1c5z,8,148,0,14,49,0,26,67,4,0,12,0,0,0,0,2,-5.540019734
1c5y,9,173,0,15,53,0,23,91,3,1,10,0,0,0,0,2,-5.802514434
1c5x,9,171,0,17,47,0,26,90,3,0,10,0,0,0,0,2,-9.228761053
2f8i,1,106,0,8,0,0,99,0,0,1,17,0,0,0,1,2,-10.03006067
1dqn,18,285,7,18,38,31,67,142,2,7,13,0,3,1,0,7,-11.05240845
2hb3,11,336,0,15,50,0,100,182,3,4,30,0,0,0,0,15,-15.68060448
1c5s,7,176,0,11,61,0,27,84,3,0,11,0,0,0,0,2,-8.289306335
1v2w,10,245,0,11,92,0,29,123,5,1,22,0,0,0,0,11,-5.540019734
1c5q,9,178,0,14,60,0,30,83,3,0,13,0,0,0,0,2,-8.786664715
1c5p,9,170,0,12,62,0,28,77,4,0,19,0,0,0,0,2,-6.465658941
1c5t,11,188,0,12,62,0,30,95,3,1,12,0,0,0,0,2,-5.664359329
1n4k,27,315,5,0,14,183,21,119,0,20,4,0,0,0,10,9,-13.88458811
1oba,0,44,0,0,5,0,38,1,0,0,15,4,0,0,0,3,-3.370984576
1bgq,8,244,27,3,0,119,77,26,2,1,28,0,0,0,0,2,-11.83989255
1v2t,9,235,0,11,85,0,28,120,5,1,18,0,0,0,0,11,-6.507105473
1tnh,8,125,0,3,49,0,13,68,3,0,13,0,0,0,1,2,-4.655827058
1ecv,13,210,10,1,6,51,15,140,0,11,22,0,1,0,2,3,-6.700522621
2cji,2,204,0,46,24,0,70,66,0,1,42,0,0,0,0,5,-11.35634968
1hyo,13,139,0,15,7,45,44,41,0,6,12,0,0,0,4,4,-5.622912797
1ecq,18,252,0,8,12,18,107,125,2,7,7,0,0,0,6,8,-4.144653167
1hp0,9,196,0,0,9,82,10,104,4,1,24,0,3,0,0,6,-9.256392074
1tnj,6,128,0,18,45,5,8,58,4,0,8,0,0,0,1,3,-2.707840069
1sdt,11,358,0,17,30,0,113,209,3,3,43,0,0,0,2,14,-12.80697829
1sdu,9,353,0,14,32,0,107,209,3,2,43,0,0,0,2,14,-13.91221913
1sdv,10,351,0,18,35,0,109,199,3,2,36,0,0,0,2,14,-12.07475623
9abp,18,223,0,0,2,85,14,140,5,5,9,0,0,0,0,6,-11.05240845
2gvj,2,277,0,6,11,18,132,112,0,1,61,0,2,0,0,8,-13.15236605
7hvp,20,486,0,61,47,0,209,189,9,5,38,0,0,0,2,28,-13.29052116
1q95,27,297,14,0,4,90,42,174,0,20,8,0,0,0,11,6,-10.45834149
1hbv,11,313,0,16,45,0,92,171,5,4,36,0,0,0,4,15,-8.800480225
1xkk,3,428,0,31,25,30,244,101,1,1,56,0,0,1,0,11,-11.770815
1ent,9,355,0,4,64,0,127,169,3,3,35,0,0,0,0,19,-9.615595348
1pyn,21,338,12,2,24,141,19,161,2,12,34,0,0,0,2,19,-7.584715296
1xka,9,261,0,7,74,20,23,146,3,2,38,1,0,0,1,10,-9.505071264
2gvv,6,140,0,0,2,0,38,106,1,3,11,0,0,0,0,5,-5.388049118
1zhy,1,176,2,0,1,30,61,83,2,0,23,0,0,0,0,6,-9.007712884
1g7g,25,361,11,0,18,68,14,275,2,11,40,0,0,0,5,19,-9.118236968
1h9z,1,209,1,0,12,160,0,37,0,0,35,0,0,1,0,5,-7.488006722
1nl9,17,286,13,1,17,94,12,166,2,11,29,0,2,0,1,12,-8.234044293
1xpz,7,205,0,1,19,18,66,108,2,1,17,1,0,1,1,7,-9.781381475
1zp8,10,348,0,28,37,0,112,181,4,3,36,0,0,0,0,17,-12.11620276
1n5r,4,160,0,0,33,1,0,130,0,1,43,0,5,0,0,9,-7.819578976
1g7v,18,340,0,2,33,26,58,239,0,13,10,0,0,0,5,16,-8.841926757
1w3l,22,271,0,0,22,0,116,155,6,6,20,2,0,0,2,20,-8.67614063
1mai,21,251,0,0,14,0,175,83,0,13,5,0,0,0,7,9,-9.228761053
1uv6,0,145,0,17,10,0,58,60,1,0,27,4,0,0,0,4,-7.073541406
1apv,17,276,0,4,52,1,91,145,6,2,17,0,0,0,0,16,-12.4339595
1xk9,3,177,0,26,1,0,73,80,1,2,41,0,3,0,0,3,-9.463624732
1s63,2,81,0,0,0,75,5,3,0,1,17,1,0,4,0,5,-12.50303706
2pcp,0,110,0,2,12,0,72,24,0,0,38,2,0,4,0,2,-12.01949419
2avv,8,336,0,13,45,0,94,192,2,1,39,0,0,0,2,14,-12.79316278
2avq,26,467,0,54,57,0,183,199,8,5,40,0,0,0,2,30,-6.065009135
1y3n,20,288,6,0,0,127,143,32,3,6,16,0,0,0,2,9,-7.66760836
2avs,8,383,0,20,30,0,114,227,4,4,49,0,0,0,2,14,-10.45834149
1kel,10,234,0,0,8,0,167,69,0,9,44,1,2,0,4,10,-10.05769169
4tmk,28,613,36,3,35,387,73,107,2,16,46,0,1,0,10,20,-10.63794313
1v2k,0,235,0,44,31,0,67,93,0,0,58,0,1,1,0,4,-8.551801035
2avo,6,350,0,19,25,0,103,209,4,2,44,0,0,0,2,14,-12.22672684
1y3p,35,484,9,2,2,175,141,190,4,14,20,0,0,0,5,19,-6.659076089
1nz7,23,322,13,1,23,125,11,172,2,16,26,0,1,0,3,19,-9.836643517
1o2o,13,264,0,17,67,0,38,155,5,0,24,0,0,0,0,7,-8.786664715
1qpb,4,80,0,0,11,25,0,48,1,1,4,0,0,0,0,1,-1.878909436
1xk5,13,319,0,41,5,0,211,75,2,7,21,1,3,0,2,18,-8.289306335
2gv7,17,352,0,12,113,0,27,217,8,2,25,0,0,0,1,12,-10.84517579
1g85,3,77,0,3,0,0,70,7,0,0,6,0,0,0,0,6,-7.570899786
1iiq,15,437,0,38,47,0,180,187,6,3,43,0,0,0,2,22,-10.3340019
2avm,24,458,0,49,62,0,171,200,7,5,27,0,0,0,2,30,-7.874841018
1hpx,4,313,0,9,54,0,85,169,2,1,30,0,0,0,0,15,-15.55626489
2c4v,21,215,0,6,15,0,56,159,1,11,8,0,0,0,7,6,-3.592032745
2aoe,16,442,0,44,64,0,147,203,9,4,35,0,0,0,4,30,-10.52741905
1fl3,2,245,0,0,28,0,126,93,0,1,56,0,2,1,0,7,-9.394547179
1v2n,12,306,0,41,59,0,111,107,5,1,36,0,1,1,0,6,-8.151151229
5tmp,23,659,33,7,34,456,64,88,1,16,38,0,1,0,11,20,-10.32018639
1i7z,1,183,0,2,15,0,88,79,0,1,32,1,0,0,0,5,-8.841926757
1apb,14,207,0,0,0,70,1,150,3,4,15,0,0,0,0,4,-8.040627145
1f0s,2,200,0,50,19,0,83,50,1,0,37,0,2,2,0,5,-10.69320517
1v2l,6,156,0,9,55,0,34,64,3,0,13,0,0,0,0,2,-5.926854029
1nli,8,182,1,14,18,88,62,7,3,3,19,0,2,0,0,1,-4.95976829
1f0t,13,254,0,13,83,0,27,144,5,2,28,0,2,0,0,8,-8.289306335
1aj7,8,228,0,2,20,0,173,41,0,7,27,1,1,0,3,8,-5.346602586
1b55,34,369,0,6,12,0,227,158,0,15,3,0,0,0,8,10,-10.22347781
1r0x,18,277,30,2,36,152,13,62,1,11,7,0,0,0,5,11,-5.291340544
1cnx,11,225,10,0,11,63,59,93,3,2,11,0,0,0,1,12,-10.18203128
1cny,6,225,1,1,13,45,76,95,3,0,13,1,0,1,1,16,-10.84517579
2fgi,6,346,0,24,10,25,246,47,1,2,45,1,0,0,1,13,-10.14058475
1cnw,7,212,0,0,20,24,48,127,3,1,12,0,0,0,0,14,-10.66557415
1r0p,5,286,0,21,16,0,171,83,1,2,39,0,0,0,0,5,-11.05240845
1ai7,4,118,0,15,0,21,54,32,0,0,22,0,0,0,0,1,-5.650543818
2eum,19,323,3,0,0,249,0,90,3,4,29,0,0,0,1,38,-9.256392074
1byk,28,380,8,10,10,130,106,144,5,11,11,0,0,0,1,13,-6.907755279
2fgu,11,391,0,16,44,0,129,213,3,2,39,0,0,0,2,14,-12.68263869
2cf9,7,256,0,44,33,0,87,99,3,1,45,0,0,0,0,8,-10.80372926
2cf8,7,263,0,47,31,0,90,102,3,1,42,0,0,0,0,7,-11.19056355
1sr7,5,302,23,0,2,260,0,22,0,1,44,0,0,0,0,6,-13.95366566
1uto,5,134,0,7,40,0,16,76,1,0,13,0,0,0,1,3,-3.136120897
1nq7,5,197,3,1,9,131,9,49,0,4,27,0,0,0,2,6,-9.394547179
1sh9,11,343,0,22,44,0,111,177,3,2,35,0,0,0,0,19,-8.330752867
1q1g,8,266,0,35,4,18,87,130,2,1,22,0,0,1,2,5,-11.83989255
1thz,8,278,7,0,8,86,11,174,1,6,29,0,1,0,3,6,-7.114987937
1q84,13,376,1,4,32,59,6,287,2,5,86,0,11,2,0,14,-15.26613917
1gny,9,215,0,1,17,0,91,115,4,3,15,0,0,0,0,20,-5.719621371
2ihq,3,249,21,0,1,205,0,25,1,1,33,0,0,1,0,2,-11.72936846
1p28,4,69,0,0,0,69,0,4,0,1,5,0,0,0,0,2,-7.488006722
2gv6,14,258,0,48,52,0,61,111,4,2,25,0,0,0,0,11,-10.14058475
1t4v,7,270,0,42,43,0,84,108,3,0,37,0,1,2,1,10,-10.61031211
1udt,3,249,10,0,2,186,0,54,1,1,39,0,2,1,0,7,-12.84842482
1z95,6,339,35,0,0,282,0,28,2,1,30,0,0,0,0,7,-5.94066954
4std,3,251,4,0,0,98,109,43,0,1,39,0,0,2,0,4,-14.27142241
1pkx,21,388,35,21,48,68,36,201,4,15,11,0,0,0,2,6,-9.560333306
1gnn,19,387,0,32,49,0,144,181,7,5,23,0,0,0,0,20,-7.847209997
1gno,20,384,0,30,54,0,142,178,7,6,23,0,0,0,0,20,-10.63794313
1gnm,18,376,0,28,43,0,153,170,8,4,22,0,0,0,1,20,-8.634694099
1q65,8,269,0,14,15,93,103,52,4,0,33,0,2,0,1,7,-7.543268765
1q66,8,326,0,10,33,98,127,66,6,1,46,0,2,0,0,6,-7.971549592
1jyq,32,469,0,32,41,88,193,147,3,17,34,2,1,0,4,20,-12.01949419
1ogx,9,141,1,0,0,45,104,0,1,1,12,0,0,0,0,1,-8.41364593
1q63,12,295,0,10,20,0,140,137,4,2,25,0,1,0,0,5,-8.082073676
1rle,16,325,0,37,4,0,216,84,2,6,12,0,0,0,7,12,-8.012996124
1vwn,10,333,0,4,3,0,256,80,1,8,50,0,1,1,0,10,-8.040627145
1bhx,14,286,0,56,43,0,90,111,5,1,33,0,0,2,1,9,-9.449809222
2jxr,11,362,0,3,45,0,130,195,5,2,35,0,0,0,0,17,-9.739934943
2a5b,10,242,0,0,0,0,193,59,3,3,16,0,2,0,0,5,-5.429495649
2a5c,8,220,0,0,18,0,138,72,3,4,18,0,1,1,0,5,-6.382765878
1fzq,17,332,32,5,25,89,26,172,2,10,12,0,0,0,1,9,-10.52741905
1aid,2,194,0,2,4,0,123,67,1,0,27,0,0,0,2,7,-6.659076089
1e2k,10,261,0,0,2,172,28,69,4,3,39,0,1,0,0,4,-6.824862216
1egh,16,181,9,8,12,89,51,28,0,11,3,0,0,0,5,3,-7.874841018
1h0a,30,270,8,0,7,200,0,85,0,13,1,0,0,0,9,9,-7.515637744
1q8w,3,201,0,15,5,0,148,36,1,1,26,0,0,0,2,2,-7.239327532
1q8u,3,219,0,13,14,0,140,55,3,1,25,0,0,0,2,2,-8.234044293
1hxb,10,383,0,22,49,0,127,195,4,1,41,0,0,0,2,14,-13.70498647
1onz,18,249,12,1,14,85,13,142,0,12,18,1,1,0,1,5,-7.045910385
1dzk,0,88,0,8,0,0,71,9,0,0,13,0,0,0,0,3,-8.42746144
1ony,24,311,13,1,19,102,12,188,2,11,28,0,0,0,2,16,-9.353100648
1w4p,13,197,0,25,0,55,104,26,1,9,3,0,0,0,4,5,-6.548552005
1w4q,14,213,0,35,0,54,110,28,1,11,7,0,0,0,4,5,-7.266958554
1nfw,3,202,0,30,26,2,55,92,0,2,42,0,2,2,0,5,-12.37869746
2j7g,16,211,0,7,0,0,115,105,5,6,17,0,1,0,0,7,-9.670857391
1nfu,9,286,0,45,44,0,95,111,2,0,55,0,1,0,0,7,-10.69320517
1lbf,22,378,0,15,26,5,187,167,4,12,21,0,0,0,3,12,-10.84517579
4rsk,12,178,0,27,0,46,96,21,1,6,5,0,0,0,3,6,-5.968300561
1fhd,14,230,0,0,1,0,50,193,2,5,12,0,1,2,0,7,-9.422178201
1z6e,6,309,0,47,41,0,85,142,2,3,55,1,3,1,0,8,-13.42867626
1nfx,2,211,0,35,21,0,62,95,0,1,45,0,3,1,0,7,-11.770815
1z6s,15,241,0,9,0,45,121,81,3,6,15,1,1,0,4,7,-5.995931582
1wcq,15,257,0,0,0,0,195,77,3,6,14,1,0,0,5,11,-8.648509609
1g4o,8,211,0,0,19,10,53,137,3,1,25,0,0,0,0,5,-11.39779621
1g4j,7,218,0,0,18,15,54,138,3,1,14,0,0,0,0,5,-12.01949419
1bp0,16,226,3,8,0,24,103,104,2,9,2,0,0,0,3,5,-7.460375701
2bal,5,238,0,27,0,11,204,1,2,1,16,0,0,0,0,6,-8.717587162
1n1t,20,255,0,0,0,0,124,151,4,9,12,0,0,0,3,9,-5.318971565
1m9n,21,398,33,24,48,68,40,206,4,13,12,1,0,0,2,6,-9.560333306
1uz8,12,240,0,0,38,0,102,112,4,6,21,0,0,0,0,16,-6.852493237
1f3e,17,237,0,12,16,74,101,51,3,1,35,0,2,0,0,2,-9.256392074
4fiv,14,476,0,44,42,0,144,260,6,4,47,2,0,0,0,21,-9.007712884
1uz4,12,180,0,0,0,0,51,141,4,4,18,0,0,0,0,4,-4.69727359
1nh0,12,469,0,35,57,0,166,223,5,6,36,0,0,0,1,23,-13.45630728
1mes,10,356,0,14,49,0,99,204,2,4,36,0,0,0,0,14,-10.63794313
1g3b,15,273,0,19,82,0,34,153,4,0,26,0,0,0,2,6,-7.93010306
1g3e,11,211,0,16,59,1,28,118,4,0,23,0,0,0,0,6,-7.43274468
1g3d,15,214,0,14,69,0,32,114,5,0,23,0,0,0,1,6,-7.66760836
1szd,17,384,6,6,50,24,29,286,2,8,15,0,0,0,1,15,-6.272241793
2g00,8,308,0,39,52,0,68,157,4,2,50,0,2,3,1,7,-13.45630728
5std,4,262,0,0,0,59,105,102,0,1,47,2,1,2,0,5,-14.49247058
1mjj,6,267,0,0,9,0,167,97,1,6,43,0,1,0,3,14,-12.07475623
1g36,10,264,0,38,48,0,82,106,4,0,35,0,0,2,0,7,-9.90572107
1k4h,11,278,0,11,14,76,122,66,3,2,36,0,2,0,0,6,-7.059725895
1pro,6,387,0,20,41,0,123,209,2,4,44,0,0,0,0,13,-15.61152693
1n1m,7,147,5,0,0,65,2,82,3,2,17,0,0,0,3,3,-7.874841018
1lor,22,339,0,14,11,18,132,186,3,10,9,0,0,0,1,7,-15.27995468
1kyv,14,317,0,35,11,84,63,138,4,4,38,1,5,0,0,9,-8.17878225
2bjm,2,113,0,0,0,0,99,16,1,0,27,0,7,2,0,1,-5.111738906
1g48,7,157,0,0,11,17,45,91,1,1,9,0,0,0,0,5,-11.61884438
1g45,8,217,0,0,20,10,53,142,3,1,25,0,0,0,0,5,-11.93660112
1lox,5,188,3,0,6,99,0,85,0,1,31,0,0,0,3,9,-7.626161828
2cbv,9,187,0,0,0,0,71,125,3,3,9,2,0,0,2,4,-7.570899786
1nf8,11,229,7,0,10,64,35,124,1,7,34,0,0,0,3,5,-10.80372926
1fao,28,340,0,0,20,0,222,126,0,14,2,0,0,0,8,10,-10.18203128
2h4g,13,210,12,1,14,57,14,125,1,8,20,0,0,1,3,6,-9.007712884
1tni,6,96,0,7,38,2,10,45,3,0,5,0,0,0,1,5,-5.526204223
1iih,9,205,0,22,22,0,73,97,0,6,7,0,0,0,3,5,-3.992682551
2ypi,15,162,0,16,19,0,44,98,0,9,3,0,0,0,3,3,-6.659076089
1hos,5,325,0,20,37,0,93,180,3,3,39,0,0,0,0,20,-11.81226153
1me8,14,262,0,11,50,0,74,141,2,9,3,0,0,0,0,7,-9.933352091
1f0r,4,215,0,7,70,0,25,117,2,0,37,0,2,1,0,6,-10.58268109
