PDB,MMGBSA_dG_Bind_Coulomb,MMGBSA_dG_Bind_Covalent,MMGBSA_dG_Bind_Hbond,MMGBSA_dG_Bind_Lipo,MMGBSA_dG_Bind_Packing,MMGBSA_dG_Bind_Solv_GB,MMGBSA_dG_Bind_vdW,Lig_Strain_Energy,Experimental
1ofz,-25.23651622,-1.491975787,-3.606855653,-17.28497808,0,18.50849172,-16.39620602,1.679508344,-6.382765878
2bt9,-24.23835656,-0.93693369,-3.407750607,-19.58930337,0,10.98501107,-19.91540843,4.876416757,-8.551801035
1ct8,-57.80366676,0.608063649,-4.372709521,-33.75892492,-3.382702682,64.74691155,-56.57121669,10.35448049,-9.007712884
1hih,-46.57551681,3.593751285,-2.610487589,-68.51996847,-0.466385528,49.2105435,-79.45860257,14.60911984,-11.121486
2arm,-28.88826042,1.572878057,-1.409873142,-19.39927218,0,37.36456167,-32.67738067,4.46436285,-11.23201008
2bvd,-33.66541686,2.123786883,-8.013727757,-24.79010149,0,54.83740495,-34.65099913,13.04967701,-8.289306335
1a99,-146.4452025,1.053022211,-2.409846708,-21.51039371,0,129.2997823,-20.70833232,1.079277157,-7.874841018
1sgu,-23.94029042,-0.372543929,-3.685059054,-71.18716607,-0.111431582,51.60215484,-82.63812002,13.0511524,-7.41892917
2j34,-38.81019211,3.667702459,-0.426413014,-53.85425031,0,73.3896743,-63.87987797,4.902808456,-10.80372926
1msn,-23.6126847,-2.050061007,-2.457889151,-71.53994655,-0.05348245,44.61128322,-84.82381728,8.130421806,-12.5582991
2aac,-26.94775387,-0.038785976,-2.652172425,-22.70179131,0,20.54455705,-24.49897041,4.881325382,-3.067043344
1h1h,-263.1218851,5.06966052,-14.99051802,-3.86717756,-0.001013119,252.7040444,-28.19965598,6.457371308,-7.211696511
1e4h,1.139328415,0.599585989,0,-46.3184981,0,6.085677374,-33.80933708,0.472836373,-11.61884438
1efy,-25.65763637,0.711643181,-1.277911309,-19.45818422,-5.793805165,26.55399949,-40.41016174,0.874567545,-11.35634968
1g46,-1.940693523,0.929864948,-2.037009394,-19.63725052,-0.4663632,-3.601969101,-29.82717579,2.321494079,-12.15764929
1gcz,-20.62853678,1.497578066,-0.967230025,-32.05015199,-0.521632724,14.02999801,-39.38614406,1.509171183,-7.087356916
1xhy,-109.8473783,3.264870744,-11.89984124,-26.01585418,0,115.1598963,-30.94964002,4.384759648,-8.537985525
1c84,-98.10361956,6.839748034,-10.18720442,-16.05397008,-1.275069423,98.09572765,-33.28385761,7.037612827,-6.907755279
1c86,-109.8596524,4.687012195,-10.80193697,-21.48275018,-0.787820726,107.5664253,-38.21943468,3.976425546,-6.493289962
1d6v,22.14857915,3.536806676,-1.267082597,-47.28449854,-3.968440269,3.083466575,-49.46096737,4.360577883,-8.524170014
5er2,-24.65140914,8.917577187,-3.72214797,-85.44441705,-0.000166567,57.93109432,-101.1149424,26.4289698,-9.076790437
1c83,-147.7389837,4.164872418,-9.98806045,-11.81833457,-0.489890958,134.9166569,-34.88181697,3.188459453,-6.700522621
2ans,-56.7791352,2.242744916,-3.624917549,-29.58836102,-2.182787352,56.02364254,-38.54059842,1.256631012,-8.17878225
1pfu,0.932484023,1.885678973,-1.614801681,-27.08156582,0,0.569725517,-27.92231711,1.597028636,-3.757818872
1eix,-52.93813251,1.34175275,-16.52767089,-18.7560053,0,54.70181675,-36.98260432,9.132676075,-15.27995468
1tvo,72.98825234,0.871382273,-2.222052473,-23.67307659,-1.43966953,-71.42089205,-47.52426972,4.60674421,-9.463624732
1o0n,-62.65540191,0.237291019,-9.580057047,-7.674803073,-0.070228691,54.84504073,-32.8168052,1.862794298,-5.650543818
1o0o,-151.4558427,2.864733871,-17.94312439,-2.979710379,-3.903078276,139.3727461,-24.08646483,3.877257961,-7.045910385
1z3t,-56.34371998,1.409983293,-7.110110894,-22.16317825,0,70.52647203,-37.77840101,4.452034789,-5.44331116
1z3v,-55.19159398,1.563308281,-7.169555823,-22.10100071,0,68.58033608,-35.9174996,4.407103921,-5.678174839
1o0f,-147.925509,6.837567819,-15.51374834,-6.133771226,-3.56668355,143.9305256,-27.0091117,6.463177082,-7.322220596
1ezq,-235.9881709,2.286728634,-6.958885835,-46.07990648,-3.687256901,284.7888285,-55.87985607,9.242242858,-12.50303706
1kmy,-19.281093,3.015699783,-1.553172515,-20.58083782,-3.30175884,15.42284249,-33.08373719,2.175016855,-7.045910385
2a31,-288.2300716,5.007764762,-5.423367516,-17.42252019,0,266.7342514,-18.21698232,4.592902164,-1.395366566
1h6h,-113.450436,2.407228183,-16.29485848,-19.39209007,0,113.0984979,-30.83669476,4.433770855,-7.322220596
1hi3,-221.7288422,2.247625437,-16.42964647,-2.492071165,-4.396275176,201.8587891,-27.9590605,2.648075657,-5.788698924
2fxv,-78.08512766,4.519749531,-7.885270789,-15.16435901,-4.543818492,68.7996857,-46.65293058,7.943290282,-7.391298149
1rd4,-1.768108388,0.875164817,-0.002816369,-54.03369506,-0.7441015,14.24744906,-66.27901074,4.374789955,-10.69320517
1lee,-35.21702789,2.325671336,-1.926526931,-60.62098575,-0.62567899,57.32310275,-71.00341832,4.082844006,-10.69320517
1j4r,-12.49920351,1.107581353,-0.481503448,-48.63347191,-2.372920525,10.97954676,-55.66605712,3.773379781,-10.66557415
1sw2,22.40219542,0.052400521,-2.000460981,-19.62509235,0,-19.9559834,-27.21388488,0.439392116,-9.974798623
1afl,-91.87403132,10.17747444,-13.67145488,-8.243520102,-1.089305125,90.14810622,-33.99168865,10.6634621,-8.67614063
7abp,-40.39330952,0.209866149,-4.57419388,-18.17780899,0,16.62206253,-20.67707532,7.829970834,-8.92481982
1afk,-200.5340403,7.640714918,-20.22454051,-8.904992087,-3.001685198,190.8572578,-34.51622058,7.532928154,-9.145867989
1nc3,-38.87037218,7.473745235,-7.454234497,-35.34969469,-0.599558566,22.62523053,-46.8973256,7.128720057,-6.907755279
1bzy,-93.90756589,11.09190441,-10.83833248,-24.1962355,-0.91341964,91.4709495,-42.19007797,3.474533519,-11.52213581
2fx6,-27.93967969,3.183677645,-3.396276738,-12.07361329,-0.283371893,46.48605589,-25.60880515,2.945124296,-5.111738906
1dud,-22.22332737,4.662658294,-11.43125741,-11.94753634,-0.000697685,21.17569436,-38.2394188,3.103537682,-6.659076089
1c1r,-198.5092431,7.962927747,-2.718086099,-22.59262684,-1.058806417,286.8675667,-29.63038516,14.45864911,-10.54123456
1bq4,-584.6954478,2.709374886,-28.61695845,-3.96567032,-0.138416716,566.696849,-19.5246091,4.539676532,-7.211696511
1bzh,-160.5970944,18.49248808,-13.12192902,-25.31181151,-3.247593494,172.6827707,-47.13422509,30.70344279,-9.353100648
1r1j,257.655721,6.545568855,-5.675174341,-28.62598301,-1.040976068,-189.4845276,-44.42201322,9.528169556,-11.93660112
1r1h,105.1510503,8.432131283,-4.502464231,-44.22425867,-1.772261995,-46.78391609,-56.34290498,13.45616645,-12.32343542
1bzc,-163.4339541,2.159284838,-12.03589717,-29.70301347,-1.433165301,160.2407221,-40.99450179,4.176956921,-6.797231195
1af6,-47.47815917,2.91799287,-10.10410476,-22.81585884,0,36.70586768,-27.98220729,9.768397628,-2.514422922
3aid,22.80176134,1.097003472,-1.469238759,-58.29428894,-0.869564396,-10.66315291,-72.82122325,7.881517182,-9.477440243
1dl7,-30.52717362,6.457045269,-1.715424652,-25.88555265,-1.2231284,29.48735161,-38.60143366,10.39240799,-8.966266352
1drk,-40.65367875,-0.346928849,-7.78989896,-16.11967464,0,17.15195612,-14.98425993,12.97863926,-9.422178201
1drj,-42.72693186,-0.672277412,-7.753286177,-16.43114342,0,18.50529541,-15.29838708,13.06630483,-10.22347781
2bmz,-42.91417404,4.834036513,-3.161040088,-13.73093708,0,21.49451401,-22.5853388,-1.116597726,-5.111738906
1bcd,-24.01615732,1.023138057,-2.016045814,-5.4599466,0,-7.62340744,-8.851939417,-0.613168737,-12.01949419
1jak,-43.38480159,0.636392886,-4.840014571,-21.69810371,0,41.4805594,-28.0832383,9.888156765,-7.695239381
1jao,77.65332985,4.158641104,-1.769650581,-26.29345649,-1.531045092,-44.72317262,-39.27098032,16.587058,-8.17878225
1rdi,-17.713425,-0.821391138,-1.868122648,-3.765317087,0,30.60592941,-11.57569411,5.802614938,-2.845995175
1u1w,-24.03974896,1.302457098,-9.197534536,-14.49329234,-7.96E-05,20.16910075,-26.25900488,2.474525976,-8.082073676
1rdj,-25.17275574,1.482232906,-1.964494766,-2.748891203,0,31.51242171,-10.61376102,6.309737269,-2.293374753
1rdl,-38.3529005,0.821366355,-2.132305105,-3.283843981,0,34.33662615,-9.405187271,-0.572127517,-3.094674365
1rdn,-27.31155123,-1.031196197,-2.528870785,-5.330517027,0,37.14903137,-16.01672947,8.864356473,-2.542053943
2c80,-68.29693253,1.155732603,-8.55754788,-35.59934179,0,47.43737067,-41.83792466,4.028285159,-7.363667127
3gst,-75.11349779,2.577251588,-10.23988718,-46.08836471,-5.45E-05,62.77771002,-54.4910898,7.785383562,-9.284023095
1wht,273.2768402,1.75828654,-6.426960712,-21.4897567,-2.126451464,-218.3499638,-29.04778633,2.092567081,-5.111738906
1fwv,-17.1243881,0.943604991,-4.306013201,-16.78836091,0,17.75961119,-25.89056987,14.88878204,-5.139369928
1duv,-12.99788595,3.055019475,-14.61675394,-15.15535159,0,2.639249445,-36.83625981,5.529126214,-16.30230246
2aj8,-15.92585867,3.110184558,-1.226178827,-26.98069675,-1.151570259,28.94114268,-46.88490289,5.735156751,-8.565616546
1w8l,-4.276145545,0.426690883,-0.223894735,-24.84341355,0,6.297291622,-23.24253519,0.633679235,-0.676960017
1w8m,-13.06789582,1.02687598,-0.843893781,-15.48052073,0,8.167550459,-24.68499961,0.703091857,-2.210481689
1rql,81.40605288,0.379729157,-4.74916086,-9.59359171,0,-44.59988178,-18.82390852,1.091837834,-3.799265403
1xgi,-25.35952056,3.785294534,-3.451582353,-15.47849352,-0.622031239,16.3270147,-35.67670693,4.929319731,-6.700522621
1d2e,36.71903637,3.648228043,-16.49720493,-7.799767911,-0.000718538,-41.34012307,-37.43199935,6.10844399,-8.289306335
1w5v,-22.57069799,0.186475416,-4.615425307,-76.95378186,-1.061274978,54.01122429,-99.0981605,15.60974098,-11.2596411
1kjr,-28.26765152,-1.198959947,-6.461692528,-22.7793179,-2.229177095,18.77669483,-36.50216291,7.71438585,-8.372199398
1ejn,-225.8293668,2.405085738,-7.340589632,-42.15768321,-0.033100391,259.2539541,-48.12644785,3.063131965,-7.764316934
1mmr,-32.09764794,3.521048535,-1.674726231,-41.8536561,-1.490566583,40.38082547,-54.21763141,4.188714107,-7.460375701
1oif,-26.78203638,0.367982593,-3.909153962,-18.60687444,0,44.0115708,-21.97847288,2.796612449,-10.66557415
1rzx,-110.9377512,2.602138755,-9.469839232,-51.09248673,0,89.05871933,-56.59060042,7.489782148,-5.664359329
1ps3,-58.09991243,8.518787423,-4.537509746,-15.16667962,0,86.14679242,-23.17179309,1.288689837,-3.149936407
1ur9,-46.34152638,4.641311888,-2.76506103,-46.39041035,-0.165871199,59.3995093,-74.99505477,6.719738668,-7.971549592
6abp,-34.51286869,-0.579775987,-5.27467731,-14.75439837,0,19.07850013,-19.41697964,11.37658246,-8.786664715
1lzq,-35.02264277,4.603509963,-3.575586581,-69.10522253,-0.570687211,62.75306532,-93.07878977,16.55886106,-11.59121336
2b07,-76.5730034,3.568813366,-9.786288888,-45.88244456,-0.932763246,68.17188,-48.61012138,9.315446183,-8.883373289
1pzp,-2.072726531,1.430495005,-0.242474874,-33.43100399,0,12.39719449,-40.12311068,1.971324537,-4.572933995
1fiv,-73.49948031,6.838513429,-7.416912774,-82.16302652,-6.095684515,85.72764993,-108.1855464,36.30117663,-9.104421458
1ohr,-27.85023448,1.920420013,-2.308820051,-69.84451713,-0.394426573,48.83070638,-78.73537663,13.2170155,-12.01949419
1pzo,-7.996123786,3.518551794,-0.33428914,-39.19453765,-1.801986946,13.65135081,-38.82506866,4.36577332,-4.586749505
1pzi,-27.22130318,4.961987514,-3.122352931,-22.00801027,-0.861239857,24.8938593,-35.88928782,9.583808458,-5.830145456
1qbq,-142.0192193,4.277733939,-10.37200557,-40.92039501,0,147.7386824,-35.31002326,6.751242939,-11.46687376
1bhf,-238.0802863,7.840026514,-17.47704095,-31.67556581,-0.388863835,227.2766739,-50.30047488,18.80123678,-6.051193624
1aaq,-45.7387794,4.677061255,-4.29988643,-59.7866154,-0.609986845,41.25808888,-79.07269655,9.467233211,-11.60502887
1g2l,-186.804219,3.990363345,-7.652778109,-43.94673702,-3.075022738,207.9659477,-57.26228515,6.712751512,-10.00242964
1urg,-33.34348526,0.728658072,-2.792095116,-30.48557341,0,25.66468043,-36.4173484,4.046967436,-8.040627145
1g2k,9.630953013,4.861354607,-3.025456096,-61.91799259,-1.131270427,9.994417004,-89.72738511,9.938425151,-10.9971464
1syi,-53.76748763,2.639939745,-4.861535254,-27.48886118,-0.010419833,24.56467522,-35.46814976,3.893430872,-7.515637744
1kav,-167.6817421,0.802200547,-8.756777119,-36.28286307,-1.305615997,170.5616343,-35.34910768,1.640328886,-8.040627145
2hs2,-8.534812609,2.902904215,-3.085615162,-52.93982768,-0.072245838,16.58177908,-76.24666669,6.698330985,-11.48068927
2hs1,-8.022568342,3.518260766,-2.90296299,-59.67138405,-0.128686551,15.34552123,-77.56710489,4.754823778,-11.71555295
1v0k,-25.48177838,-0.307817801,-3.81672406,-16.56419276,0,37.0748106,-25.84434635,3.102175035,-7.045910385
1o0m,-106.2128937,2.782251381,-12.60635127,-10.93652428,-0.139434151,86.94755689,-33.89163142,4.336980024,-7.114987937
1hlk,76.2020349,5.073229845,-5.833804389,-22.71891987,-2.212933225,-39.06797072,-34.64226851,3.470265763,-6.907755279
2sim,-108.8470029,-2.70230953,-15.7045219,-20.61761249,0,91.76994782,-31.28225593,7.16064058,-4.724904611
1yei,-79.88239721,6.872178293,-4.388787159,-27.72601969,-5.38662288,89.39185217,-52.82650708,7.026021976,-10.30637088
1f4x,-48.87458483,5.843393969,-2.683306322,-27.48077805,0,22.51381659,-28.10634044,9.856500393,-7.722870402
2c1p,-16.73852008,1.460842887,-0.512910003,-30.06811148,-0.944661069,26.00496698,-45.27551332,2.43645711,-7.460375701
2f1g,-22.28714597,1.851556223,-1.509416256,-36.47644173,-2.107306316,35.47123638,-49.45786457,18.95124072,-10.41689496
2i0a,-0.424766811,5.588117493,-2.379618996,-59.94118299,-0.067748772,16.25453572,-86.04511457,9.359648143,-15.74968204
1ua4,9.949469868,0.110531679,-8.470124074,-19.24587468,-1.463113759,8.506011182,-48.25508696,4.533147684,-5.830145456
1dhj,-40.43541707,-2.613659865,-12.52442149,-24.9451471,-0.618988517,33.12085923,-45.16580589,3.891206578,-9.049159416
2f81,-4.006065938,3.014439316,-3.29386271,-58.48152292,-6.00E-11,15.67336674,-77.87209101,7.86791575,-14.53391711
2il2,-28.4698343,0.338444616,-7.182572021,-59.70163963,-1.04547966,38.1883942,-85.85701824,16.01798752,-9.809012496
1gi9,-215.6023114,4.099117222,-2.996196886,-16.9724083,-0.650014343,228.1896488,-25.36124473,13.11084786,-7.211696511
1rgk,-40.85707524,4.849072286,-12.90974041,-4.41654256,-5.315182665,31.07638108,-24.72145749,10.04799157,-5.954485051
1rgl,-44.12135805,1.772974003,-11.10551057,-4.442819825,-3.621439721,37.55207944,-26.44877245,2.884404145,-6.120271177
1hpo,0.673835385,3.523360142,-1.845055152,-49.29427683,-2.132449415,10.96021,-66.76923854,5.503455711,-12.73790073
1gi1,-214.2367104,2.521558706,-2.580878632,-15.55182745,-2.863862364,230.3679138,-26.01400422,4.617076747,-7.557084275
1y2g,-6.474044708,1.078646264,0,-21.73458904,-5.55417222,11.89473884,-28.74345036,2.178617632,-5.636728308
1gi7,-203.1664188,2.694406114,-0.95314371,-11.43641935,-1.017236832,210.6600315,-25.5517268,3.132541045,-6.230795262
1gi6,-222.6161533,3.024214542,-3.001822656,-19.5140151,-0.104210862,229.8535201,-22.74876852,5.726508988,-8.593247567
7upj,-0.769056658,3.976743566,-1.644508162,-56.43130703,-2.832436433,9.30037177,-64.15730491,5.603565686,-11.72936846
1gi4,-213.2594762,4.050928853,-2.500093706,-17.04050005,-0.054568126,245.0041583,-23.57306064,5.864517763,-9.933352091
1lkk,-311.3738049,3.691188055,-23.24093631,-31.03297319,-0.24785043,294.7347306,-39.1488104,13.82733489,-9.463624732
1hpv,-5.770487509,2.363478407,-3.022984987,-61.51524297,-0.031389504,12.95053942,-73.92189801,7.318070827,-12.73790073
1w3j,-30.20209663,1.366879175,-3.996611527,-16.37922029,0,33.24447677,-22.09025657,2.626461348,-8.731402673
1hps,-36.10356364,5.052053326,-2.730788106,-75.31301963,-1.390089004,44.38805834,-87.65801905,10.29570041,-12.73790073
1qxk,-73.32001883,3.972172916,-9.608052073,-35.21294313,-0.745719882,76.26574558,-57.51740622,16.12096432,-6.976832832
1lah,-79.82952912,2.454973851,-5.273280559,-17.59802571,0,50.83655602,-16.85790707,2.639645036,-10.38926394
1ksn,-184.6168816,2.502042147,-6.747493307,-40.89206971,-2.637863498,213.4290605,-59.6667925,6.595285432,-12.98657992
1abf,-39.95282401,0.470809794,-5.269068369,-18.49345489,0,20.18318551,-20.40927617,9.248665252,-7.488006722
1dqx,-108.6454006,3.342426907,-11.38177949,-14.89719243,-0.047617557,102.288733,-32.60659285,4.884140866,-15.26613917
1amw,23.72435868,2.668226069,-8.808729381,-9.585837668,-0.17069575,-15.00978482,-38.41374238,2.124002332,-6.272241793
1li3,-10.72061359,1.091218517,-0.458615614,-29.9826689,-1.35E-07,4.868770717,-20.84070355,1.214526315,-5.871591987
1k1n,-182.4412237,4.128847577,-8.541645267,-32.30367626,-0.490392715,190.3386629,-47.58452991,6.429565051,-9.422178201
1c5c,-68.56703117,1.373501018,-7.569697847,-20.75485612,-1.637012829,65.23129248,-34.68542259,1.8828308,-9.615595348
1v2q,-298.6579828,3.051636338,-7.214456722,-23.93119016,-0.111245527,304.9830453,-42.07160455,12.36526361,-5.70580586
1izi,-40.0089588,1.25352118,-6.064332938,-69.5881106,-0.316296153,53.1835759,-94.439497,10.99257364,-9.104421458
1c5z,-211.3203444,2.374157272,-7.390784889,-12.20006794,0,211.8622849,-19.17791157,3.234557213,-5.540019734
1c5y,-204.7976548,1.974453631,-2.529574807,-20.42476318,-0.360363788,192.3266235,-23.41401727,2.271540961,-5.802514434
1c5x,-201.3404758,2.812309306,-2.386600088,-27.10074882,-1.16E-05,198.8721376,-26.79558743,3.902656451,-9.228761053
1dqn,-64.18039443,6.472507064,-11.7270182,-15.9337493,-4.55952136,55.1468669,-37.19897526,3.479807962,-11.05240845
2hb3,-4.196493866,2.081966179,-2.599198847,-72.1773503,-0.155920225,15.48276227,-82.98629588,5.63808387,-15.68060448
1c5s,-196.3038867,2.449672721,-2.337296854,-21.54093345,-0.000487707,203.1819248,-23.61990644,3.580492599,-8.289306335
1v2w,-299.8364079,2.438772325,-7.895171386,-25.20868864,-0.240965761,301.9865061,-35.98665834,12.23122823,-5.540019734
1c5q,-212.2136405,2.308245905,-2.381388523,-26.09267077,-0.000127989,206.553619,-27.74302049,3.371797054,-8.786664715
1c5p,-221.947624,2.277103787,-7.546583906,-13.06108422,-2.03E-09,223.1095177,-20.73976333,3.871760444,-6.465658941
1c5t,-212.163905,1.881415581,-2.537711967,-20.8635056,-0.244523773,203.1559722,-24.49121747,2.28476221,-5.664359329
1oba,-23.77053535,1.052030822,0,-19.24099586,0,27.74110354,-15.3721265,1.665477312,-3.370984576
1bgq,-25.14872218,0.69180977,-2.178716983,-40.1364098,-0.408197876,22.58854323,-47.38485786,3.00942151,-11.83989255
1v2t,-302.9668956,2.990683004,-7.860917107,-24.39325392,-0.000315252,303.1485622,-38.45064301,10.6579392,-6.507105473
1tnh,-77.30088891,0.640790637,-1.482661888,-15.43349361,0,95.48717187,-18.25174464,0.7598172,-4.655827058
1ecv,-134.2529886,4.70711784,-10.24671382,-15.83664714,-0.83704244,125.8061315,-37.47373273,3.465458556,-6.700522621
2cji,-42.56837322,3.740335054,-0.181810716,-52.74964167,-1.36E-07,82.16557554,-66.82995238,4.150072521,-11.35634968
1hyo,7.353691561,2.176069731,-12.3034023,-10.79867514,0,47.69864757,-19.64437828,3.851898567,-5.622912797
1ecq,113.8322936,1.48457453,-12.19807242,-10.75057196,0,-53.3077707,-20.83551941,7.370273518,-4.144653167
1tnj,-101.0383668,1.321867833,-1.660929707,-18.67192664,-2.70E-10,124.1367564,-18.29243703,2.213844409,-2.707840069
1sdt,-24.68421838,1.768978087,-3.67251167,-78.96870381,-0.521693207,54.46788017,-90.60789419,12.68078172,-12.80697829
1sdu,-24.28085639,2.475850323,-3.501158368,-78.96211254,-1.074907767,53.47864752,-88.59884734,13.24139249,-13.91221913
1sdv,-24.02328688,1.943011029,-3.652057979,-76.32390836,-0.465803797,55.60344592,-90.31844818,12.53796087,-12.07475623
9abp,-62.97902281,2.906161407,-6.466963772,-18.29253213,0,34.42137681,-21.89522429,3.397476432,-11.05240845
1q95,-434.8971472,3.616440011,-30.27554086,-11.01722755,0,394.6937211,-19.94565377,5.396637247,-10.45834149
1hbv,-30.5177327,3.936183362,-3.543827661,-62.47492952,-0.80284742,20.15018893,-68.93118246,27.7636721,-8.800480225
1ent,65.98395725,2.96008812,-2.251569465,-60.6647829,-0.00337253,-19.98478,-82.438342,14.47087961,-9.615595348
1pyn,-142.4779764,1.158810673,-10.98832349,-31.14269443,-0.603133771,138.7070375,-54.34415188,7.968786568,-7.584715296
1xka,-164.694502,2.68951797,-8.141983999,-36.88621834,-0.882543917,178.4334795,-52.80847549,4.558167854,-9.505071264
2gvv,-11.44547522,3.582544119,-4.579681438,-32.45544583,0,30.59050261,-28.92845179,6.854275614,-5.388049118
1zhy,-9.838247252,2.26333775,-0.297875236,-85.55107381,0,30.63533979,-64.92609156,2.582806887,-9.007712884
1g7g,-184.6208721,9.159257944,-15.94990899,-37.02766172,-0.36066551,170.5315206,-58.61950961,13.91579152,-9.118236968
1h9z,-19.94077086,0.343670908,-0.610246502,-35.53587409,-0.694659511,36.23576312,-47.68071668,0.970986881,-7.488006722
1nl9,-140.729644,0.937893436,-10.88902182,-30.01908096,-0.594006294,137.3192062,-52.48813379,9.934436319,-8.234044293
1xpz,-8.773978995,-0.447594266,-1.926849347,-13.47188232,-1.251862797,2.090037897,-35.98643005,3.312050954,-9.781381475
1zp8,-0.686606429,8.818224684,-3.370704323,-55.00155069,0,22.31596276,-84.89709613,12.36216879,-12.11620276
1g7v,-240.7505954,8.053539091,-18.09192847,-20.67380664,0,243.7972696,-35.42061998,11.47440958,-8.841926757
1w3l,-51.40685792,2.871781981,-6.988732839,-28.32846297,0,48.77905417,-37.35446673,12.13922198,-8.67614063
1mai,-350.6734015,3.510550164,-27.77700424,-5.314007458,0,322.3367932,-19.54251709,-0.544375092,-9.228761053
1uv6,-188.3078537,7.109549799,-0.827176597,-30.55716465,0,181.9765287,-29.19834935,5.007036757,-7.073541406
1apv,-45.0985432,3.988980047,-4.476873924,-48.88598393,0,55.05056641,-65.92634024,5.631962449,-12.4339595
1xk9,-14.60610589,4.537964455,-0.468343275,-28.16526445,-6.788492203,12.32162016,-38.55436272,5.450299608,-9.463624732
1s63,-21.94623674,4.224023649,-0.126755406,-21.87503174,-1.322571715,62.09480378,-35.43636035,6.141614482,-12.50303706
2pcp,-1.852097986,1.308315102,0,-40.66678367,-1.827882239,32.99504875,-44.73860696,1.227961109,-12.01949419
2avv,-20.17985367,4.008083122,-1.819437398,-77.95023116,-1.561060748,48.83885675,-88.56543738,12.35517136,-12.79316278
2avq,-21.76577723,4.553330571,-9.629465612,-85.37319066,0,-4.758341165,-103.9589346,13.92391642,-6.065009135
1y3n,-29.37896412,1.959021262,-9.46327871,-22.11339763,0,39.78511462,-42.27554865,4.896788114,-7.66760836
2avs,-30.81405422,4.276013428,-3.87270992,-79.14571852,-0.681504305,52.57765506,-88.3128302,15.96030751,-10.45834149
1kel,-133.6082464,1.251865679,-13.87414179,-24.80062841,-5.372216135,126.6686977,-40.38648269,5.104568731,-10.05769169
4tmk,-84.82239439,5.920522508,-28.64147796,-38.16361239,-6.373229225,87.80279287,-82.64777128,17.14884616,-10.63794313
1v2k,-73.33262888,-2.901337847,-0.03536768,-44.57252941,-2.577789747,130.1421998,-58.42661767,14.53948457,-8.551801035
2avo,-25.00431376,4.752469966,-2.715710601,-78.36838261,-0.607762919,48.29464721,-89.04818905,15.5185989,-12.22672684
1y3p,-38.22398024,6.9028848,-18.54363771,-32.53662195,0,58.44222232,-69.27513751,14.68828941,-6.659076089
1nz7,-223.4955876,1.167621465,-18.34317333,-40.73654121,-0.351002637,209.8068004,-65.88197591,11.5412401,-9.836643517
1o2o,-192.8923976,5.205393103,-3.021597107,-25.38141724,-0.2595593,227.3598393,-36.63932276,6.635026855,-8.786664715
1qpb,-15.69065398,0.47911037,-5.603077402,-3.40982584,0,14.19090342,-14.48535581,0.97058772,-1.878909436
1xk5,-56.75974831,3.996770371,-6.766048063,-16.44809217,-10.03268863,47.42698383,-59.44239106,12.62898832,-8.289306335
2gv7,-448.9679763,10.87466211,-12.01300873,-43.05682668,-1.26E-08,443.8181571,-59.13250764,14.76084815,-10.84517579
1g85,-1.781609011,0.854504102,0,-35.73416657,0,7.227933579,-29.33600787,0.839202706,-7.570899786
1iiq,-32.16994111,-3.690700249,-6.846725221,-68.01420153,-0.772319951,52.95568659,-92.81350281,15.66524091,-10.3340019
2avm,-24.14868489,1.303736263,-8.143422504,-82.61625023,0,3.818551289,-101.4410028,16.07684933,-7.874841018
1hpx,-20.70088765,-2.893371319,-1.596489754,-74.9962755,-0.238356909,37.83533412,-81.08106845,11.91067339,-15.55626489
2c4v,-219.0641993,0.735475262,-19.9277021,-10.87688564,0,194.4608698,-23.96612526,2.89719022,-3.592032745
2aoe,-41.31128745,10.78882219,-7.01942696,-69.68731967,-3.25E-05,23.73194452,-94.87529045,18.92116545,-10.52741905
1fl3,-48.80566872,5.405136949,-1.277398917,-51.32157231,-4.501459526,67.26512668,-59.64446813,3.57335985,-9.394547179
1v2n,-351.5770236,3.67724464,-8.407987306,-32.11001211,-3.533108015,348.4830858,-48.55437281,4.813593683,-8.151151229
5tmp,-24.47249571,11.21916255,-28.84426622,-40.14146669,-6.368915989,30.62916444,-86.16449103,27.58092491,-10.32018639
1i7z,-13.21397853,1.468415343,-0.310397461,-49.9598593,-0.09676529,30.98626539,-52.67841035,1.933452918,-8.841926757
1apb,-43.8672006,0.805997655,-4.869726214,-19.29459181,0,21.15532659,-20.52676785,8.250827228,-8.040627145
1f0s,-47.5466211,5.181913451,-0.253264203,-40.84468995,-7.821536231,84.66425577,-54.88720976,6.584958794,-10.69320517
1v2l,-236.6372495,0.834476503,-6.483406713,-12.26724453,-0.000232786,238.7078381,-23.57015175,1.362818249,-5.926854029
1nli,-31.60991951,0.869747631,-5.65923596,-5.28345119,-1.584614756,18.55259639,-20.96053084,1.004982224,-4.95976829
1f0t,-283.9697241,7.208377357,-8.251692484,-30.7002354,-7.851128888,285.793508,-41.35970974,12.82125422,-8.289306335
1aj7,-52.58959428,2.925644012,-8.81780726,-18.84753281,-1.435609794,48.77488246,-35.10052816,4.276547736,-5.346602586
1cnx,-2.669152822,2.90275075,-2.596059138,-21.03679588,-0.997516826,-6.515097808,-30.89299023,5.538465952,-10.18203128
1cny,-15.89879999,7.34924003,-2.264322869,-36.60196248,-0.231280098,6.604983336,-46.90312531,8.636109235,-10.84517579
1cnw,2.615376602,0.19287441,-1.910025637,-24.44209675,-0.605603264,-6.065967949,-31.76395988,2.745662119,-10.66557415
