PDB,2.5_contacts,4.0_contacts,backbone_alpha,backbone_beta,backbone_other,sidechain_alpha,sidechain_beta,sidechain_other,ligand_HBD,receptor_HBD,hydrophobic,pi-cation,pi-pi,pi-t,salt_bridge,rot_bonds,Experimental
1a4k,1,87,0,14,14,0,33,27,0,1,29,0,0,0,1,6,-11.05240845
1ugp,1,28,0,0,2,16,0,11,0,0,3,0,0,0,0,2,-3.992682551
2bt9,8,98,0,6,5,0,86,9,4,4,12,0,0,0,0,4,-8.551801035
1ct8,7,161,0,3,25,0,80,60,0,6,45,1,2,1,0,13,-9.007712884
1mes,6,169,0,19,38,0,52,66,2,4,41,0,0,0,0,14,-10.63794313
1a4w,7,146,0,36,28,0,13,76,3,2,23,0,0,0,1,13,-8.17878225
2arm,2,71,1,0,27,24,0,21,1,0,21,0,0,0,0,6,-11.23201008
2bvd,13,162,0,0,0,0,63,112,8,3,15,0,0,0,2,10,-8.289306335
1h1d,7,94,0,0,5,4,5,87,1,1,22,1,0,1,0,9,-11.35634968
1a99,8,110,0,7,10,16,64,21,3,0,20,3,0,0,2,5,-7.874841018
1sgu,7,149,0,17,37,0,40,62,4,2,41,0,0,0,2,14,-7.41892917
2j34,1,104,0,32,21,0,23,29,0,1,33,0,0,0,0,5,-10.80372926
1msn,4,167,0,17,42,0,58,54,3,1,37,0,0,0,0,11,-12.5582991
1jt1,3,53,0,0,4,36,0,16,0,2,6,0,0,0,1,4,-4.69727359
1sgx,7,125,0,29,2,0,66,35,1,6,4,0,0,0,2,7,-8.012996124
2aac,6,97,0,0,11,0,88,4,2,3,17,0,0,0,0,4,-3.067043344
1h1h,6,68,0,0,2,22,16,34,0,5,3,0,0,0,4,8,-7.211696511
2j4i,1,134,0,36,32,0,28,39,1,1,46,0,0,0,0,10,-12.4339595
1e4h,0,35,0,0,0,0,35,0,0,0,6,0,0,0,0,1,-11.61884438
1efy,3,97,1,17,0,43,38,1,1,2,29,0,2,0,0,3,-11.35634968
1h1p,3,84,0,38,3,0,46,0,2,1,18,0,1,0,0,4,-6.797231195
1h1s,5,103,0,30,5,7,62,4,3,2,26,0,0,0,1,7,-11.35634968
1lox,1,94,7,0,0,72,0,16,0,0,40,0,0,0,3,9,-7.626161828
1uwf,10,136,0,4,21,0,72,49,4,5,5,0,0,0,0,9,-9.422178201
1gcz,5,103,0,13,10,0,44,41,1,3,28,0,0,1,0,4,-7.087356916
1c88,11,156,9,1,5,34,11,107,1,9,23,0,1,0,3,3,-7.308405085
1xhy,10,126,9,11,4,53,33,26,0,7,24,1,0,0,2,4,-8.537985525
1c84,8,125,7,0,1,30,10,85,1,7,31,0,0,0,2,3,-6.907755279
1d6w,4,150,0,14,63,0,2,75,1,1,35,0,0,0,0,8,-8.234044293
1d6v,2,121,0,6,0,0,87,30,1,2,65,1,2,1,0,8,-8.524170014
5er2,9,195,0,14,57,0,37,96,7,2,29,0,0,0,0,30,-9.076790437
1c83,10,139,8,0,3,32,11,95,0,10,25,0,0,0,2,3,-6.700522621
1a42,8,98,0,0,3,7,41,55,1,1,10,1,0,1,0,8,-13.66353994
1yvm,2,45,0,0,4,0,1,42,0,0,22,1,0,1,0,1,-8.841926757
2ans,1,53,0,0,0,8,36,10,0,0,15,2,0,1,1,3,-8.17878225
1ctt,7,125,2,11,10,15,72,22,3,2,16,0,0,0,0,5,-6.244610772
1ctu,9,161,4,13,11,22,88,32,1,3,19,0,0,0,0,5,-16.46808859
1tvo,4,115,0,23,2,1,76,17,3,2,31,0,0,0,0,3,-9.463624732
1v2l,3,95,0,22,33,0,11,32,3,0,14,0,0,0,0,2,-5.926854029
1pa9,8,151,10,0,8,37,6,98,1,7,13,0,0,0,1,4,-6.355134857
1o0n,6,89,0,17,0,14,42,22,2,3,5,0,0,0,2,6,-5.650543818
1o0o,4,94,0,9,0,22,54,13,0,5,7,2,2,0,3,8,-7.045910385
1z3t,9,148,0,0,12,0,10,135,3,4,9,0,0,0,0,12,-5.44331116
1z3v,12,158,0,0,15,0,8,147,5,3,10,0,0,0,0,12,-5.678174839
1o0f,7,141,0,4,0,25,65,54,2,6,11,1,2,0,4,8,-7.322220596
1ezq,5,194,0,4,95,0,5,95,4,1,55,0,2,1,0,12,-12.50303706
1kmy,4,106,0,0,1,0,86,23,2,1,30,2,1,1,0,3,-7.045910385
2j47,11,139,0,0,12,0,34,104,5,2,18,0,0,1,0,7,-7.474191212
2a8g,8,105,0,0,0,0,100,13,1,2,9,0,0,3,0,5,-5.097923396
2a31,7,98,0,14,42,0,6,43,4,1,5,0,0,0,1,4,-1.395366566
1w2g,4,98,14,2,1,56,12,17,0,0,20,0,1,0,0,4,-6.313688325
1hi3,5,101,0,19,0,21,56,10,1,4,10,2,2,0,3,8,-5.788698924
1kll,3,78,0,0,0,2,66,13,2,0,22,2,2,0,1,8,-7.18406549
2h6b,9,85,1,5,7,20,20,41,1,6,19,0,0,0,1,3,-7.446560191
2fxu,4,140,10,18,10,41,48,17,1,3,48,0,0,0,0,20,-11.2596411
2fxv,8,156,13,23,6,16,64,42,3,7,19,0,2,0,0,7,-7.391298149
1xzx,4,120,21,9,5,74,4,11,2,3,19,0,0,0,1,7,-14.11945179
2ff1,8,138,0,0,9,47,4,86,3,2,27,2,6,0,2,5,-11.34253417
1zdp,6,88,0,3,0,46,23,22,1,3,17,1,0,1,1,6,-7.93010306
1wht,7,105,2,3,17,7,19,64,0,5,28,0,2,0,2,5,-5.111738906
1rd4,0,93,1,8,7,25,52,0,0,0,37,0,0,1,0,7,-10.69320517
1qan,7,171,0,19,39,15,37,68,5,3,22,0,0,0,2,11,-6.18934873
1j4r,2,129,0,0,20,12,39,60,0,2,40,0,0,0,0,16,-10.66557415
2hdr,2,48,0,0,16,0,14,20,1,1,9,0,0,1,1,3,-2.376267816
1zsr,10,204,0,35,54,0,74,51,8,3,41,0,0,0,2,22,-13.56683137
1sw2,3,65,0,4,0,9,29,26,0,3,24,3,0,0,3,2,-9.974798623
1fq5,8,201,0,17,53,0,58,81,4,4,43,0,0,1,0,11,-11.60502887
1afl,9,166,0,9,0,47,53,66,2,7,14,0,2,0,4,10,-8.67614063
1zsf,10,185,0,33,53,0,64,45,8,3,39,0,0,0,2,22,-13.70498647
7abp,12,131,0,0,1,48,3,91,3,5,6,0,0,0,0,4,-8.92481982
1afk,14,171,1,9,0,68,46,61,2,7,11,0,1,0,6,10,-9.145867989
1gvx,13,186,0,18,56,0,32,93,8,2,22,0,0,1,3,30,-9.974798623
1nc3,11,172,0,29,21,28,54,51,6,2,19,0,0,0,0,6,-6.907755279
1bzy,18,226,12,7,41,24,58,102,6,8,20,1,2,0,0,7,-11.52213581
2fx6,4,85,0,7,45,0,3,34,1,1,7,0,0,0,0,1,-5.111738906
1tq4,15,183,33,2,23,83,7,50,2,9,11,0,0,0,2,9,-8.551801035
1gvw,6,149,0,4,47,0,31,73,4,3,24,0,0,0,0,19,-9.615595348
1dud,9,129,10,25,0,26,50,27,1,9,18,0,0,0,1,7,-6.659076089
1c1v,11,152,0,38,24,0,8,93,5,0,18,0,1,0,0,7,-10.55505007
1c1u,6,138,0,26,25,0,8,85,3,0,18,1,0,0,0,4,-11.39779621
1c1r,5,119,0,8,46,0,4,66,3,1,13,0,0,0,0,4,-10.54123456
1bq4,8,157,2,0,0,96,31,36,0,9,2,0,0,0,11,6,-7.211696511
1bzh,10,179,9,1,20,34,9,116,2,7,29,0,0,0,2,16,-9.353100648
1r1j,10,145,0,9,0,66,9,71,2,4,31,2,0,2,3,9,-11.93660112
1r1h,9,188,2,14,0,96,18,67,2,4,37,1,1,2,7,10,-12.32343542
1bzc,11,171,13,1,15,36,10,107,1,8,37,0,2,0,1,8,-6.797231195
1af6,18,163,0,0,0,0,93,88,4,5,16,0,0,0,0,13,-2.514422922
3aid,1,25,0,5,5,0,1,15,0,1,12,0,0,0,0,12,-9.477440243
1rdt,3,79,6,2,4,60,3,7,0,2,38,0,0,0,1,3,-9.256392074
1af2,7,150,3,13,10,21,83,27,1,3,18,1,0,1,0,5,-4.282808273
1dl7,1,95,0,0,22,0,25,49,0,3,33,3,0,0,1,7,-8.966266352
1drk,17,151,0,1,0,54,33,80,4,6,20,0,0,0,0,4,-9.422178201
1drj,17,154,0,1,0,55,31,84,4,7,18,0,0,0,0,4,-10.22347781
2bmz,6,97,0,25,12,0,48,18,2,3,6,0,0,0,0,10,-5.111738906
1bcd,4,71,0,0,8,0,33,34,1,2,1,0,0,0,0,2,-12.01949419
1jak,8,145,0,0,0,0,30,123,5,4,28,2,0,0,1,5,-7.695239381
1jao,7,112,2,4,42,34,10,27,2,3,29,1,1,0,0,8,-8.17878225
2j7d,12,161,0,0,0,1,76,96,3,3,23,0,1,0,0,8,-9.850459028
1rdi,6,67,0,5,6,0,28,34,1,4,4,0,0,0,0,4,-2.845995175
1u1w,12,133,6,6,20,18,62,33,3,5,11,0,0,0,0,3,-8.082073676
1rdj,5,65,0,4,6,0,28,32,1,3,2,0,0,0,0,4,-2.293374753
1rdl,6,59,0,3,6,0,25,31,0,2,3,0,0,0,0,6,-3.094674365
1rdn,5,63,0,3,6,0,25,34,0,2,3,0,0,0,0,6,-2.542053943
2c80,13,172,4,15,6,62,17,81,3,8,19,0,0,0,4,16,-7.363667127
3gst,13,174,4,15,7,77,56,28,3,7,31,0,0,0,3,13,-9.284023095
1e1x,5,82,0,21,4,0,61,1,2,1,11,0,0,0,0,6,-8.137335719
1d5r,12,127,16,0,20,59,6,38,1,8,4,0,0,0,2,5,-2.514422922
1a0q,9,124,0,3,15,0,94,21,1,2,35,0,0,0,3,10,-10.45834149
1fwu,5,77,0,0,18,0,15,49,1,5,8,0,0,0,0,17,-5.111738906
1fwv,5,82,0,0,19,0,19,49,1,4,6,0,0,0,0,17,-5.139369928
1duv,24,258,14,0,33,114,52,69,6,14,7,0,0,0,3,10,-16.30230246
1z71,5,148,0,48,19,0,26,60,2,1,51,0,0,0,0,10,-12.68263869
2ccb,4,101,0,9,0,0,92,4,4,1,29,0,10,0,0,9,-10.29255537
1xge,8,83,0,17,14,0,17,43,1,4,5,0,0,0,3,1,-6.465658941
1w8l,1,35,0,2,4,0,24,6,0,1,11,0,0,0,0,0,-0.676960017
1w8m,2,60,0,2,8,0,46,6,0,2,8,0,0,0,0,3,-2.210481689
2j7b,14,151,0,0,0,0,63,102,6,5,12,0,1,1,0,5,-9.145867989
1rql,5,62,0,5,11,3,18,30,0,4,5,0,0,0,2,1,-3.799265403
1xgi,7,108,2,33,7,42,12,19,0,5,11,0,0,2,0,5,-6.700522621
1ndv,3,137,13,0,22,36,33,36,3,0,44,1,2,0,2,5,-8.17878225
1tuf,5,81,0,0,5,22,8,51,0,3,13,0,0,0,3,8,-5.595281776
1d2e,16,212,34,0,28,87,18,61,2,12,15,0,0,0,1,9,-8.289306335
1abf,13,128,0,0,1,46,3,91,3,5,6,0,0,0,0,4,-7.488006722
2amt,10,192,0,31,51,1,35,84,4,4,20,0,0,0,2,16,-6.134086688
1fpc,4,129,0,25,32,0,13,63,3,1,28,0,0,0,1,10,-9.670857391
1w7x,8,177,0,13,64,0,4,104,4,0,35,1,0,1,2,13,-11.60502887
1mmq,7,112,1,15,38,25,18,22,3,2,13,0,0,0,1,7,-10.38926394
1m83,21,269,15,38,23,57,71,86,3,15,9,0,0,0,6,11,-4.69727359
1ejn,6,166,0,20,80,0,2,70,4,2,21,0,0,0,1,4,-7.764316934
1mmr,8,124,0,15,37,29,25,26,3,2,15,0,0,0,2,8,-7.460375701
1oif,12,111,0,0,0,0,42,81,4,2,12,2,0,0,2,4,-10.66557415
1rzx,11,102,0,28,9,10,51,15,2,8,15,0,0,0,1,26,-5.664359329
1ps3,11,143,0,0,13,6,4,131,7,1,13,0,0,0,0,5,-3.149936407
1ur9,12,179,0,0,20,2,92,77,4,6,33,0,0,0,0,14,-7.971549592
6abp,12,119,0,0,0,43,0,88,3,5,6,0,0,0,0,4,-8.786664715
1lzq,6,194,0,33,49,0,58,60,5,3,39,0,0,0,2,21,-11.59121336
2b07,8,109,8,0,9,28,3,69,0,6,24,0,0,0,3,9,-8.883373289
1mj7,5,127,0,0,10,0,75,47,1,2,44,0,1,0,2,14,-11.53595132
1ulg,7,91,0,0,0,0,85,13,3,1,9,0,0,0,0,12,-5.816329945
2fqo,13,172,2,24,8,47,69,35,3,3,12,0,0,0,2,12,-8.883373289
1qji,4,104,0,22,3,18,15,50,1,2,21,0,0,0,4,20,-6.700522621
1pzp,0,45,20,0,0,15,6,4,0,0,24,0,0,0,0,6,-4.572933995
1atl,4,89,1,7,25,31,13,16,1,2,16,1,1,0,3,10,-8.67614063
1fiv,13,261,0,35,53,0,58,128,6,5,44,2,0,0,0,23,-9.104421458
1ohr,4,121,0,11,34,0,43,37,3,1,25,0,0,0,2,12,-12.01949419
1pzo,1,73,0,21,2,12,37,2,0,2,25,0,0,0,0,5,-4.586749505
2fqt,12,178,2,24,6,39,87,32,4,3,12,0,0,0,2,12,-8.482723483
1pzi,11,120,0,0,12,12,35,72,3,4,16,0,0,0,0,10,-5.830145456
1srg,5,128,0,1,17,0,97,18,0,4,39,0,2,3,0,4,-7.322220596
1qbq,3,91,4,0,0,37,22,31,0,3,24,0,0,0,4,9,-11.46687376
1sri,6,115,0,1,6,0,98,16,0,4,42,0,2,2,0,4,-8.399830419
1bhf,9,147,0,15,6,53,53,29,1,6,24,2,0,0,4,20,-6.051193624
1uj6,15,140,8,15,24,43,32,33,2,8,4,0,0,0,2,9,-4.21373072
2fqy,9,160,0,1,16,34,19,99,0,2,41,0,2,0,0,6,-9.076790437
2fqx,9,155,0,3,10,35,6,110,2,2,38,0,2,0,0,6,-9.878090049
1aaq,11,154,0,27,35,0,43,60,7,4,19,0,0,0,2,19,-11.60502887
1g2l,4,179,0,11,72,5,5,90,4,1,56,0,1,3,0,13,-10.00242964
1urg,5,107,0,0,0,19,9,84,3,0,15,0,0,0,0,12,-8.040627145
1g2k,5,174,0,14,45,0,55,65,2,3,38,0,0,0,0,13,-10.9971464
1syi,13,183,5,26,3,56,80,26,3,6,25,1,0,0,2,4,-7.515637744
2am4,13,182,8,21,11,38,38,79,3,7,13,0,0,0,3,14,-5.139369928
1kav,9,139,13,0,11,35,10,79,0,7,32,0,0,0,1,7,-8.040627145
2hs2,9,156,0,22,39,0,50,54,2,2,25,0,0,0,0,14,-11.48068927
2hs1,10,147,0,23,38,0,47,49,2,3,23,0,0,0,0,14,-11.71555295
1v0k,5,96,0,0,0,0,29,72,1,2,6,0,0,0,2,7,-7.045910385
1o0m,9,98,0,24,0,19,49,15,1,6,5,0,0,0,3,6,-7.114987937
1imx,0,40,6,0,13,11,0,10,2,0,14,0,0,0,0,34,-4.863059716
1hlk,1,82,0,0,4,2,17,60,0,2,12,1,0,0,5,4,-6.907755279
2hb3,6,136,0,20,38,0,35,49,3,3,21,0,0,0,0,15,-15.68060448
1yei,5,131,0,1,17,0,96,22,1,4,39,0,3,0,1,9,-10.30637088
1f4x,8,103,0,19,16,0,56,20,1,4,15,0,0,0,0,9,-7.722870402
2c1p,2,86,0,9,8,0,68,3,1,1,22,0,0,0,0,6,-7.460375701
1yej,4,138,0,0,21,0,48,73,0,4,37,0,3,0,1,13,-10.30637088
2f1g,3,118,0,5,43,9,8,56,1,1,25,0,0,0,0,10,-10.41689496
2i0a,6,130,0,18,30,0,38,50,2,3,27,1,0,0,0,15,-15.74968204
2i0g,4,68,14,0,0,51,5,2,2,0,20,0,0,1,0,3,-13.42867626
1m7d,9,123,0,6,43,0,62,21,6,1,14,0,0,0,0,13,-8.607063078
1q54,8,145,0,18,0,38,68,29,1,5,8,0,0,0,9,8,-8.082073676
1m7i,6,151,0,7,57,0,52,41,4,2,16,0,0,0,0,22,-7.460375701
2f81,4,156,0,24,38,0,53,45,3,3,20,0,0,0,0,14,-14.53391711
1vot,2,88,0,7,22,10,7,44,0,1,25,0,0,0,0,1,-9.118236968
966c,4,115,7,17,21,38,10,26,1,2,15,1,0,0,1,7,-10.55505007
1m7y,17,237,9,4,5,50,31,155,1,12,24,2,1,0,4,13,-15.14179957
2il2,3,174,0,9,44,0,71,53,3,3,38,1,0,0,0,13,-9.809012496
1gi9,1,117,0,4,53,0,6,55,0,0,18,0,0,0,0,5,-7.211696511
1rgk,9,143,0,0,19,0,61,72,0,8,9,1,2,0,3,7,-5.954485051
1rgl,6,120,0,0,14,0,64,48,0,7,8,1,3,0,3,7,-6.120271177
1z4o,11,167,9,0,36,100,0,33,2,7,9,0,0,0,3,7,-6.244610772
1hpo,4,121,0,17,18,0,26,64,1,5,20,1,0,0,0,7,-12.73790073
1gi1,4,116,0,16,38,0,6,60,3,0,16,0,0,0,0,4,-7.557084275
1y2g,0,31,0,0,4,0,25,2,0,0,20,0,2,0,0,3,-5.636728308
1gi7,5,118,0,4,51,0,3,65,3,0,21,0,0,0,0,4,-6.230795262
1gi6,5,120,0,4,52,0,4,65,3,0,18,0,0,0,0,4,-8.593247567
7upj,3,100,0,13,16,0,23,51,1,3,15,1,0,0,0,7,-11.72936846
1gi4,6,122,0,8,49,0,5,66,3,1,15,0,0,0,0,4,-9.933352091
1nu3,2,50,0,0,0,6,45,1,1,0,15,0,0,0,0,5,-5.526204223
1w3j,9,113,0,0,0,0,42,80,5,2,9,2,0,0,2,8,-8.731402673
1hps,6,161,0,15,47,0,39,66,3,2,27,1,0,0,0,18,-12.73790073
1qxk,13,198,9,0,10,95,1,96,3,6,33,0,1,0,1,17,-6.976832832
2br6,1,56,0,0,0,0,6,51,0,0,3,0,0,0,1,1,-4.089391125
1ksn,5,192,0,4,86,0,5,102,3,1,50,0,1,1,0,10,-12.98657992
1ow4,1,69,3,0,0,65,0,2,0,2,23,0,0,0,2,3,-7.847209997
1grp,13,104,0,0,0,33,54,30,0,8,1,0,0,0,8,6,-5.139369928
1r5y,7,131,0,13,14,32,44,35,4,2,27,0,2,0,0,2,-8.92481982
1dqx,16,215,0,7,9,15,76,124,3,7,16,0,0,0,1,7,-15.26613917
1amw,4,100,15,0,11,24,24,30,1,3,6,0,0,0,2,9,-6.272241793
1li3,0,54,10,0,0,36,0,8,0,0,22,0,0,0,0,1,-5.871591987
1c5o,3,81,0,18,26,0,7,33,3,0,9,0,0,0,0,2,-4.821613185
1c5n,4,88,0,18,30,0,8,36,3,0,6,0,0,0,0,2,-6.493289962
1k1n,8,146,0,7,68,0,4,75,4,2,17,0,0,0,0,13,-9.422178201
1c5c,7,105,0,0,5,0,46,61,0,6,32,0,2,1,3,3,-9.615595348
2tmn,6,94,0,9,0,49,22,20,1,2,8,0,0,0,3,5,-8.137335719
1t5f,6,94,0,0,14,13,9,64,3,0,2,0,0,0,5,9,-5.830145456
1w96,2,137,12,6,8,74,19,20,2,1,37,0,0,0,0,6,-11.61884438
1izi,10,189,0,35,48,0,59,57,5,3,37,0,0,0,0,21,-9.104421458
1c5z,5,89,0,6,48,0,3,37,3,0,11,0,0,0,0,2,-5.540019734
1c5y,6,102,0,8,54,0,2,44,4,0,15,0,0,0,0,2,-5.802514434
1c5x,6,110,0,9,56,0,2,49,4,0,14,0,0,0,0,2,-9.228761053
2f8i,2,40,0,6,0,0,36,0,0,1,16,0,0,0,1,2,-10.03006067
1dqn,15,173,7,14,30,19,44,74,2,7,17,0,3,0,0,7,-11.05240845
1hpv,4,130,0,17,28,0,52,37,2,2,24,0,0,0,0,14,-12.73790073
1c5s,6,106,0,5,56,0,6,45,3,0,13,0,0,0,0,2,-8.289306335
1c5q,5,94,0,5,48,0,4,42,3,0,10,0,0,0,0,2,-8.786664715
1c5p,3,90,0,4,45,0,5,39,3,0,12,0,0,0,0,2,-6.465658941
1c5t,4,88,0,16,28,0,5,43,3,0,8,0,0,0,0,2,-5.664359329
1n4k,10,155,0,0,15,74,19,57,0,10,1,0,0,0,6,9,-13.88458811
2ada,9,149,0,5,7,24,18,104,4,4,23,1,1,0,0,5,-17.96016373
1oba,0,31,0,0,3,0,28,0,0,0,15,4,0,0,0,3,-3.370984576
1bgq,1,75,9,0,0,29,32,6,1,0,21,0,0,0,0,2,-11.83989255
2adm,4,120,0,3,34,17,20,50,2,3,15,0,0,1,1,11,-7.874841018
1v2t,7,115,0,26,42,0,4,50,3,1,13,0,0,0,0,11,-6.507105473
1rek,8,188,0,40,20,8,90,38,3,3,43,1,0,0,2,12,-9.256392074
1ecv,8,139,8,0,4,34,12,89,0,9,28,0,0,0,2,3,-6.700522621
2adu,4,62,0,0,0,0,46,20,1,0,19,1,0,0,0,1,-10.69320517
1hyo,9,82,0,14,6,24,27,20,0,6,8,0,0,0,4,4,-5.622912797
1ecq,15,193,0,4,11,0,72,121,2,6,9,0,0,0,8,8,-4.144653167
1hp0,6,148,0,0,10,48,7,89,3,2,32,0,6,1,0,6,-9.256392074
1sdt,9,162,0,24,32,0,39,76,4,2,43,0,0,0,2,14,-12.80697829
1sdu,7,150,0,19,32,0,37,69,3,2,36,0,0,0,2,14,-13.91221913
1sdv,8,157,0,21,35,0,43,66,4,1,39,0,0,0,2,14,-12.07475623
9abp,13,154,0,0,2,66,3,96,4,5,8,0,0,0,0,6,-11.05240845
2gvj,1,130,0,8,8,20,50,45,0,1,62,0,2,0,0,8,-13.15236605
2br1,1,82,0,25,5,0,47,6,0,1,25,0,0,0,0,8,-7.101172427
7hvp,16,226,0,44,49,0,61,88,4,5,31,0,0,0,1,28,-13.29052116
1q95,19,183,12,0,2,63,37,88,0,17,9,0,0,0,9,6,-10.45834149
1hbv,3,137,0,19,28,0,43,50,1,2,28,0,0,0,3,15,-8.800480225
1xkk,1,143,0,12,18,19,57,38,0,1,45,0,0,1,1,11,-11.770815
1ent,5,146,0,4,48,0,28,71,3,3,25,0,0,0,0,19,-9.615595348
1o86,9,123,0,6,0,61,9,56,2,4,25,0,0,0,9,13,-13.2214436
1pyn,13,208,6,0,14,102,5,94,2,9,25,0,0,0,2,19,-7.584715296
1xka,4,191,0,7,79,3,6,100,3,1,57,2,2,2,0,10,-9.505071264
2gvv,6,77,0,0,5,0,32,46,1,2,6,0,0,0,0,5,-5.388049118
1zhy,3,52,1,0,5,22,15,12,2,0,25,0,0,0,0,6,-9.007712884
1g7g,12,172,8,0,9,26,3,138,3,8,41,0,1,0,3,19,-9.118236968
1h9z,0,46,5,0,0,41,0,0,0,0,24,0,0,1,0,5,-7.488006722
1z4n,10,163,9,0,41,99,0,24,1,7,9,0,0,0,3,7,-6.244610772
1nl9,18,137,12,0,12,53,9,69,2,7,20,0,0,0,1,12,-8.234044293
1xpz,8,90,0,0,9,5,37,47,1,2,11,1,0,1,1,7,-9.781381475
1pxn,3,105,0,30,4,11,57,6,1,1,29,0,0,0,0,5,-9.878090049
1zp8,7,169,0,24,30,0,53,69,3,1,36,0,0,0,0,17,-12.11620276
1n5r,1,61,1,0,9,0,0,52,0,0,31,0,5,0,0,9,-7.819578976
1ex8,23,309,0,29,37,9,73,184,6,14,29,0,4,0,6,17,-8.745218183
1g7v,4,115,0,0,21,0,21,77,0,1,6,0,0,0,3,16,-8.841926757
1w3l,23,184,0,0,20,0,74,113,4,5,20,2,0,0,2,16,-8.67614063
1yfz,7,85,0,3,20,0,20,49,1,6,6,0,1,0,1,6,-6.009747093
1mai,13,150,0,0,13,0,97,53,0,10,2,0,0,0,7,9,-9.228761053
1uv6,0,56,0,3,8,0,20,25,0,0,21,3,0,0,0,4,-7.073541406
1apv,10,164,0,3,48,0,44,79,4,2,11,0,0,0,0,16,-12.4339595
1o8b,18,138,5,8,30,37,9,67,3,8,4,0,0,0,2,6,-3.70255683
1xk9,2,98,2,28,0,32,27,11,1,1,39,0,3,0,0,3,-9.463624732
1y3g,10,151,0,22,0,64,53,22,3,3,22,0,0,0,1,16,-10.22347781
1lgt,4,108,0,0,1,0,88,23,2,0,33,1,1,0,0,3,-8.42746144
2pcp,0,73,0,0,20,0,49,4,0,0,40,3,0,3,0,2,-12.01949419
2avv,4,154,0,21,38,0,43,56,3,1,44,0,0,0,2,14,-12.79316278
2avq,12,228,0,41,47,0,71,81,7,4,33,0,0,0,2,30,-6.065009135
1y3n,15,162,3,0,0,88,54,32,1,7,8,0,0,0,3,9,-7.66760836
2avs,6,162,0,26,35,0,38,69,3,2,39,0,0,0,2,14,-10.45834149
1kel,5,133,0,0,9,0,107,22,0,5,40,1,3,0,4,10,-10.05769169
4tmk,16,355,30,3,14,235,51,38,2,12,40,0,1,0,8,20,-10.63794313
1v2k,0,118,0,24,30,0,19,45,0,0,46,0,2,1,0,4,-8.551801035
2avo,5,152,0,25,33,0,39,60,3,1,38,0,0,0,2,14,-12.22672684
1y3p,18,259,2,0,3,97,76,99,2,7,14,0,0,0,4,19,-6.659076089
1nz7,22,169,12,0,14,71,9,85,2,11,30,0,1,0,2,19,-9.836643517
1ta6,4,130,0,50,25,0,20,39,2,2,38,0,0,0,0,10,-12.61356114
1d9i,4,131,0,32,33,0,11,59,3,1,37,0,0,0,1,8,-12.58593012
2hh5,7,153,0,33,47,11,19,50,2,1,35,0,0,0,0,12,-10.34781741
1qpb,4,56,0,0,12,13,0,35,1,2,3,0,0,0,0,1,-1.878909436
1xk5,8,163,0,34,0,0,107,30,3,3,25,1,6,0,3,18,-8.289306335
2gv7,10,189,0,7,94,0,3,95,6,2,21,0,0,0,1,12,-10.84517579
1g85,0,19,0,0,0,0,16,3,0,0,4,0,0,0,0,6,-7.570899786
1iiq,9,209,0,40,48,0,79,51,8,3,42,0,0,0,2,22,-10.3340019
2avm,13,220,0,43,48,0,68,74,7,4,30,0,0,0,2,30,-7.874841018
1hpx,4,142,0,14,46,0,37,49,2,1,28,0,0,0,0,15,-15.55626489
2c4v,18,136,0,4,21,0,41,88,2,9,8,0,0,0,6,6,-3.592032745
2aoe,12,204,0,46,41,0,57,72,8,4,21,0,0,0,4,30,-10.52741905
1lee,7,152,0,13,36,0,37,73,3,2,38,0,0,1,0,15,-10.69320517
1fl3,0,80,0,1,20,0,49,10,0,0,49,0,2,2,0,7,-9.394547179
1v2n,5,153,0,22,39,0,42,55,3,1,26,0,0,1,0,6,-8.151151229
5tmp,12,348,34,3,14,249,22,38,1,10,41,0,1,0,11,20,-10.32018639
1n51,9,207,0,0,1,7,66,142,5,2,27,1,2,0,3,10,-6.700522621
1i7z,0,74,0,2,14,0,44,14,0,1,29,2,0,0,1,5,-8.841926757
1s63,1,58,0,0,0,54,2,3,0,1,23,1,0,4,0,5,-12.50303706
1lah,11,151,1,6,18,40,42,55,6,4,14,2,0,0,3,6,-10.38926394
1apb,13,130,0,0,0,49,1,93,3,5,8,0,0,0,0,4,-8.040627145
1f0s,2,123,0,18,38,0,14,55,0,1,50,0,2,1,0,5,-10.69320517
1lbf,13,191,0,12,17,4,96,75,3,9,20,0,0,1,3,12,-10.84517579
1uvt,2,134,0,32,24,0,18,62,1,0,56,0,1,2,0,8,-10.55505007
1f0t,5,141,0,4,70,0,4,68,4,2,21,0,0,0,0,8,-8.289306335
2h4n,8,78,0,0,2,5,45,34,0,3,5,0,0,0,1,3,-12.01949419
1b55,14,202,0,6,24,0,117,69,1,11,1,0,0,0,6,10,-10.22347781
1r0x,12,137,24,0,26,69,0,30,1,8,7,0,0,1,5,11,-5.291340544
1cnx,6,93,2,1,7,6,41,42,3,3,14,0,0,0,0,12,-10.18203128
1cny,6,94,0,1,7,9,39,44,2,2,13,0,0,0,0,16,-10.84517579
1x9d,13,140,0,0,19,61,2,71,7,2,14,0,0,0,0,12,-5.470942181
1cnw,7,85,0,1,5,6,38,42,2,1,15,0,0,0,0,14,-10.66557415
1egh,11,102,11,5,6,57,23,11,0,11,2,0,0,0,4,3,-7.874841018
1r0p,3,107,0,21,18,0,40,31,1,1,33,0,0,0,0,5,-11.05240845
