PDB,VINA,GlideSP,GlideXP,DSX,RFScore,HPS,HMS,HSS,XAvg ,MMGbsa,Experimental
1mrs,-7.09175,-8.8,-12.82,-115.948,-6.91719586963,-8.482723483,-8.731402673,-8.247859803,-8.496538993,-34.00963544,-5.470942181
1bv7,-14.14102,-16.94,-16.74,-282.36,-11.429562751,-13.89840362,-15.00364447,-13.05565748,-13.9951122,-177.2830542,-12.84842482
1epo,-10.51619,-10.46,-10.82,-201.328,-10.8319981202,-10.94188436,-11.09385498,-10.74846721,-10.92806885,-116.778979,-10.9971464
1qiw,-7.39508,-10.92,-13.98,-151.184,-10.2595550341,-10.91425334,-11.57739785,-9.546517796,-10.67938966,-161.1851134,-10.69320517
2f8g,-9.44976,-10.16,-9.95,-192.532,-12.7602422764,-10.44452598,-11.23201008,-10.3340019,-10.66557415,-123.3452974,-12.01949419
1os5,-8.6372,-6.49,-7.15,-126.092,-9.34300165725,-9.822828007,-10.52741905,-9.242576563,-9.864274538,-99.08205991,-9.463624732
1lf2,-9.22227,-10.24,-10.24,-184.192,-9.99564079079,-11.10767049,-12.28198889,-10.96951538,-11.45305825,-109.3599063,-10.38926394
1lf9,-9.28692,-8.71,-16.37,-171.161,-8.72098246733,-9.850459028,-10.37544843,-9.491255753,-9.90572107,-99.10007186,-16.57861267
1vj9,-8.21321,-10.89,-11.52,-203.447,-11.2943289712,-9.933352091,-9.988614133,-9.960983112,-9.960983112,-81.55277294,-10.43071047
1v2j,-5.37081,-8.83,-8.56,-67.261,-6.24346746195,-7.018279363,-7.018279363,-7.308405085,-7.114987937,-42.86819609,-4.490040931
1cin,-6.75682,-6.58,-4.36,-82.928,-11.1080582439,-7.43274468,-8.220228782,-7.405113659,-7.695239381,-71.60466362,-12.06094072
1cim,-6.54572,-7.46,-4.68,-77.381,-11.0654769983,-7.43274468,-8.247859803,-7.460375701,-7.709054891,-66.06602627,-12.18528031
1cil,-5.97761,-6.59,-4.8,-89.069,-10.8056334942,-7.474191212,-8.344568377,-7.722870402,-7.847209997,-72.05701811,-13.02802646
1zpa,-8.71083,-9.52,-10.49,-217.231,-11.2924177128,-10.5964966,-12.0333097,-10.69320517,-11.10767049,-126.097673,-11.60502887
1dif,-11.36882,-15.32,-14.36,-270.325,-11.1754850505,-13.15236605,-14.395762,-12.83460931,-13.45630728,-166.2598728,-14.72733425
1y20,-5.06266,-7.88,-9.31,-66.776,-7.11864925488,-6.907755279,-7.515637744,-7.114987937,-7.18406549,-51.2286438,-7.349851617
1gzc,-4.49544,-5.61,-8.25,-81.898,-6.16270294776,-6.589998536,-6.852493237,-6.382765878,-6.603814047,-55.82281056,-4.821613185
1qb1,-8.38117,-10.59,-12.58,-154.754,-9.81407230708,-9.090605947,-9.822828007,-8.938635331,-9.284023095,-59.98916129,-9.353100648
1n8v,-5.21775,-3.13,-6.99,-91.134,-6.40779220268,-8.012996124,-8.17878225,-7.142618958,-7.778132444,-93.22074391,-8.330752867
1oss,-4.73324,-7.87,-8.14,-65.522,-6.25697795673,-6.949201811,-6.893939768,-7.128803448,-6.990648342,-43.17784901,-6.617629557
1fq5,-14.62269,-17.31,-16.45,-269.13,-10.8441659686,-13.33196769,-15.77731306,-13.6082779,-14.24379139,-182.0205273,-11.60502887
1j01,-8.11127,-7.66,-10.48,-105.28,-7.30238183227,-7.750501423,-8.289306335,-7.68142387,-7.902472039,-50.16718716,-8.938635331
1ec9,-6.63466,-6.3,-9.78,-60.805,-7.04908292699,-7.059725895,-7.43274468,-6.893939768,-7.128803448,-14.30925566,-4.282808273
1we2,-5.48489,-7.15,-9.23,-65.53,-5.91352173726,-6.976832832,-7.460375701,-6.9353863,-7.128803448,-55.02477805,-6.023562603
1jmf,-6.53153,-8.32,-8.51,-82.528,-6.8450847802,-7.709054891,-8.344568377,-7.764316934,-7.93010306,-54.09120379,-7.971549592
1jmg,-7.07532,-9.84,-10.57,-82.456,-6.87591593408,-7.612346317,-8.206413271,-7.639977339,-7.819578976,-61.81782799,-8.386014909
1uxb,-3.61524,-3.47,-4.73,-63.715,-5.82041603887,-6.092640156,-6.147902198,-5.94066954,-6.051193624,-49.8137759,-2.97033477
1uxa,-3.53162,-3.61,-4.83,-63.663,-5.84295428601,-6.065009135,-6.134086688,-5.913038519,-6.037378114,-50.1563056,-3.177567428
1jmi,-7.86531,-9.23,-9.62,-92.526,-6.92743063961,-7.833394486,-8.455092461,-7.874841018,-8.054442655,-73.44905775,-8.372199398
1ugx,-6.40271,-6.46,-7.91,-94.181,-5.87454080756,-6.990648342,-7.225512022,-6.6728916,-6.963017321,-65.20267542,-8.16496674
1jzs,-7.22996,-9.23,-10.71,-184.389,-7.73826158311,-9.076790437,-9.449809222,-9.339285137,-9.297838606,-121.5927219,-9.118236968
1t7j,-8.99727,-10.09,-10.07,-193.566,-11.0089678245,-10.30637088,-10.5964966,-10.34781741,-10.41689496,-125.868299,-12.01949419
1ofz,-4.95237,-6.06,-6.79,-40.958,-6.38344809144,-6.507105473,-7.073541406,-6.68670711,-6.755784663,-45.50804003,-6.382765878
2bt9,-5.71067,-6.82,-6.89,-71.569,-6.05910889179,-6.824862216,-7.43274468,-6.963017321,-7.073541406,-57.10274158,-8.551801035
1ct8,-8.30772,-10.03,-10.16,-136.362,-8.91745738052,-9.587964327,-10.472157,-9.366916158,-9.809012496,-90.53424511,-9.007712884
1hih,-9.69495,-11.71,-11.97,-227.172,-10.4049787439,-11.03859294,-11.75699948,-11.52213581,-11.43924274,-144.8266662,-11.121486
2arm,-5.85495,-4.19,-3.21,-78.678,-7.57207574488,-7.280774064,-7.266958553,-7.363667127,-7.308405085,-43.43734669,-11.23201008
2bvd,-7.50464,-6.08,-7.99,-108.619,-7.36883078363,-7.515637744,-7.736685912,-7.239327532,-7.501822233,-44.15905337,-8.289306335
1a99,-3.90726,-7.39,-9.2,-47.758,-8.79500693132,-6.6728916,-6.797231195,-6.244610772,-6.576183026,-60.72097079,-7.874841018
1sgu,-10.49378,-11.02,-10.11,-210.726,-10.5848734664,-11.30108764,-12.32343542,-11.41161172,-11.67410642,-130.3324562,-7.41892917
2j34,-9.02821,-7.54,-6.89,-152.826,-10.9288190336,-8.883373289,-9.021528394,-9.214945542,-9.035343905,-79.91335671,-10.80372926
1msn,-11.80593,-11.54,-10.83,-219.611,-12.1284437622,-12.01949419,-12.76553176,-12.33725093,-12.37869746,-139.9265979,-12.5582991
2aac,-6.96306,-6.79,-8.37,-68.644,-6.87448045168,-7.211696511,-7.66760836,-7.308405085,-7.391298149,-56.29491695,-3.067043344
1h1h,-5.05173,-7.64,-11.71,-91.578,-6.17447999621,-7.391298149,-7.93010306,-7.294589575,-7.543268765,-52.40654479,-7.211696511
1e4h,-6.04796,-4.51,-4.85,-40.717,-5.73764665121,-6.893939768,-8.689956141,-7.639977339,-7.736685912,-72.30324343,-11.61884438
1efy,-8.79026,-9.3,-8.49,-96.913,-9.07962285856,-8.565616546,-8.593247567,-8.386014909,-8.524170014,-65.33205612,-11.35634968
1g46,-6.16585,-6.33,-5.52,-82.825,-10.2582698736,-7.570899786,-8.42746144,-7.543268765,-7.847209997,-56.58059663,-12.15764929
1gcz,-8.71325,-7.7,-8.1,-84.794,-8.61746294586,-8.745218183,-9.007712884,-8.123520208,-8.634694099,-78.02611949,-7.087356916
1xhy,-7.42089,-9.19,-8.53,-94.941,-9.07240527219,-7.874841018,-8.386014909,-7.778132444,-8.012996124,-60.28794666,-8.537985525
1c84,-8.33423,-10.84,-15.51,-97.876,-7.42961824053,-8.883373289,-9.767565964,-8.455092461,-9.035343905,-53.9682455,-6.907755279
1c86,-7.56636,-11.77,-17.81,-98.916,-7.47988820149,-8.082073676,-8.607063078,-7.819578976,-8.16496674,-68.89815748,-6.493289962
1d6v,-10.27217,-8.89,-10.58,-127.732,-9.49641550212,-10.5964966,-10.87280681,-9.463624732,-10.30637088,-73.21213636,-8.524170014
5er2,-9.3346,-13.22,-13.63,-275.293,-11.2948978665,-12.50303706,-13.31815218,-12.61356114,-12.80697829,-148.0844117,-9.076790437
1c83,-6.95659,-11.37,-13.97,-88.212,-7.58784599009,-7.957734081,-8.814295736,-7.66760836,-8.151151229,-65.83555732,-6.700522621
2ans,-8.32041,-7.6,-7.65,-86.361,-9.19132162316,-9.145867989,-9.933352091,-9.021528394,-9.366916158,-72.44941207,-8.17878225
1pfu,-3.65646,-5.38,-4.96,-53.987,-7.35941010808,-6.382765878,-6.562367515,-6.175533219,-6.368950367,-53.23079611,-3.757818872
1eix,-9.83736,-12.22,-16.24,-113.793,-7.44699446102,-8.800480225,-9.601779838,-8.841926757,-9.076790437,-69.16084348,-15.27995468
1tvo,-10.35428,-10.47,-8.49,-112.986,-10.9258470493,-9.380731669,-9.339285137,-9.104421458,-9.270207584,-72.42032582,-9.463624732
1o0n,-6.27693,-8.44,-9.26,-96.756,-5.31410223445,-7.349851617,-7.639977339,-7.280774064,-7.41892917,-57.71496423,-5.650543818
1o0o,-4.50266,-6.64,-8.22,-63.265,-5.86691811335,-6.769600173,-7.197881001,-6.631445068,-6.866308747,-58.13074073,-7.045910385
1z3t,-7.61843,-6.29,-10.45,-92.318,-6.91068578019,-7.722870402,-8.040627145,-7.543268765,-7.778132444,-51.45895462,-5.44331116
1z3v,-7.76082,-6.25,-10.05,-93.677,-7.13303394679,-7.847209997,-8.316937356,-7.736685912,-7.971549592,-50.23600498,-5.678174839
1o0f,-5.59431,-7.06,-7.36,-74.932,-6.74105294387,-7.211696511,-7.653792849,-7.087356916,-7.322220596,-49.38073046,-7.322220596
1ezq,-9.88738,-11.77,-13.25,-186.869,-10.2061898724,-11.19056355,-11.6464754,-10.25110883,-11.03859294,-61.51851914,-12.50303706
1kmy,-7.78335,-8.19,-8.89,-67.916,-8.26338565094,-8.358383888,-9.062974926,-8.220228782,-8.551801035,-59.36205714,-7.045910385
2a31,-5.13554,-6.68,-7.63,-59.168,-7.25393246778,-6.493289962,-6.755784663,-6.410396899,-6.548552004,-57.55092543,-1.395366566
1h6h,-5.31911,-6.39,-11.83,-120.079,-6.67754573808,-7.142618958,-7.888656529,-6.783415684,-7.266958553,-64.46835323,-7.322220596
1hi3,-5.10735,-7.65,-11.85,-68.393,-7.07555662815,-6.880124258,-7.18406549,-6.700522621,-6.92157079,-68.89948093,-5.788698924
2fxv,-9.10572,-9.89,-10.71,-144.416,-7.56604004116,-8.41364593,-8.869557778,-8.316937356,-8.524170014,-79.01207131,-7.391298149
1rd4,-10.36315,-9.98,-8.14,-138.678,-9.65595229675,-10.61031211,-10.80372926,-10.03006067,-10.48597251,-107.7051182,-10.69320517
1lee,-8.93058,-10.14,-10.05,-175.358,-10.0623116816,-10.95569987,-12.11620276,-10.88662232,-11.31490315,-109.7448638,-10.69320517
1j4r,-7.32776,-7.49,-8.86,-135.933,-9.65134513099,-8.952450842,-10.2096623,-7.736685912,-8.966266352,-107.5660284,-10.66557415
1sw2,-4.84936,-8.71,-12.63,-69.337,-7.63182223315,-6.327503836,-6.589998536,-6.18934873,-6.368950367,-46.3408256,-9.974798623
1afl,-5.96615,-7.08,-7.11,-104.536,-7.85030098715,-7.377482638,-7.639977339,-7.128803448,-7.377482638,-48.54441937,-8.67614063
7abp,-7.02493,-8,-9.38,-58.142,-6.4018429816,-7.18406549,-7.888656529,-7.446560191,-7.501822233,-66.99045905,-8.92481982
1afk,-6.39299,-7.78,-9.33,-97.85,-7.4097112867,-7.66760836,-8.137335719,-7.515637744,-7.778132444,-68.68350596,-9.145867989
1nc3,-9.70612,-10.71,-12.53,-123.746,-7.05563602113,-8.455092461,-8.91100431,-8.372199398,-8.579432057,-99.0722098,-6.907755279
1bzy,-8.44599,-9.55,-10.8,-139.81,-8.09430501854,-9.076790437,-9.809012496,-8.938635331,-9.284023095,-69.48277757,-11.52213581
2fx6,-6.14189,-7.16,-5.08,-57.596,-6.80419147067,-6.990648342,-7.114987937,-7.322220596,-7.142618958,-19.63201321,-5.111738906
1dud,-6.68499,-8.79,-9.89,-100.966,-6.78695690633,-7.557084275,-8.012996124,-7.557084275,-7.709054891,-58.00388492,-6.659076089
1c1r,-7.36249,-10.09,-11.45,-121.983,-8.35827908899,-8.593247567,-8.92481982,-8.980081863,-8.828111247,40.32134679,-10.54123456
1bq4,-8.06808,-12.39,-17.93,-68.079,-6.92811052312,-8.399830419,-9.132052479,-8.441276951,-8.66232512,-67.53487853,-7.211696511
1bzh,-6.97174,-8.08,-7.44,-147.163,-7.87239001489,-8.786664715,-9.850459028,-8.745218183,-9.132052479,-58.23739475,-9.353100648
1r1j,-7.70855,-8.46,-9.07,-133.905,-10.2536729928,-9.339285137,-10.44452598,-8.993897373,-9.587964327,-5.04738445,-11.93660112
1r1h,-8.4879,-9.65,-13.34,-142.795,-9.87886463857,-10.77609824,-11.35634968,-10.32018639,-10.81754477,-40.04262442,-12.32343542
1bzc,-8.97866,-9.5,-12.42,-159.814,-7.48171900871,-9.919536581,-10.52741905,-9.132052479,-9.864274538,-85.20052492,-6.797231195
1af6,-7.25445,-6.31,-12.65,-97.028,-7.54601769436,-7.709054891,-8.261675314,-7.612346317,-7.861025507,-68.75646956,-2.514422922
3aid,-4.12047,-8.19,-7.7,-176.238,-10.1255188934,-10.51360353,-12.06094072,-11.19056355,-11.2596411,-120.2187034,-9.477440243
1dl7,-4.70301,-8.86,-11.15,-110.752,-7.54438702905,-7.101172427,-7.059725895,-7.032094874,-7.059725895,-62.0083162,-8.966266352
1drk,-6.87602,-6.98,-9.76,-77.241,-6.23981559289,-7.363667127,-8.192597761,-7.474191212,-7.68142387,-62.74248507,-9.422178201
1drj,-6.89798,-7.16,-9.79,-74.556,-6.33467157262,-7.41892917,-8.275490824,-7.543268765,-7.750501423,-64.37673047,-10.22347781
2bmz,-4.63631,-5.55,-7.17,-63.464,-5.2388912961,-6.410396899,-6.700522621,-6.216979751,-6.43802792,-56.06293948,-5.111738906
1bcd,-4.04829,-2.96,-2.58,-38.731,-8.39242254248,-6.147902198,-6.507105473,-6.065009135,-6.244610772,-46.94435859,-12.01949419
1jak,-7.31319,-7.73,-7.05,-80.227,-7.12106605114,-7.833394486,-8.17878225,-7.91628755,-7.971549592,-55.88920592,-7.695239381
1jao,-5.90285,-7.63,-8.21,-132.285,-8.47075482948,-8.192597761,-8.247859803,-8.109704698,-8.17878225,-31.77633415,-8.17878225
1rdi,-4.53546,-5.61,-3.23,-33.902,-5.69129592112,-5.885407498,-6.589998536,-5.802514434,-6.092640156,-5.138020625,-2.845995175
1u1w,-7.64438,-10.01,-7.64,-82.202,-7.43422545595,-7.626161828,-8.192597761,-7.584715296,-7.805763465,-52.51810254,-8.082073676
1rdj,-4.45801,-4.07,-4.24,-24.763,-5.59789063579,-5.885407498,-6.617629557,-5.830145455,-6.106455667,-7.505248083,-2.293374753
1rdl,-4.33047,-3.74,-5.19,-26.432,-5.67039950088,-5.843960966,-6.272241793,-5.774883413,-5.968300561,-18.01624434,-3.094674365
1rdn,-4.70168,-4.06,-4.56,-33.264,-5.93674284288,-6.009747093,-6.258426283,-6.065009135,-6.106455667,-15.06983338,-2.542053943
2c80,-5.8379,-10.38,-12.91,-137.535,-8.85786939576,-7.819578976,-8.289306335,-7.653792849,-7.91628755,-105.6986437,-7.363667127
3gst,-9.19559,-11.87,-17.49,-159.984,-9.90026834107,-10.05769169,-11.08003947,-9.601779838,-10.25110883,-120.5779324,-9.284023095
1wht,-5.69219,-7.14,-5.5,-70.844,-7.57562771663,-7.819578976,-8.234044293,-7.598530807,-7.888656529,-2.405792307,-5.111738906
1fwv,-3.75689,-6.59,-6.38,-75.779,-6.04138588841,-6.548552004,-6.880124258,-6.562367515,-6.659076089,-45.40611591,-5.139369928
1duv,-8.54876,-7.47,-10.67,-112.295,-8.1169182361,-8.441276951,-9.380731669,-8.41364593,-8.745218183,-73.91198238,-16.30230246
2aj8,-8.00778,-6.57,-5.41,-95.716,-10.8072559176,-8.206413271,-8.358383888,-7.985365103,-8.192597761,-60.11788022,-8.565616546
1w8l,-4.39104,-5.95,-3.78,-53.205,-5.63663236829,-6.755784663,-7.114987937,-6.797231195,-6.893939768,-45.86200652,-0.676960017
1w8m,-4.22483,-4.34,-3.53,-58.527,-6.54280857772,-6.382765878,-6.576183026,-6.645260578,-6.534736494,-44.8828835,-2.210481689
1rql,-3.34247,-2.45,-3.88,-39.828,-8.1600569585,-6.18934873,-6.741969152,-6.368950367,-6.43802792,4.019239097,-3.799265403
1xgi,-7.04764,-7.69,-5.26,-75.454,-8.94787284557,-7.695239381,-8.220228782,-7.750501423,-7.888656529,-60.47602547,-6.700522621
1d2e,-8.02146,-8.92,-9.82,-142.561,-7.56842882919,-8.42746144,-9.076790437,-8.358383888,-8.620878588,-62.70254937,-8.289306335
1w5v,-12.21503,-15.69,-15.05,-267.859,-12.6583834739,-13.05565748,-13.4839383,-12.33725093,-12.9589489,-150.1016409,-11.2596411
1kjr,-6.88689,-6.28,-8.23,-103.536,-6.652772839,-7.515637744,-7.695239381,-7.446560191,-7.557084275,-78.66226705,-8.372199398
1ejn,-9.8135,-9.98,-8.91,-161.732,-10.4181434522,-9.17349901,-9.670857391,-9.753750454,-9.532702285,-61.82814807,-7.764316934
1oif,-5.81279,-6.1,-6.74,-74.286,-7.9638142576,-6.963017321,-7.308405085,-6.783415684,-7.018279363,-26.89698428,-10.66557415
1rzx,-5.49679,-11.76,-12.82,-189.084,-8.71889826306,-8.772849204,-10.08532271,-8.372199398,-9.076790437,-136.4298195,-5.664359329
1ps3,-8.36225,-6.52,-6.36,-100.021,-6.99787544228,-7.363667127,-7.861025507,-7.322220596,-7.515637744,-6.31031498,-3.149936407
1ur9,-10.35058,-12.92,-17.24,-180.5,-8.41272827289,-10.25110883,-10.52741905,-10.62412762,-10.472157,-106.6171025,-7.971549592
6abp,-6.08946,-7.58,-8.89,-49.836,-6.11283799173,-6.990648342,-7.612346317,-7.018279363,-7.197881001,-55.46019988,-8.786664715
1lzq,-9.72327,-13.38,-12.32,-233.123,-11.2677388779,-11.56358234,-12.14383378,-11.9089701,-11.86752357,-133.9963536,-11.59121336
2b07,-7.46646,-10.44,-13.47,-144.868,-8.69006562121,-8.966266352,-10.12676924,-8.593247567,-9.228761053,-110.0439281,-8.883373289
1pzp,-6.96252,-7.68,-7.73,-96.103,-8.84464270884,-8.344568377,-8.510354504,-8.026811634,-8.289306335,-62.04162664,-4.572933995
1fiv,-11.85473,-16.98,-12.64,-314.848,-10.0977848616,-14.34049996,-15.19706161,-14.29905343,-14.61681017,-184.7944872,-9.104421458
1ohr,-10.20036,-9.94,-8.86,-188.193,-10.9348971465,-10.96951538,-12.32343542,-11.68792193,-11.66029091,-128.3822485,-12.01949419
1pzo,-6.44968,-4.96,-2.86,-82.596,-8.16146220525,-7.639977339,-8.330752866,-7.695239381,-7.888656529,-70.98210363,-4.586749505
1pzi,-6.62523,-7.13,-9.53,-77.587,-5.63913740543,-7.405113659,-8.455092461,-7.308405085,-7.722870402,-59.2463472,-5.830145456
1qbq,-6.1954,-9.6,-9.66,-89.301,-8.90924525812,-8.344568377,-8.620878588,-8.689956141,-8.551801035,-76.60522685,-11.46687376
1bhf,-6.17836,-11.76,-14.39,-152.59,-8.10086340285,-8.786664715,-8.952450842,-8.800480225,-8.841926757,-102.8055314,-6.051193624
1aaq,-8.68395,-12.42,-14.22,-211.625,-10.1733849695,-10.34781741,-11.59121336,-10.69320517,-10.87280681,-143.5728145,-11.60502887
1g2l,-9.02901,-10.61,-13.08,-175.089,-10.9293136714,-10.27873986,-10.44452598,-9.615595348,-10.11295373,-86.7847309,-10.00242964
1urg,-6.31833,-7.13,-12.65,-107.574,-7.12228571824,-7.474191212,-7.778132444,-7.294589575,-7.515637744,-76.64516358,-8.040627145
1g2k,-11.88407,-12.82,-11.19,-258.691,-12.2424346188,-11.83989255,-13.0832885,-11.63265989,-12.18528031,-131.3153796,-10.9971464
1syi,-9.13424,-9.47,-8.27,-115.291,-9.14108608507,-8.551801035,-8.897188799,-8.482723483,-8.634694099,-94.39183866,-7.515637744
1kav,-8.99849,-8.9,-11.17,-142.193,-7.45664312713,-9.712303922,-10.48597251,-9.007712884,-9.739934943,-78.01227114,-8.040627145
2hs2,-9.30661,-10.42,-9.34,-182.475,-13.257072274,-10.19584679,-10.95569987,-10.19584679,-10.44452598,-121.3944847,-11.48068927
2hs1,-9.47048,-10.7,-10.38,-197.72,-12.4350337382,-10.45834149,-11.28727213,-10.38926394,-10.70702068,-129.4289248,-11.71555295
1v0k,-6.28701,-5.5,-7.78,-80.93,-6.76009233352,-7.059725895,-7.405113659,-6.9353863,-7.128803448,-34.94004888,-7.045910385
1o0m,-6.0662,-10.56,-11.61,-103.92,-4.92208067513,-7.557084275,-8.109704698,-7.515637744,-7.722870402,-74.05702653,-7.114987937
1hlk,-7.25032,-4.33,-4.1,-82.415,-6.73164051076,-8.054442655,-8.468907972,-7.833394486,-8.123520208,-23.20063197,-6.907755279
2sim,-8.36716,-8.65,-11.23,-95.867,-7.16632640179,-7.68142387,-8.095889187,-7.861025507,-7.874841018,-87.38375498,-4.724904611
1yei,-7.96324,-10.66,-8.5,-130.714,-7.35655573163,-9.145867989,-9.187314521,-8.510354504,-8.952450842,-73.94630358,-10.30637088
1f4x,-5.78918,-7.53,-9.19,-108.378,-5.95181715485,-7.128803448,-7.488006722,-6.963017321,-7.18406549,-78.7877991,-7.722870402
2c1p,-9.08747,-9.21,-7.56,-116.593,-9.85519314278,-8.883373289,-9.449809222,-8.496538993,-8.938635331,-66.07390588,-7.460375701
2f1g,-7.87739,-8.25,-8.27,-145.051,-9.68427437292,-9.242576563,-9.104421458,-9.380731669,-9.242576563,-74.51538227,-10.41689496
2i0a,-9.28342,-10.36,-8.63,-207.055,-13.6656801179,-10.95569987,-11.28727213,-10.91425334,-11.05240845,-127.0157789,-15.74968204
1ua4,-8.73101,-12.43,-14.26,-124.258,-7.18051867179,-8.289306335,-8.634694099,-8.151151229,-8.358383888,-58.86818668,-5.830145456
1dhj,-8.47767,-9.81,-9.39,-126.664,-9.69483855312,-8.938635331,-9.242576563,-8.42746144,-8.869557778,-93.18258064,-9.049159416
2f81,-9.78064,-10.49,-10.45,-197.797,-12.8123121412,-10.61031211,-11.52213581,-10.61031211,-10.91425334,-124.9657365,-14.53391711
2il2,-12.0143,-13.3,-11.5,-223.832,-10.0450225364,-11.61884438,-12.97276441,-11.52213581,-12.04712521,-143.7297049,-9.809012496
1gi9,-7.07778,-9.13,-8.64,-97.222,-8.10695641111,-7.874841018,-7.957734081,-8.082073676,-7.971549592,-29.29340973,-7.211696511
1rgk,-5.83832,-7.88,-8.35,-79.55,-7.29479457047,-7.101172427,-7.584715296,-7.004463853,-7.225512022,-52.29454503,-5.954485051
1rgl,-5.01802,-7.49,-6.83,-69.337,-7.29437688153,-6.824862216,-7.17024998,-6.6728916,-6.880124258,-50.41484709,-6.120271177
1hpo,-10.80092,-7.83,-8.07,-149.565,-10.501153457,-10.22347781,-10.98333089,-10.34781741,-10.52741905,-104.8836144,-12.73790073
1gi1,-7.53724,-8.59,-9.45,-94.884,-6.94336902769,-7.791947955,-7.888656529,-7.999180613,-7.888656529,-28.35781057,-7.557084275
1y2g,-6.31161,-4.74,-3.68,-67.841,-6.91003299616,-7.874841018,-9.270207584,-7.598530807,-8.247859803,-49.53287122,-5.636728308
1gi7,-5.46374,-6.02,-3.78,-58.037,-7.1050111122,-7.197881001,-7.211696511,-7.322220596,-7.253143043,-28.77050781,-6.230795262
1gi6,-7.0259,-9.74,-10.44,-90.061,-7.13286634435,-7.971549592,-7.902472039,-8.137335719,-7.999180613,-35.10723582,-8.593247567
7upj,-10.41652,-7.85,-7.95,-145.033,-9.26421621412,-10.32018639,-10.81754477,-10.41689496,-10.51360353,-112.5574979,-11.72936846
1gi4,-6.92936,-9.1,-9.16,-88.801,-6.87308525524,-8.026811634,-8.537985525,-8.206413271,-8.261675314,-7.372611582,-9.933352091
1lkk,-6.04839,-9.91,-11.78,-159.795,-8.01258319884,-9.132052479,-9.394547179,-9.035343905,-9.187314521,-106.6184565,-9.463624732
1hpv,-9.12185,-10.29,-10.24,-184.363,-10.6656394126,-10.26492434,-11.41161172,-10.23729332,-10.63794313,-128.9479852,-12.73790073
1w3j,-4.89904,-6.06,-6.72,-67.093,-7.44499498775,-6.824862216,-7.294589575,-6.769600173,-6.963017321,-38.05682924,-8.731402673
1hps,-9.98872,-13.02,-12.35,-240.832,-11.6018360992,-11.95041663,-12.88987135,-12.00567867,-12.28198889,-153.7553678,-12.73790073
1qxk,-8.45316,-9.37,-13.07,-165.655,-7.93201889814,-9.560333306,-9.739934943,-8.91100431,-9.40836269,-96.16622164,-6.976832832
1lah,-5.65349,-8.2,-8.99,-75.055,-7.73741906368,-7.087356916,-7.322220596,-6.9353863,-7.114987937,-66.26721257,-10.38926394
1ksn,-10.00556,-10.43,-12.29,-175.281,-9.72591925999,-10.56886558,-10.87280681,-9.712303922,-10.38926394,-78.62999804,-12.98657992
1abf,-6.54436,-7.77,-8.58,-57.354,-6.22477460242,-7.239327532,-7.957734081,-7.488006722,-7.557084275,-63.47062811,-7.488006722
1dqx,-8.65999,-11.66,-16.56,-109.493,-7.49341883479,-8.607063078,-9.366916158,-8.634694099,-8.869557778,-61.94742307,-15.26613917
1amw,-5.80957,-7.87,-8.08,-93.409,-6.77772121112,-7.322220596,-7.570899786,-7.101172427,-7.336036106,-45.59620526,-6.272241793
1li3,-6.01335,-7.6,-7.94,-53.177,-6.58334943688,-7.349851617,-7.736685912,-7.211696511,-7.43274468,-56.04261255,-5.871591987
1k1n,-6.74736,-10.23,-11.58,-138.275,-10.807420991,-8.496538993,-9.518886774,-8.247859803,-8.759033694,-76.89395731,-9.422178201
1c5c,-8.69531,-10.56,-9.82,-92.016,-9.21599435794,-8.883373289,-9.919536581,-8.66232512,-9.1596835,-66.60922698,-9.615595348
1v2q,-5.59686,-8.33,-8.38,-103.893,-7.89274539342,-7.41892917,-8.095889187,-7.391298149,-7.639977339,-63.95179805,-5.70580586
1izi,-9.79369,-13.93,-13.24,-243.788,-11.6877833418,-11.78463051,-12.50303706,-12.19909582,-12.15764929,-155.9800984,-9.104421458
1c5z,-4.9631,-8.5,-8.51,-69.327,-6.28347281658,-6.9353863,-6.976832832,-7.253143043,-7.059725895,-35.85266662,-5.540019734
1c5y,-5.91538,-8.52,-7.12,-74.108,-6.87337353889,-7.253143043,-7.488006722,-7.391298149,-7.377482638,-57.22529689,-5.802514434
1c5x,-5.62534,-7.6,-6.34,-81.867,-6.60200467534,-7.43274468,-8.095889187,-7.861025507,-7.791947955,-55.93897693,-9.228761053
1dqn,-7.23738,-9.3,-9.07,-114.092,-7.09055895685,-8.192597761,-9.076790437,-8.151151229,-8.468907972,-71.98028461,-11.05240845
2hb3,-9.93319,-11.23,-11.49,-205.585,-14.2916160776,-10.98333089,-11.49450478,-10.7346517,-11.06622396,-144.5505307,-15.68060448
1c5s,-5.388,-8.59,-8.28,-71.214,-6.08755512714,-7.253143043,-7.322220596,-7.488006722,-7.349851617,-38.17091363,-8.289306335
1v2w,-6.17915,-8.91,-10.3,-125.618,-7.31191293617,-8.206413271,-8.42746144,-8.192597761,-8.275490824,-64.74261382,-5.540019734
1c5q,-5.78434,-7.15,-6.45,-72.468,-6.3062012393,-7.377482638,-8.054442655,-7.750501423,-7.722870402,-59.56898341,-8.786664715
1c5p,-5.40224,-8.6,-8.19,-64.867,-6.16883883702,-7.032094874,-6.990648342,-7.266958553,-7.101172427,-37.90843383,-6.465658941
1c5t,-6.00508,-9.72,-7.57,-71.78,-6.54463024154,-7.266958553,-7.460375701,-7.336036106,-7.349851617,-55.26347611,-5.664359329
